ge1,ge2,ge3,ge4,ge5,ge6,ses,edu,civ_level,cty
2,2,2,2,2,2,4.407272648172233,tertiary,level 0,COL
1,1,1,3,3,3,3.231276649697514,none-tertiary,level 2,COL
1,1,1,3,4,3,3.9840798851757313,tertiary,level 3,COL
1,1,1,3,3,4,1.5993066033665273,none-tertiary,level 1,COL
1,1,1,4,1,3,2.6144590293960954,none-tertiary,level 3,COL
1,1,1,3,3,4,3.4966072817122837,none-tertiary,level 3,COL
1,1,2,4,4,4,2.4759367867645485,none-tertiary,level 3,COL
1,1,1,4,4,4,3.178173954855552,none-tertiary,level 3,COL
1,1,1,4,4,4,3.5496381992411647,tertiary,level 2,COL
1,2,1,4,4,4,4.037012768180125,tertiary,level 2,COL
1,1,1,4,4,4,3.5496381992411647,tertiary,level 2,COL
1,1,1,4,4,2,3.093183190927605,none-tertiary,level 3,COL
1,1,1,4,4,4,3.9840798851757313,none-tertiary,level 2,COL
1,1,1,4,4,4,2.6890041741308788,none-tertiary,level 3,COL
2,2,1,4,4,4,4.491839739614147,tertiary,level 2,COL
1,1,1,4,4,4,4.798208026750439,tertiary,level 3,COL
1,1,1,4,4,4,1.1908842016383372,none-tertiary,level 3,COL
2,2,2,3,3,3,2.3159653141130963,none-tertiary,level 1,COL
1,1,1,4,3,4,4.386127271578173,tertiary,level 1,COL
1,1,3,2,4,2,2.2732800274416927,none-tertiary,level 3,COL
1,1,1,4,4,2,3.581451309351089,tertiary,level 2,COL
2,2,1,4,4,4,2.6996510526830617,none-tertiary,level 2,COL
1,1,1,4,4,4,3.5496381992411647,tertiary,level 3,COL
1,1,1,4,4,4,2.8486454766500016,none-tertiary,level 3,COL
1,1,1,4,4,4,2.78480469857312,none-tertiary,level 3,COL
1,1,1,4,4,4,4.808767364270986,tertiary,level 3,COL
1,1,1,4,4,4,2.816727670337554,none-tertiary,level 1,COL
1,2,1,4,3,3,2.230583292144536,none-tertiary,level 2,COL
2,3,1,4,3,3,3.6556662721497464,none-tertiary,level 2,COL
1,1,1,4,4,4,3.125058586790336,none-tertiary,level 3,COL
1,1,1,4,4,3,3.5284271993258773,tertiary,level 2,COL
1,1,1,4,4,4,3.125058586790336,none-tertiary,level 3,COL
1,1,1,4,3,2,4.015840811561283,tertiary,level 3,COL
1,1,2,4,4,4,3.231276649697514,none-tertiary,level 2,COL
1,1,1,4,4,3,4.089935742186955,tertiary,level 3,COL
1,1,1,4,4,4,2.8486454766500016,none-tertiary,level 3,COL
1,1,1,4,4,4,2.379972250435111,none-tertiary,level 2,COL
1,1,1,4,4,4,3.835813929611364,tertiary,level 3,COL
1,1,2,4,2,3,2.0062282679552967,none-tertiary,level 2,COL
1,1,1,4,4,3,3.5284271993258773,tertiary,level 3,COL
1,1,1,4,4,4,3.5496381992411647,tertiary,level 3,COL
1,1,1,4,4,4,3.952315342862221,tertiary,level 2,COL
1,1,1,3,1,3,2.72094301357785,none-tertiary,level 2,COL
3,2,2,2,2,3,2.49725495455006,none-tertiary,level 0,COL
1,1,1,4,4,4,2.294624088099657,none-tertiary,level 3,COL
1,1,1,4,3,1,2.2732800274416927,none-tertiary,level 2,COL
1,1,1,3,3,3,2.294624088099657,none-tertiary,level 2,COL
1,1,1,4,4,4,2.50791306264104,none-tertiary,level 3,COL
1,1,1,3,3,3,1.5993066033665273,none-tertiary,level 1,COL
2,1,1,3,3,3,1.6529262581272066,none-tertiary,level 2,COL
1,1,1,4,4,4,2.294624088099657,none-tertiary,level 1,COL
1,1,1,4,4,4,5.125396789873013,tertiary,level 1,COL
1,1,1,4,4,4,3.13568268478919,none-tertiary,level 1,COL
3,4,4,2,3,3,1.995536054916672,none-tertiary,level 0,COL
1,1,1,3,4,3,2.59315487813191,none-tertiary,level 2,COL
1,1,1,4,3,3,3.5284271993258773,tertiary,level 1,COL
1,1,1,3,4,3,3.5708473894375445,none-tertiary,level 2,COL
1,1,1,4,4,4,2.72094301357785,none-tertiary,level 3,COL
1,1,1,3,4,2,1.5349290310768493,none-tertiary,level 0,COL
1,1,1,4,1,4,2.048989027849649,none-tertiary,level 2,COL
2,1,1,4,4,4,2.4439546127356326,none-tertiary,level 1,COL
1,1,1,4,2,3,3.178173954855552,tertiary,level 1,COL
1,2,1,3,3,3,3.0294182753214134,none-tertiary,level 1,COL
1,1,1,4,4,4,2.731588100745486,none-tertiary,level 2,COL
1,1,1,4,4,4,2.4759367867645485,none-tertiary,level 2,COL
3,2,2,4,3,3,2.78480469857312,tertiary,level 0,COL
2,1,2,2,1,1,1.8350520506036143,none-tertiary,level 0,COL
2,2,2,3,3,2,1.6529262581272066,none-tertiary,level 1,COL
1,1,1,4,4,4,3.560243019860124,none-tertiary,level 3,COL
1,3,1,3,2,3,1.8992687672536015,none-tertiary,level 1,COL
1,1,2,3,3,3,3.156929340656705,tertiary,level 2,COL
1,1,1,3,3,3,1.1046646923096604,none-tertiary,level 2,COL
1,1,1,4,2,1,2.6251101742534826,none-tertiary,level 1,COL
2,1,1,3,4,3,2.657059916693524,none-tertiary,level 2,COL
1,1,3,2,3,2,1.5456612615206202,none-tertiary,level 1,COL
1,1,3,3,3,3,2.102422094049903,none-tertiary,level 1,COL
1,1,1,3,4,4,1.6207574984340007,none-tertiary,level 1,COL
1,1,1,4,4,4,3.867591989899363,tertiary,level 2,COL
1,3,1,3,1,1,2.0062282679552967,none-tertiary,level 2,COL
1,1,2,3,2,2,1.6529262581272066,none-tertiary,level 1,COL
1,1,1,3,4,3,2.731588100745486,none-tertiary,level 2,COL
1,1,1,4,1,1,2.58250186648835,none-tertiary,level 0,COL
1,1,1,4,3,3,1.3415576450425593,none-tertiary,level 1,COL
3,1,3,3,3,3,2.912465829661981,none-tertiary,level 2,COL
1,1,1,4,4,3,1.8992687672536015,none-tertiary,level 1,COL
2,1,4,4,3,4,2.58250186648835,none-tertiary,level 2,COL
2,2,2,3,2,3,2.1771959290212965,none-tertiary,level 0,COL
2,2,2,3,3,4,1.8992687672536015,none-tertiary,level 0,COL
1,1,1,3,3,3,2.155835773822917,none-tertiary,level 3,COL
1,1,2,1,3,3,1.2770145884214121,none-tertiary,level 2,COL
1,1,1,3,4,4,2.635760702049374,none-tertiary,level 2,COL
1,1,1,3,3,3,2.3159653141130963,none-tertiary,level 2,COL
1,2,3,3,2,1,1.1046646923096604,none-tertiary,level 1,COL
1,1,1,4,3,4,2.5611939579206173,none-tertiary,level 2,COL
2,2,2,2,2,2,2.49725495455006,none-tertiary,level 1,COL
1,1,1,4,4,3,2.912465829661981,none-tertiary,level 0,COL
1,2,1,3,2,1,2.72094301357785,tertiary,level 0,COL
2,1,1,4,3,3,2.7528765004399998,none-tertiary,level 2,COL
1,1,2,4,4,2,1.8564611340201038,none-tertiary,level 1,COL
1,2,2,4,3,3,2.294624088099657,none-tertiary,level 1,COL
2,2,2,3,3,3,2.1771959290212965,none-tertiary,level 1,COL
1,1,1,3,3,3,1.3630620393314599,none-tertiary,level 2,COL
1,1,1,4,2,2,4.259224184678671,tertiary,level 1,COL
1,1,1,3,3,1,3.7298597255466226,tertiary,level 0,COL
2,2,2,3,2,2,2.155835773822917,none-tertiary,level 0,COL
1,1,1,3,3,3,2.6464106153482536,none-tertiary,level 0,COL
1,1,2,3,3,4,3.093183190927605,tertiary,level 0,COL
1,1,1,4,2,3,1.9848430237555705,none-tertiary,level 1,COL
1,1,2,4,4,3,2.8273675100798714,none-tertiary,level 0,COL
2,2,3,3,3,3,2.230583292144536,none-tertiary,level 1,COL
1,1,1,3,2,3,1.6207574984340007,none-tertiary,level 0,COL
1,1,1,4,4,4,3.4011225592240053,none-tertiary,level 3,COL
1,1,3,4,3,4,3.4223446573918537,none-tertiary,level 3,COL
1,2,1,3,3,2,2.72094301357785,none-tertiary,level 1,COL
1,1,1,4,3,4,3.5920547809700842,none-tertiary,level 3,COL
2,3,2,3,3,1,2.742232595577933,none-tertiary,level 1,COL
1,1,1,4,2,4,3.5920547809700842,none-tertiary,level 1,COL
1,1,1,3,4,3,5.26251512708977,tertiary,level 3,COL
1,3,1,4,4,4,2.433292563695049,none-tertiary,level 3,COL
1,1,1,3,2,3,2.997528653980617,none-tertiary,level 3,COL
2,1,2,3,3,3,5.346870205429065,tertiary,level 2,COL
1,1,1,4,4,4,3.1675519020829404,none-tertiary,level 3,COL
1,1,3,3,4,4,2.9762662178940236,none-tertiary,level 1,COL
1,1,1,3,1,1,2.731588100745486,none-tertiary,level 0,COL
2,1,1,3,3,1,3.878183846664758,none-tertiary,level 3,COL
1,2,1,3,4,3,4.037012768180125,none-tertiary,level 3,COL
2,2,2,3,3,3,3.676866576946634,tertiary,level 1,COL
1,2,1,4,3,3,2.4439546127356326,none-tertiary,level 2,COL
1,1,1,4,3,3,2.5292273414160826,none-tertiary,level 2,COL
2,3,3,3,2,3,4.005254236043837,none-tertiary,level 1,COL
1,1,2,4,3,3,2.997528653980617,none-tertiary,level 2,COL
2,1,1,2,2,2,4.322682378169567,tertiary,level 3,COL
1,1,1,4,3,4,4.7876483573999105,tertiary,level 3,COL
1,1,1,4,4,4,4.005254236043837,none-tertiary,level 2,COL
1,1,1,4,4,4,4.026426988580845,none-tertiary,level 3,COL
2,1,1,3,3,3,2.1451545647089256,none-tertiary,level 3,COL
1,1,1,4,3,3,5.39958246154606,tertiary,level 2,COL
1,3,1,4,4,4,4.829885046816531,tertiary,level 3,COL
1,1,1,4,4,4,4.227490036934002,none-tertiary,level 2,COL
1,1,2,3,3,3,2.048989027849649,none-tertiary,level 2,COL
2,1,1,3,3,3,2.6464106153482536,none-tertiary,level 2,COL
1,1,1,4,3,4,4.301531134734242,tertiary,level 2,COL
2,2,3,3,2,3,3.0187889366420837,none-tertiary,level 0,COL
1,1,1,4,3,3,2.9656341873799263,none-tertiary,level 2,COL
1,3,3,4,3,1,1.9848430237555705,none-tertiary,level 1,COL
1,1,1,3,3,2,1.3953095733143446,none-tertiary,level 2,COL
2,2,2,4,2,3,1.1046646923096604,none-tertiary,level 1,COL
1,2,2,1,1,2,2.155835773822917,none-tertiary,level 0,COL
1,1,1,2,1,1,2.0062282679552967,none-tertiary,level 1,COL
1,2,1,1,3,1,1.8564611340201038,none-tertiary,level 2,COL
1,1,1,3,1,3,2.0917370479815895,none-tertiary,level 1,COL
1,1,4,2,2,2,2.3479718968023717,tertiary,level 0,COL
1,1,1,1,2,2,2.9018305027768356,none-tertiary,level 0,COL
3,3,3,3,3,3,2.1451545647089256,none-tertiary,level 1,COL
1,1,1,4,4,2,4.3544064748803795,tertiary,level 3,COL
1,2,2,2,1,1,2.1344725961045103,none-tertiary,level 1,COL
2,2,2,3,3,3,1.9206673987661262,none-tertiary,level 2,COL
1,1,1,2,3,3,1.4275464676809944,none-tertiary,level 1,COL
1,1,1,1,3,1,2.411966461145934,none-tertiary,level 1,COL
1,3,2,3,3,3,2.72094301357785,none-tertiary,level 2,COL
1,2,2,2,2,2,3.2737498250257353,tertiary,level 1,COL
2,2,2,2,1,2,2.102422094049903,none-tertiary,level 1,COL
1,1,1,4,4,2,3.5708473894375445,tertiary,level 2,COL
1,1,1,4,3,4,3.178173954855552,none-tertiary,level 2,COL
1,1,1,4,2,4,2.806087256667599,none-tertiary,level 2,COL
1,1,1,4,1,4,4.407272648172233,tertiary,level 2,COL
1,1,1,3,4,3,3.050675357020946,none-tertiary,level 2,COL
1,1,1,4,4,4,3.0825570189428335,none-tertiary,level 1,COL
3,1,2,1,3,3,4.290954956532273,tertiary,level 0,COL
1,1,1,4,4,4,3.835813929611364,tertiary,level 2,COL
1,1,1,3,3,3,4.259224184678671,tertiary,level 1,COL
1,1,1,4,4,4,2.6783566935929857,none-tertiary,level 2,COL
1,1,1,4,2,3,2.12378986409994,none-tertiary,level 2,COL
1,1,1,3,3,3,3.125058586790336,tertiary,level 2,COL
1,4,1,4,4,4,2.4439546127356326,none-tertiary,level 1,COL
1,1,1,4,4,4,3.13568268478919,none-tertiary,level 3,COL
1,1,1,4,4,4,3.31621513309746,none-tertiary,level 3,COL
2,2,3,3,3,3,4.015840811561283,tertiary,level 1,COL
2,3,3,3,3,3,3.4329550011064542,none-tertiary,level 2,COL
1,1,1,4,3,4,3.050675357020946,none-tertiary,level 1,COL
1,2,2,1,2,1,3.1038088416757166,none-tertiary,level 1,COL
1,1,1,4,4,4,3.1887955007230295,none-tertiary,level 3,COL
1,1,2,2,1,3,3.3268302430575916,tertiary,level 1,COL
2,2,2,3,2,4,2.997528653980617,none-tertiary,level 2,COL
1,1,1,4,4,4,2.4439546127356326,none-tertiary,level 2,COL
2,2,1,3,4,1,1.8350520506036143,none-tertiary,level 0,COL
2,2,1,3,2,3,3.231276649697514,tertiary,level 1,COL
1,2,2,4,4,4,3.5708473894375445,none-tertiary,level 3,COL
1,1,1,4,4,4,2.2732800274416927,none-tertiary,level 2,COL
2,2,2,2,2,2,2.891194619269249,tertiary,level 1,COL
1,2,2,1,2,2,1.4812516474076294,none-tertiary,level 2,COL
1,1,1,3,4,4,2.12378986409994,none-tertiary,level 1,COL
3,2,3,3,2,2,1.406056374509725,none-tertiary,level 1,COL
2,1,2,3,3,2,3.6874660741961103,none-tertiary,level 3,COL
1,1,1,4,2,4,2.59315487813191,none-tertiary,level 1,COL
1,1,1,4,3,3,3.050675357020946,none-tertiary,level 2,COL
1,1,1,4,4,4,4.407272648172233,tertiary,level 3,COL
1,1,1,4,4,4,4.259224184678671,tertiary,level 2,COL
2,2,2,3,3,3,2.155835773822917,none-tertiary,level 2,COL
1,1,1,4,4,4,3.6874660741961103,tertiary,level 1,COL
1,1,1,4,4,4,3.7616504450223407,none-tertiary,level 3,COL
1,1,1,3,3,3,2.433292563695049,tertiary,level 2,COL
1,1,1,4,4,4,4.7876483573999105,tertiary,level 3,COL
1,1,1,4,3,3,2.6890041741308788,none-tertiary,level 2,COL
1,1,1,4,1,4,2.9550016125570027,none-tertiary,level 2,COL
1,1,1,4,4,4,3.13568268478919,none-tertiary,level 3,COL
1,1,1,3,2,3,3.2525142273515257,none-tertiary,level 1,COL
1,1,1,4,4,4,4.322682378169567,tertiary,level 2,COL
1,1,1,3,3,3,2.070364613386608,none-tertiary,level 1,COL
1,1,1,4,4,4,2.0062282679552967,none-tertiary,level 2,COL
1,1,1,4,4,4,3.973492107640583,none-tertiary,level 2,COL
1,3,1,2,1,2,3.156929340656705,none-tertiary,level 1,COL
1,1,2,1,1,2,2.59315487813191,none-tertiary,level 1,COL
1,1,1,3,3,4,2.209230561140268,none-tertiary,level 2,COL
1,1,2,4,2,1,4.37555403782439,tertiary,level 3,COL
1,1,1,3,2,4,2.2732800274416927,none-tertiary,level 2,COL
1,1,1,3,3,3,3.888775290376217,none-tertiary,level 2,COL
1,1,2,4,4,4,2.2732800274416927,none-tertiary,level 2,COL
2,2,2,4,3,2,1.7922231385933631,none-tertiary,level 1,COL
1,1,1,4,4,4,4.259224184678671,tertiary,level 2,COL
1,1,1,3,4,4,2.219907293241243,none-tertiary,level 2,COL
1,1,1,3,4,3,3.4647832286641442,tertiary,level 1,COL
1,1,1,4,4,1,2.731588100745486,none-tertiary,level 1,COL
2,2,3,2,1,2,4.005254236043837,none-tertiary,level 1,COL
1,1,1,4,4,4,3.178173954855552,none-tertiary,level 2,COL
1,2,1,2,1,3,3.093183190927605,tertiary,level 1,COL
1,2,1,3,4,3,2.0917370479815895,none-tertiary,level 3,COL
2,2,1,4,3,4,3.379898570005004,tertiary,level 2,COL
1,1,1,1,1,1,2.6996510526830617,none-tertiary,level 1,COL
1,1,1,4,4,4,1.8350520506036143,none-tertiary,level 3,COL
1,1,1,4,4,3,2.3159653141130963,none-tertiary,level 2,COL
1,1,1,4,4,4,2.209230561140268,none-tertiary,level 2,COL
2,2,2,3,3,3,2.7102973316913204,none-tertiary,level 0,COL
1,1,1,4,4,4,2.2732800274416927,none-tertiary,level 1,COL
1,1,1,4,4,4,2.8273675100798714,none-tertiary,level 2,COL
2,2,2,3,2,2,2.4759367867645485,none-tertiary,level 2,COL
1,2,1,1,1,1,4.924898388187317,tertiary,level 0,COL
1,1,1,4,4,4,4.438987999215622,tertiary,level 3,COL
1,1,2,3,3,2,1.727952241591914,none-tertiary,level 2,COL
1,1,1,4,4,4,4.068767733146008,tertiary,level 3,COL
1,1,1,3,3,4,3.9417263533985993,tertiary,level 2,COL
1,2,1,1,1,1,1.51346134752808,none-tertiary,level 2,COL
1,3,1,3,3,3,3.899366322190818,tertiary,level 2,COL
1,1,1,4,4,4,5.410124028757313,tertiary,level 3,COL
1,1,1,4,4,4,2.390637665700184,none-tertiary,level 1,COL
1,1,1,2,3,4,1.8350520506036143,none-tertiary,level 2,COL
1,1,1,4,4,4,2.155835773822917,none-tertiary,level 1,COL
1,1,1,4,3,4,4.058183139399441,tertiary,level 0,COL
1,1,1,4,4,4,5.26251512708977,tertiary,level 3,COL
1,1,1,4,3,4,3.9840798851757313,tertiary,level 2,COL
1,1,1,2,1,1,3.2206571142018205,tertiary,level 1,COL
1,1,1,4,4,4,2.155835773822917,none-tertiary,level 2,COL
1,1,1,3,3,3,1.7172371395868562,none-tertiary,level 1,COL
2,2,2,3,3,3,3.5284271993258773,tertiary,level 2,COL
1,3,1,3,3,4,1.6314814225354999,none-tertiary,level 1,COL
1,1,1,3,3,3,3.9840798851757313,none-tertiary,level 0,COL
1,1,2,4,3,3,2.49725495455006,none-tertiary,level 2,COL
1,1,1,1,1,1,1.5456612615206202,none-tertiary,level 1,COL
1,3,3,2,3,1,2.369306152642361,none-tertiary,level 2,COL
2,3,1,3,2,2,2.486596196879272,none-tertiary,level 2,COL
1,1,1,4,3,4,4.977672237186895,tertiary,level 2,COL
2,2,2,3,3,3,3.5496381992411647,tertiary,level 2,COL
1,1,1,4,4,4,3.156929340656705,none-tertiary,level 3,COL
1,1,1,4,3,3,1.1046646923096604,none-tertiary,level 3,COL
1,1,1,4,3,3,4.438987999215622,tertiary,level 1,COL
1,1,2,4,3,2,5.230877010678773,tertiary,level 1,COL
1,1,1,4,4,4,1.7172371395868562,none-tertiary,level 3,COL
1,1,1,1,2,2,2.6144590293960954,none-tertiary,level 1,COL
1,1,3,2,1,2,4.238068462882199,tertiary,level 1,COL
1,1,1,4,4,4,3.485999725436925,none-tertiary,level 2,COL
1,1,4,4,4,4,3.9205471547257074,tertiary,level 1,COL
1,3,3,3,2,3,1.7386663948888503,none-tertiary,level 0,COL
1,1,1,4,4,4,4.195752487229731,none-tertiary,level 2,COL
1,1,1,3,4,4,2.390637665700184,none-tertiary,level 2,COL
2,1,2,3,3,3,2.070364613386608,none-tertiary,level 2,COL
1,1,1,4,4,4,4.037012768180125,none-tertiary,level 2,COL
1,1,2,4,4,3,1.8564611340201038,none-tertiary,level 3,COL
1,1,1,4,2,3,3.9840798851757313,tertiary,level 2,COL
1,1,1,3,3,3,1.8350520506036143,none-tertiary,level 2,COL
2,2,2,2,2,2,4.808767364270986,tertiary,level 1,COL
1,2,3,3,1,2,4.015840811561283,tertiary,level 1,COL
2,2,1,4,4,4,1.5993066033665273,none-tertiary,level 2,COL
2,1,1,4,4,3,3.5708473894375445,none-tertiary,level 2,COL
1,1,1,3,4,3,2.6996510526830617,none-tertiary,level 2,COL
1,1,2,2,3,3,3.5496381992411647,tertiary,level 1,COL
1,1,1,1,3,1,3.1038088416757166,none-tertiary,level 0,COL
3,3,4,4,3,3,1.8564611340201038,none-tertiary,level 1,COL
1,1,2,4,4,4,2.50791306264104,none-tertiary,level 3,COL
1,1,1,3,1,3,3.13568268478919,none-tertiary,level 2,COL
1,1,1,4,2,1,1.9634544888806744,none-tertiary,level 1,COL
1,1,2,4,3,1,4.280378406087213,none-tertiary,level 2,COL
1,1,1,4,4,3,3.4647832286641442,none-tertiary,level 2,COL
2,2,2,2,2,2,2.4759367867645485,none-tertiary,level 0,COL
1,1,1,4,4,4,2.6464106153482536,none-tertiary,level 0,COL
1,1,3,3,3,3,1.9206673987661262,none-tertiary,level 1,COL
1,1,4,4,4,3,1.1908842016383372,none-tertiary,level 2,COL
1,2,1,3,1,3,2.486596196879272,none-tertiary,level 2,COL
2,2,1,3,3,2,1.8992687672536015,none-tertiary,level 0,COL
1,1,1,3,3,3,2.294624088099657,none-tertiary,level 1,COL
1,1,1,4,2,2,3.7298597255466226,tertiary,level 1,COL
1,1,1,3,3,3,1.6100325610255077,none-tertiary,level 2,COL
1,1,1,3,3,3,2.12378986409994,none-tertiary,level 2,COL
2,1,3,3,4,4,2.411966461145934,none-tertiary,level 2,COL
1,1,2,3,3,3,2.6464106153482536,none-tertiary,level 1,COL
1,1,4,4,4,4,2.219907293241243,none-tertiary,level 3,COL
1,1,1,4,4,4,1.9848430237555705,none-tertiary,level 2,COL
1,1,1,4,4,4,2.59315487813191,none-tertiary,level 3,COL
1,2,1,3,1,1,3.698065136402141,tertiary,level 1,COL
2,2,2,2,2,3,2.1451545647089256,none-tertiary,level 1,COL
1,1,1,3,1,4,1.7922231385933631,none-tertiary,level 2,COL
1,1,2,3,1,1,1.9206673987661262,none-tertiary,level 1,COL
1,1,1,4,4,4,1.9206673987661262,none-tertiary,level 2,COL
2,3,2,3,4,4,2.3479718968023717,none-tertiary,level 2,COL
2,3,2,3,3,3,2.3586393691613696,none-tertiary,level 1,COL
2,3,3,3,3,3,3.8464070325460353,tertiary,level 0,COL
1,2,2,3,2,3,2.742232595577933,none-tertiary,level 2,COL
1,1,1,3,3,3,3.5496381992411647,none-tertiary,level 2,COL
2,1,1,3,3,3,2.50791306264104,none-tertiary,level 1,COL
1,1,1,3,4,4,2.6464106153482536,none-tertiary,level 2,COL
1,1,4,4,4,4,2.6144590293960954,none-tertiary,level 2,COL
1,1,1,4,4,4,1.1908842016383372,none-tertiary,level 2,COL
1,1,1,4,4,4,2.1771959290212965,none-tertiary,level 2,COL
1,1,1,4,4,4,1.974149169938221,none-tertiary,level 3,COL
1,1,1,3,4,2,2.113106364745307,none-tertiary,level 2,COL
1,1,1,4,4,4,2.2839524138001988,none-tertiary,level 2,COL
2,2,2,4,4,4,3.284366885505105,none-tertiary,level 1,COL
1,1,1,3,3,3,2.2626069255855055,none-tertiary,level 2,COL
1,1,1,3,2,3,2.72094301357785,none-tertiary,level 2,COL
1,1,1,4,4,4,3.178173954855552,none-tertiary,level 2,COL
1,1,1,4,4,3,3.0400470814760583,none-tertiary,level 2,COL
1,2,1,3,2,3,4.3544064748803795,tertiary,level 2,COL
1,1,1,4,4,4,3.061303103857383,none-tertiary,level 3,COL
1,1,1,3,3,2,2.6144590293960954,none-tertiary,level 3,COL
1,1,4,4,4,4,1.9206673987661262,none-tertiary,level 1,COL
1,2,1,3,3,3,2.0276102575542216,none-tertiary,level 2,COL
1,1,1,4,4,3,2.294624088099657,none-tertiary,level 2,COL
1,2,3,3,3,4,3.4329550011064542,none-tertiary,level 2,COL
1,1,1,4,4,4,3.899366322190818,tertiary,level 2,COL
2,2,2,3,3,3,3.666266643363718,tertiary,level 1,COL
1,1,1,4,4,4,2.8592836078696826,none-tertiary,level 1,COL
1,1,4,4,3,4,2.58250186648835,none-tertiary,level 2,COL
1,1,2,4,3,2,3.5920547809700842,none-tertiary,level 3,COL
1,1,1,3,1,3,3.199416541421967,none-tertiary,level 1,COL
1,1,1,4,3,4,4.6397777164796175,tertiary,level 3,COL
1,1,1,3,3,3,3.2631322728564176,none-tertiary,level 2,COL
1,1,1,4,3,3,2.390637665700184,none-tertiary,level 1,COL
1,1,3,4,4,4,1.5993066033665273,none-tertiary,level 2,COL
2,2,2,3,3,3,3.6132603847605242,none-tertiary,level 3,COL
2,1,1,4,4,4,1.1046646923096604,none-tertiary,level 2,COL
2,2,1,3,2,3,3.156929340656705,none-tertiary,level 1,COL
1,1,1,3,3,3,1.9848430237555705,none-tertiary,level 1,COL
2,2,2,3,2,2,1.169337941264119,none-tertiary,level 1,COL
2,2,2,2,3,2,1.5456612615206202,none-tertiary,level 1,COL
1,1,2,4,4,4,1.5241957290002708,none-tertiary,level 3,COL
1,1,2,4,4,2,2.6251101742534826,none-tertiary,level 1,COL
1,1,1,3,3,3,1.1046646923096604,none-tertiary,level 3,COL
1,2,2,3,4,3,1.5456612615206202,none-tertiary,level 1,COL
1,2,1,4,4,4,1.5456612615206202,none-tertiary,level 2,COL
1,2,1,4,4,4,3.443564876569015,none-tertiary,level 2,COL
1,1,1,3,3,3,3.5390329261946007,none-tertiary,level 1,COL
1,3,1,4,3,4,1.5993066033665273,none-tertiary,level 2,COL
1,1,1,4,4,4,3.878183846664758,none-tertiary,level 2,COL
1,1,1,3,3,3,1.169337941264119,none-tertiary,level 2,COL
1,1,1,3,1,1,1.1046646923096604,none-tertiary,level 2,COL
2,2,2,3,3,3,1.4812516474076294,none-tertiary,level 2,COL
1,1,1,2,1,1,1.1046646923096604,none-tertiary,level 1,COL
1,1,2,3,3,3,1.5349290310768493,none-tertiary,level 2,COL
2,2,2,3,3,3,3.9840798851757313,tertiary,level 2,COL
1,1,1,3,3,3,4.005254236043837,none-tertiary,level 2,COL
1,1,2,4,3,3,2.9231006020152295,tertiary,level 1,COL
1,1,1,3,1,3,3.13568268478919,none-tertiary,level 1,COL
2,2,2,3,4,4,2.209230561140268,none-tertiary,level 1,COL
1,1,1,4,4,2,3.1038088416757166,none-tertiary,level 3,COL
1,1,1,4,4,4,3.952315342862221,tertiary,level 2,COL
1,1,1,4,4,4,1.7922231385933631,none-tertiary,level 2,COL
1,1,1,4,4,4,2.113106364745307,none-tertiary,level 3,COL
1,1,1,4,4,4,3.337444869395037,none-tertiary,level 2,COL
1,1,1,4,4,3,2.6464106153482536,none-tertiary,level 2,COL
1,1,1,3,1,3,1.6850860800371692,none-tertiary,level 0,COL
1,1,2,4,3,4,2.3159653141130963,none-tertiary,level 1,COL
1,1,1,4,4,4,3.337444869395037,none-tertiary,level 2,COL
1,1,1,4,4,4,4.808767364270986,tertiary,level 3,COL
1,1,1,3,1,4,3.284366885505105,none-tertiary,level 3,COL
1,1,1,3,3,3,3.125058586790336,none-tertiary,level 2,COL
1,2,1,2,3,2,2.3479718968023717,none-tertiary,level 0,COL
2,2,2,3,3,3,2.0596772165826023,none-tertiary,level 2,COL
1,1,1,4,4,4,2.326634872542849,none-tertiary,level 3,COL
1,1,1,4,4,4,3.952315342862221,tertiary,level 2,COL
1,2,1,4,3,4,4.290954956532273,tertiary,level 1,COL
1,1,1,3,3,3,3.11443397302246,none-tertiary,level 2,COL
2,2,1,3,3,3,2.6464106153482536,none-tertiary,level 0,COL
1,1,1,3,3,3,2.0596772165826023,none-tertiary,level 2,COL
1,1,1,4,4,4,1.4382897778125325,none-tertiary,level 3,COL
1,1,2,4,4,4,3.050675357020946,none-tertiary,level 3,COL
1,1,1,4,4,4,4.005254236043837,none-tertiary,level 3,COL
1,1,1,4,4,4,3.5708473894375445,none-tertiary,level 3,COL
1,1,1,4,4,3,3.2418956868544537,tertiary,level 2,COL
1,1,1,3,3,2,3.337444869395037,none-tertiary,level 3,COL
1,1,1,4,4,3,3.9840798851757313,tertiary,level 2,COL
1,1,2,4,4,4,3.5708473894375445,none-tertiary,level 3,COL
1,1,1,4,4,3,4.386127271578173,tertiary,level 3,COL
1,1,1,4,3,3,2.806087256667599,none-tertiary,level 3,COL
1,2,1,4,3,3,3.0081590635093605,tertiary,level 2,COL
1,1,1,4,4,4,3.31621513309746,tertiary,level 2,COL
1,1,1,4,4,4,4.259224184678671,tertiary,level 3,COL
1,1,1,4,4,4,4.17459221772722,none-tertiary,level 3,COL
1,1,1,4,4,4,2.4226298475052794,none-tertiary,level 3,COL
1,1,1,4,3,4,4.91434265206075,tertiary,level 3,COL
1,1,1,3,4,3,3.3586726775196523,tertiary,level 2,COL
1,1,1,4,3,4,2.5611939579206173,none-tertiary,level 3,COL
