"","UnID","IDCNTRY","p_mat","p_len","p_cie","DEPENDENCIA","RURALIDAD","GENERO","EDAD","DQA6IT10_01","DQA6IT10_02","DQA6IT11_01","DQA6IT11_02","DQA6IT11_03","DQA6IT11_04","DQA6IT11_05","DQA6IT11_06","DQA6IT11_07","DQA6IT12_01","DQA6IT12_02","DQA6IT12_03","DQA6IT12_04","DQA6IT12_05","DQA6IT12_06","DQA6IT12_07","DQA6IT12_08","DQA6IT14","DQA6IT17_01","DQA6IT17_02","DQA6IT17_03","DQA6IT17_04","DQA6IT17_05","DQA6IT17_06","DQA6IT17_07","DQA6IT17_08","DQA6IT17_09","DQA6IT17_10","DQA6IT17_11","DQA6IT17_12","DQA6IT17_13","DQA6IT17_14","DQA6IT17_15","DQA6IT17_16","DQA6IT17_17","DQA6IT17_18","DQA6IT17_19","DQA6IT17_20","DQA6IT17_21","DQA6IT17_22","DQA6IT17_23","DQA6IT17_24","DQA6IT17_25","DQA6IT17_26","DQA6IT17_27","DQA6IT17_28","DQA6IT17_29","DQA6IT18","DQA6IT19_01","DQA6IT19_02","DQA6IT19_03","DQA6IT19_04","DQA6IT19_05","DQA6IT19_06"
"217","15260330202",152,769.844731858955,779.08528795854,937.980165219589,"Publico","Urbana","Niña",13,"No sé","No sé","Sí","Sí","Sí","Sí","Sí","Sí","No","Tres o más (3 o más)","Uno (1)","Dos (2)","Dos (2)","Uno (1)","Uno (1)","Tres o más (3 o más)","Cero (0)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","Sí","Sí","Sí","Sí","No","No"
"218","15261630238",152,916.031434716938,897.252014371893,824.852634341359,"Privada","Urbana","Niño",12,"[CINE-P 6-7-8]","[CINE-P 4-5]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Tres o más (3 o más)","Dos (2)","Dos (2)","Cero (0)","Tres o más (3 o más)","Tres o más (3 o más)","Hay más de 50","Siempre o casi siempre","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","Sí"
"219","15261050114",152,736.928548663219,819.979720118117,774.09406277467,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Uno (1)","Tres o más (3 o más)","Tres o más (3 o más)","Hay entre 31 y 50","Siempre o casi siempre","A veces","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","Nunca he repetido","No","No","No","No","No","No"
"220","15261220125",152,769.889329752686,863.450270478581,987.441902528933,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Dos (2)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Hay más de 50","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","A veces","A veces","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","A veces","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","Sí","Sí","Sí"
"221","15260060132",152,753.380562454932,673.866863289994,793.59660449715,"Publico","Urbana","Niño",13,"[CINE-P 1-2]","[CINE-P 1-2]","Sí","Sí","Sí","No","No","Sí","Sí","Dos (2)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Uno (1)","Uno (1)","Hay entre 11 y 20","Siempre o casi siempre","Nunca o casi nunca","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","Una vez","No","No","No","No","No","No"
"222","15260790136",152,776.677265733399,712.603133311372,608.201086989035,"Publico","Rural","Niño",12,"[CINE-P 1-2]","[CINE-P 1-2]","Sí","Sí","Sí","No","No","No","No","Dos (2)","Cero (0)","Cero (0)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Uno (1)","Hay 10 o menos","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Nunca o casi nunca","Nunca he repetido","No","Sí","No","Sí","Sí","Sí"
"223","15260800117",152,568.580688040239,771.440359779417,684.780553438712,"Publico","Rural","Niña",14,"No sé","No sé","Sí","Sí","Sí","No","Sí","No","Sí","Tres o más (3 o más)","Uno (1)","Dos (2)","Dos (2)","Uno (1)","Perdido","Cero (0)","Cero (0)","Hay entre 11 y 20","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Una vez","No","No","No","No","No","No"
"224","15241140113",152,786.576629165057,977.367632899844,955.021655012284,"Privada","Urbana","Niña",12,"No sé","No sé","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay entre 31 y 50","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","A veces","A veces","A veces","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","No","Sí","No"
"225","15261560223",152,810.211148626261,669.240310231574,924.026853924325,"Privada","Urbana","Niño",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Perdido","Uno (1)","Dos (2)","Cero (0)","Tres o más (3 o más)","Dos (2)","Hay más de 50","Nunca o casi nunca","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca he repetido","No","No","No","No","No","No"
"226","15261290429",152,825.863996733009,886.147151392184,871.251165904074,"Privada","Urbana","Niño",11,"[CINE-P 4-5]","[CINE-P 6-7-8]","Sí","Sí","No","Sí","Sí","Sí","No","Dos (2)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Hay entre 21 y 30","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","A veces","A veces","Nunca o casi nunca","A veces","A veces","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"227","15260060116",152,769.844731858955,748.422701976674,783.707674904887,"Publico","Urbana","Niño",11,"[CINE-P 1-2]","[CINE-P 1-2]","Sí","Sí","Sí","Sí","Sí","No","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Uno (1)","Tres o más (3 o más)","Dos (2)","Uno (1)","Dos (2)","Uno (1)","Hay entre 21 y 30","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Perdido","A veces","A veces","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","No","No","No"
"228","15261110108",152,792.492246086554,869.013854639774,824.852634341359,"Privada","Urbana","Niño",13,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Dos (2)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Tres o más (3 o más)","Tres o más (3 o más)","Hay más de 50","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"229","15261120211",152,769.889329752686,891.123072159254,855.008450839654,"Privada","Urbana","Niña",12,"[CINE-P 4-5]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"230","15260860221",152,736.928548663219,660.792962513479,754.755959887372,"Publico","Rural","Niño",12,"[CINE-P 3]","[CINE-P 4-5]","Sí","Sí","Sí","No","Sí","Sí","No","Tres o más (3 o más)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay entre 21 y 30","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"231","15261340106",152,868.7581507888,787.895636127489,783.38611365402,"Privada","Urbana","Niño",12,"[CINE-P 3]","[CINE-P 3]","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Hay entre 21 y 30","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"232","15260290228",152,810.211148626261,933.044130210279,956.142027903091,"Publico","Urbana","Niño",11,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Hay más de 50","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"233","15261680208",152,879.536648597864,921.2830252568,920.501348268822,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Cero (0)","Uno (1)","Uno (1)","Hay más de 50","A veces","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Perdido","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"234","15261520221",152,662.61459751595,845.207036169785,782.010244112472,"Privada","Urbana","Niño",12,"[CINE-P 1-2]","[CINE-P 1-2]","Sí","Sí","Sí","No","Sí","Sí","No","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Cero (0)","Hay más de 50","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"235","15261080220",152,711.244424554565,660.792962513479,620.509501329898,"Privada","Urbana","Niña",12,"No sé","No sé","Sí","Sí","No","Sí","Sí","Sí","Sí","Dos (2)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Dos (2)","Hay entre 21 y 30","Siempre o casi siempre","A veces","A veces","A veces","A veces","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","Sí","No","No"
"236","15261000223",152,932.529811718045,852.939585977527,1042.1072331922,"Privada","Urbana","Niño",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","No","No","Sí","Sí","Tres o más (3 o más)","Uno (1)","Perdido","Dos (2)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Nunca o casi nunca","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"237","15260370214",152,568.580688040239,634.097385591464,570.654690811188,"Publico","Urbana","Niña",12,"Perdido","Perdido","Sí","Sí","No","No","Sí","No","No","Tres o más (3 o más)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","No hay libros","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"238","15261560201",152,727.473784801769,620.264505839953,826.489401061913,"Privada","Urbana","Niña",12,"[CINE-P 3]","[CINE-P 4-5]","Sí","Sí","Sí","No","No","Sí","Sí","Tres o más (3 o más)","Dos (2)","Dos (2)","Dos (2)","Uno (1)","Dos (2)","Dos (2)","Tres o más (3 o más)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","Sí","No","No"
"239","15260060117",152,678.080195869449,693.829399146748,732.506338614645,"Publico","Urbana","Niña",12,"[CINE-P 3]","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Dos (2)","Uno (1)","Dos (2)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay 10 o menos","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido"
"240","15261220131",152,878.379768151988,861.259759448302,1075.07549402581,"Privada","Urbana","Niño",12,"[CINE-P 4-5]","[CINE-P 4-5]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Cero (0)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Hay entre 11 y 20","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"241","15260530109",152,696.479553042866,787.895636127489,765.544228786245,"Publico","Rural","Niña",13,"[CINE-P 1-2]","[CINE-P 3]","Sí","Sí","No","No","Sí","No","Sí","Dos (2)","Uno (1)","Cero (0)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Cero (0)","Hay entre 21 y 30","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Una vez","No","Sí","No","Sí","No","No"
"242","15261380101",152,744.839526945012,774.412789467286,716.556646935781,"Privada","Urbana","Niña",12,"[CINE-P 3]","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","Sí","No","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Cero (0)","Hay más de 50","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"243","15261560243",152,885.184388722333,682.652865440504,899.109955495348,"Privada","Urbana","Niño",12,"Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido","Perdido"
"244","15260730113",152,784.854428123014,664.971456102599,841.20973212991,"Publico","Rural","Niño",12,"Perdido","Perdido","Sí","Sí","No","Sí","No","Sí","Sí","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Dos (2)","Cero (0)","Uno (1)","Hay entre 31 y 50","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"245","15260200117",152,769.889329752686,686.884228713883,754.755959887372,"Publico","Urbana","Niña",12,"[CINE-P 4-5]","[CINE-P 6-7-8]","Sí","Sí","No","No","Sí","No","Sí","Tres o más (3 o más)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Hay entre 31 y 50","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Perdido","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"246","15260930222",152,858.170757505403,789.787448899724,715.91883067435,"Privada","Urbana","Niña",12,"[CINE-P 4-5]","[CINE-P 4-5]","Perdido","Perdido","Perdido","No","Sí","Sí","Perdido","Dos (2)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Hay entre 31 y 50","A veces","A veces","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","A veces","A veces","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"247","15261680215",152,861.1171267635,824.283531453676,891.776101262241,"Privada","Urbana","Niña",13,"[CINE-P 3]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Dos (2)","Hay entre 11 y 20","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"248","15241180108",152,984.587215282946,926.401786267859,955.021655012284,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 4-5]","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Tres o más (3 o más)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Tres o más (3 o más)","Hay entre 31 y 50","Siempre o casi siempre","A veces","A veces","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
