"","UnID","IDCNTRY","p_mat","p_len","p_cie","DEPENDENCIA","RURALIDAD","GENERO","EDAD","DQA6IT10_01","DQA6IT10_02","DQA6IT11_01","DQA6IT11_02","DQA6IT11_03","DQA6IT11_04","DQA6IT11_05","DQA6IT11_06","DQA6IT11_07","DQA6IT12_01","DQA6IT12_02","DQA6IT12_03","DQA6IT12_04","DQA6IT12_05","DQA6IT12_06","DQA6IT12_07","DQA6IT12_08","DQA6IT14","DQA6IT17_01","DQA6IT17_02","DQA6IT17_03","DQA6IT17_04","DQA6IT17_05","DQA6IT17_06","DQA6IT17_07","DQA6IT17_08","DQA6IT17_09","DQA6IT17_10","DQA6IT17_11","DQA6IT17_12","DQA6IT17_13","DQA6IT17_14","DQA6IT17_15","DQA6IT17_16","DQA6IT17_17","DQA6IT17_18","DQA6IT17_19","DQA6IT17_20","DQA6IT17_21","DQA6IT17_22","DQA6IT17_23","DQA6IT17_24","DQA6IT17_25","DQA6IT17_26","DQA6IT17_27","DQA6IT17_28","DQA6IT17_29","DQA6IT18","DQA6IT19_01","DQA6IT19_02","DQA6IT19_03","DQA6IT19_04","DQA6IT19_05","DQA6IT19_06"
"104","15260020105",152,803.576182068136,863.450270478581,955.021655012284,"Publico","Urbana","Niño",12,"[CINE-P 6-7-8]","[CINE-P 4-5]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Dos (2)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Uno (1)","Hay 10 o menos","A veces","A veces","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","A veces","A veces","Siempre o casi siempre","Nunca he repetido","No","No","No","Sí","No","No"
"105","15261430122",152,676.921933592745,738.847160220236,744.345111642711,"Privada","Urbana","Niño",12,"No sé","No sé","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Uno (1)","Tres o más (3 o más)","Cero (0)","Tres o más (3 o más)","Tres o más (3 o más)","Hay más de 50","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"106","15261670225",152,703.730029578287,630.976475564132,NA,"Privada","Urbana","Niña",12,"[CINE-P 1-2]","No sé","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Cero (0)","Cero (0)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Uno (1)","Hay entre 31 y 50","Siempre o casi siempre","A veces","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","A veces","Nunca he repetido","Sí","Sí","Sí","Sí","Sí","Sí"
"107","15261370125",152,900.242963984845,863.450270478581,793.59660449715,"Privada","Urbana","Niña",12,"[CINE-P 1-2]","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","No","Sí","Tres o más (3 o más)","Uno (1)","Cero (0)","Uno (1)","Uno (1)","Tres o más (3 o más)","Cero (0)","Uno (1)","Hay más de 50","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"108","15260920109",152,943.995929971295,810.175991931238,960.826169157637,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Uno (1)","Tres o más (3 o más)","Dos (2)","Uno (1)","Dos (2)","Dos (2)","Dos (2)","Hay más de 50","A veces","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","Nunca he repetido","No","No","No","No","No","No"
"109","15260750120",152,720.416838815629,656.650960529419,654.543615895988,"Publico","Rural","Niña",14,"[CINE-P 1-2]","[CINE-P 1-2]","Sí","Sí","Sí","No","No","No","No","Dos (2)","Cero (0)","Cero (0)","Dos (2)","Uno (1)","Cero (0)","Dos (2)","Cero (0)","Hay entre 21 y 30","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","Dos veces o más","No","No","No","No","Sí","No"
"110","15261030109",152,851.457066759533,810.175991931238,849.039821652269,"Privada","Urbana","Niño",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Tres o más (3 o más)","Dos (2)","Uno (1)","Uno (1)","Tres o más (3 o más)","Dos (2)","Hay entre 31 y 50","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"111","15261150223",152,867.962186666611,896.636802850535,764.180669159736,"Privada","Urbana","Niño",12,"No sé","No sé","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Hay entre 11 y 20","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"112","15261910133",152,877.771630081486,814.312289019227,802.106017825931,"Privada","Rural","Niño",12,"[CINE-P 1-2]","[CINE-P 1-2]","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Uno (1)","Uno (1)","Hay entre 11 y 20","A veces","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"113","15261640138",152,744.839526945012,741.642854517584,815.871220868558,"Privada","Urbana","Niño",13,"[CINE-P 1-2]","[CINE-P 4-5]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Tres o más (3 o más)","Uno (1)","Hay entre 11 y 20","A veces","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Una vez","No","No","No","No","No","No"
"114","15260240103",152,703.730029578287,819.979720118117,735.419712752912,"Publico","Urbana","Niña",12,"[CINE-P 6-7-8]","No sé","Sí","Sí","Sí","No","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Dos (2)","Hay entre 31 y 50","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","A veces","Nunca he repetido","Sí","Sí","Sí","No","No","No"
"115","15261650234",152,845.490045409845,858.040399938525,821.19714889962,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 4-5]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","No","No","No"
"116","15261400120",152,675.366686315516,658.336119403428,569.511172297042,"Privada","Urbana","Niño",12,"No sé","No sé","Sí","Sí","Sí","No","No","No","No","Uno (1)","Dos (2)","Cero (0)","Uno (1)","Cero (0)","Cero (0)","Uno (1)","Cero (0)","Hay entre 21 y 30","A veces","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","A veces","A veces","Siempre o casi siempre","A veces","A veces","Nunca he repetido","Sí","Sí","Sí","Sí","Sí","Sí"
"117","15260160109",152,703.730029578287,789.787448899724,696.076945443166,"Publico","Urbana","Niño",14,"[CINE-P 3]","[CINE-P 6-7-8]","Sí","Sí","Perdido","No","Sí","Sí","Sí","Tres o más (3 o más)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Hay más de 50","A veces","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Una vez","No","Perdido","Perdido","Perdido","Perdido","Perdido"
"118","15261560208",152,672.582121199344,748.422701976674,748.248414978727,"Privada","Urbana","Niño",12,"No sé","No sé","Sí","Sí","Sí","Sí","Sí","Sí","No","Tres o más (3 o más)","Tres o más (3 o más)","Dos (2)","Dos (2)","Uno (1)","Cero (0)","Tres o más (3 o más)","Tres o más (3 o más)","Hay entre 31 y 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","No","No","No"
"119","15260920121",152,885.184388722333,789.787448899724,724.630357094242,"Privada","Urbana","Niño",13,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","No","No","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Tres o más (3 o más)","Tres o más (3 o más)","Dos (2)","Uno (1)","Dos (2)","Tres o más (3 o más)","Hay entre 11 y 20","A veces","Siempre o casi siempre","Nunca o casi nunca","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Una vez","No","No","No","No","No","No"
"120","15260290201",152,799.820972702492,730.59628546646,783.707674904887,"Publico","Urbana","Niña",12,"[CINE-P 1-2]","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","Sí","No","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Dos (2)","Dos (2)","Uno (1)","Tres o más (3 o más)","Tres o más (3 o más)","Hay entre 11 y 20","A veces","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"121","15260270228",152,754.693126603347,759.400762135943,730.865360950977,"Publico","Urbana","Niña",12,"[CINE-P 1-2]","[CINE-P 3]","Sí","Sí","No","Sí","Sí","No","No","Dos (2)","Uno (1)","Cero (0)","Uno (1)","Uno (1)","Cero (0)","Cero (0)","Uno (1)","Hay entre 31 y 50","A veces","A veces","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","No","No","No"
"122","15261750319",152,1150,977.367632899844,1026.00723369426,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","No","No","Sí","Sí","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","Sí","Sí","No"
"123","15261410101",152,774.07309766787,682.652865440504,744.345111642711,"Privada","Urbana","Niño",12,"[CINE-P 3]","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Dos (2)","Uno (1)","Dos (2)","Cero (0)","Tres o más (3 o más)","Cero (0)","Hay entre 21 y 30","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","No","No","No"
"124","15260180207",152,763.303074123821,763.331321493914,646.65924211913,"Publico","Urbana","Niña",11,"No sé","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Uno (1)","Cero (0)","Hay entre 11 y 20","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca he repetido","No","No","No","Sí","No","No"
"125","15260040143",152,695.410281742729,703.719781387979,646.65924211913,"Privada","Urbana","Niño",12,"Perdido","Perdido","Sí","Sí","Sí","Sí","Sí","Sí","No","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Tres o más (3 o más)","Uno (1)","Uno (1)","Hay 10 o menos","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","A veces","Nunca he repetido","No","Sí","Sí","Sí","No","No"
"126","15261390104",152,932.503930562214,921.2830252568,862.43115157821,"Privada","Urbana","Niña",12,"[CINE-P 4-5]","[CINE-P 4-5]","Sí","Sí","Sí","No","Sí","Sí","Sí","Dos (2)","Uno (1)","Dos (2)","Uno (1)","Uno (1)","Tres o más (3 o más)","Uno (1)","Dos (2)","Hay entre 31 y 50","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","Sí","No","No"
"127","15261270305",152,913.068840194063,858.040399938525,969.911438875634,"Privada","Urbana","Niño",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Tres o más (3 o más)","Tres o más (3 o más)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Tres o más (3 o más)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","Perdido","Siempre o casi siempre","A veces","Nunca o casi nunca","Siempre o casi siempre","A veces","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"128","15260300126",152,825.863996733009,922.415352957761,938.073104651261,"Publico","Urbana","Niña",11,"[CINE-P 4-5]","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Dos (2)","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Tres o más (3 o más)","Cero (0)","Hay más de 50","A veces","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca o casi nunca","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"129","15261260111",152,851.457066759533,810.175991931238,744.345111642711,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","No","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Uno (1)","Tres o más (3 o más)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay más de 50","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","A veces","Siempre o casi siempre","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"130","15261090207",152,966.020818864017,972.404916702324,992.546885614016,"Privada","Urbana","Niña",12,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Tres o más (3 o más)","Dos (2)","Tres o más (3 o más)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Tres o más (3 o más)","Hay más de 50","A veces","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Nunca he repetido","No","No","No","No","No","No"
"131","15240910114",152,878.379768151988,861.259759448302,877.247556556286,"Privada","Urbana","Niña",11,"[CINE-P 6-7-8]","[CINE-P 6-7-8]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Dos (2)","Tres o más (3 o más)","Dos (2)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay entre 21 y 30","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Nunca o casi nunca","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca he repetido","No","No","No","No","No","No"
"132","15260660101",152,867.962186666611,861.259759448302,927.950888810507,"Publico","Rural","Niño",12,"No sé","[CINE-P 3]","Sí","Sí","Sí","No","Sí","Sí","Sí","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Uno (1)","Dos (2)","Hay entre 31 y 50","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","A veces","Nunca he repetido","No","No","No","No","No","No"
"133","15260230214",152,672.582121199344,639.100754841275,577.738214896836,"Publico","Urbana","Niña",13,"Perdido","No sé","Sí","Sí","No","No","No","No","No","Dos (2)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Dos (2)","Cero (0)","Cero (0)","No hay libros","A veces","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","A veces","A veces","Nunca o casi nunca","A veces","Nunca o casi nunca","A veces","Siempre o casi siempre","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","A veces","Siempre o casi siempre","Nunca o casi nunca","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","Una vez","No","No","No","No","No","No"
"134","15261670238",152,789.288001701545,771.440359779417,784.334728528051,"Privada","Urbana","Niña",12,"[CINE-P 3]","[CINE-P 3]","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Uno (1)","Cero (0)","Tres o más (3 o más)","Uno (1)","Hay entre 11 y 20","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","Nunca o casi nunca","A veces","A veces","Siempre o casi siempre","A veces","A veces","A veces","A veces","A veces","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","Siempre o casi siempre","A veces","A veces","Siempre o casi siempre","Siempre o casi siempre","A veces","A veces","A veces","Nunca he repetido","No","No","Sí","No","No","No"
