ID;sexo;edad;ocupa;reli;sexismo1;sexismo2;sexismo3;sexismo4;conogay;conoles;amigay;amiles;afe1gay;afe2gay;afe3gay;afe4gay;afe1les;afe2les;afe3les;afe4les;homo1gay;homo2gay;homo3gay;homo4gay;homo5gay;homo6gay;homo7gay;homo1les;homo2les;homo3les;homo4les;homo5les;homo6les;homo7les;int1gay;int2gay;int3gay;int4gay;int1les;int2les;int3les;int4les;DD01_01;DD01_02;DD02_01;DD02_02
194;1;21;1;2;1;3;2;3;7;8;1;2;4;5;3;4;4;5;3;4;2;2;3;2;3;3;3;2;2;3;2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3
228;0;21;1;3;5;2;1;4;3;0;1;0;4;4;4;3;3;4;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;3;3;4;3;3;1;1;4;4
278;1;21;1;6;1;2;3;1;0;0;5;0;4;4;4;4;4;4;4;4;3;1;3;1;1;1;1;3;1;2;1;1;1;1;4;4;4;4;4;3;3;3;5;3;5;5
447;0;21;1;2;4;4;3;2;3;1;1;0;4;4;3;3;3;3;3;3;3;2;4;1;4;3;3;4;2;3;3;3;3;3;4;2;4;1;3;3;3;3;4;4;4;4
490;0;21;1;1;3;2;3;3;6;0;0;3;4;4;3;3;4;4;4;4;3;2;2;2;2;2;1;2;1;3;2;2;2;2;3;3;3;3;4;3;4;4;4;5;4;5
500;1;21;1;2;2;5;4;3;1;3;0;0;4;4;4;3;4;4;4;4;2;2;2;1;2;3;2;2;1;2;2;2;3;2;4;4;4;4;3;3;3;3;5;4;5;5
519;1;21;1;1;3;4;1;4;2;1;2;1;4;4;4;4;4;5;4;4;3;1;3;3;2;2;1;3;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
537;0;21;1;2;4;4;2;1;4;0;3;1;4;4;4;4;4;4;4;4;2;1;3;3;5;3;4;4;2;4;4;4;3;4;3;3;3;3;3;3;3;3;5;1;4;4
557;0;21;1;1;4;4;3;2;3;2;0;2;4;4;4;4;5;5;5;5;2;1;2;2;2;2;2;1;1;1;1;1;1;1;3;3;3;3;4;4;4;4;4;5;5;5
570;0;21;1;1;2;4;2;4;2;1;0;0;4;4;3;4;4;4;3;4;2;1;2;2;2;2;2;1;5;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
575;0;21;1;5;2;3;2;3;2;1;0;0;4;4;3;4;4;4;3;4;2;2;4;3;4;2;3;2;2;4;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4
662;1;21;1;5;2;2;3;5;2;1;7;1;4;4;4;4;2;4;1;1;4;1;4;4;3;5;4;2;2;4;4;5;5;4;4;4;4;4;2;2;2;2;4;4;5;3
671;1;21;1;1;1;2;2;1;2;2;0;0;4;5;5;5;4;5;5;5;2;1;2;1;1;1;1;1;1;2;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
707;0;21;1;3;2;4;2;4;0;0;0;0;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;4;4;4;4;4;4;4
806;0;21;4;2;2;4;2;4;2;1;0;0;4;4;3;3;4;5;4;3;3;1;3;3;4;3;4;3;1;3;4;4;3;4;3;3;3;3;4;4;3;3;4;4;4;4
834;0;21;1;5;2;4;2;2;4;1;3;1;4;4;3;3;2;1;2;2;3;2;3;2;4;4;3;4;1;2;2;4;4;3;3;3;3;4;3;3;3;2;4;4;5;5
842;0;21;1;1;4;3;2;3;0;0;0;0;4;4;4;4;4;4;4;4;1;3;3;3;4;3;3;1;3;3;3;4;3;3;4;4;3;3;4;4;4;4;3;4;4;4
78;1;20;1;5;2;4;4;4;5;4;3;1;4;4;4;4;4;4;4;4;2;1;2;1;2;2;2;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;5;5;5;5
116;1;20;1;6;2;4;4;3;5;3;3;0;4;5;4;3;2;5;3;2;3;5;5;2;4;5;2;2;4;4;2;4;5;2;4;4;4;3;3;3;2;1;1;1;3;3
120;1;20;1;3;1;4;1;1;3;2;0;1;4;5;3;4;4;5;4;3;1;1;1;1;2;3;1;1;1;1;1;2;3;1;3;3;4;3;3;3;4;3;5;5;5;5
123;1;20;1;3;1;2;1;1;2;2;0;1;4;5;3;4;5;5;4;4;2;1;2;2;2;2;2;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
246;1;20;1;5;1;4;4;4;6;3;4;0;4;4;5;4;3;3;3;2;1;2;4;3;2;5;4;3;4;4;3;4;5;4;5;5;5;2;3;3;4;2;4;4;5;2
280;0;20;1;3;1;3;4;3;5;1;5;2;4;5;5;5;5;5;5;5;3;2;3;2;3;3;3;2;2;3;3;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4
290;0;20;1;2;3;3;2;3;1;1;1;0;4;4;4;4;4;4;4;4;2;1;2;2;2;2;2;3;1;2;2;1;2;2;3;3;3;3;3;3;3;3;4;4;5;5
291;1;20;1;3;2;3;2;1;5;4;1;2;4;5;3;3;5;5;4;4;2;1;1;2;3;2;3;2;1;1;2;3;2;3;4;4;3;3;4;5;4;4;5;5;5;4
334;1;20;1;5;3;4;2;3;2;0;0;0;4;4;4;4;4;4;4;4;1;1;2;1;1;1;1;2;1;2;1;2;2;1;4;3;3;4;3;3;3;3;5;5;5;5
343;1;20;1;1;2;2;1;3;3;2;6;2;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;4;4;4;4
369;1;20;1;2;4;4;4;5;3;2;2;1;4;4;4;4;4;4;4;4;2;1;2;4;4;1;4;2;1;3;5;4;2;4;4;4;4;4;4;4;4;4;5;5;5;5
432;1;20;1;6;1;1;1;1;2;0;0;0;4;4;4;2;2;4;2;2;1;1;2;1;2;3;3;1;1;4;1;4;3;1;3;3;3;3;1;1;1;1;4;2;3;3
451;1;20;1;5;1;1;1;1;4;1;1;1;4;4;4;4;4;4;4;4;3;2;4;3;3;3;4;3;2;4;2;2;3;4;4;4;4;4;4;4;4;4;3;3;3;3
461;1;20;1;4;2;4;2;4;1;0;1;0;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;5;4;4;4;4;4
509;1;20;1;6;1;1;3;1;2;0;0;0;4;4;5;5;4;5;5;5;2;1;2;2;2;2;2;4;1;1;1;2;2;3;3;3;4;4;3;3;5;4;5;5;5;5
548;0;20;1;3;3;4;4;5;5;2;1;2;4;4;4;4;5;4;5;5;2;4;4;2;3;4;2;2;1;5;2;3;2;2;4;4;4;4;4;4;4;5;5;4;5;5
550;0;20;1;5;3;4;3;3;3;2;3;3;4;4;4;4;4;4;4;4;2;2;2;3;2;3;2;2;2;3;3;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4
589;1;20;4;3;3;4;4;3;2;0;0;0;4;4;4;4;3;3;3;3;3;2;3;3;3;3;4;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;5;5;5;5
591;1;20;1;5;3;4;1;3;1;1;1;1;4;5;4;4;4;5;4;4;3;2;3;3;4;1;3;2;1;4;2;2;1;3;5;5;5;5;5;5;5;5;4;4;5;5
804;0;20;1;1;1;1;2;1;2;1;1;1;4;5;5;5;5;5;5;5;4;1;5;4;5;1;4;2;1;2;4;5;1;4;4;4;3;3;4;4;3;3;5;5;5;5
824;0;20;1;1;3;3;3;3;3;1;3;1;4;5;3;4;5;5;5;5;1;1;3;1;3;1;1;2;1;3;1;3;1;1;3;3;4;3;4;4;4;4;4;3;5;5
857;0;20;1;5;4;4;3;5;1;1;1;1;4;4;3;3;4;4;3;3;3;2;3;2;4;3;3;4;2;3;3;4;3;3;3;3;4;3;4;3;4;3;4;2;4;4
896;0;20;1;5;4;3;3;4;1;1;1;1;4;4;3;3;4;4;3;3;4;2;4;2;4;3;4;4;2;3;3;4;3;4;4;3;4;3;4;3;4;3;4;2;4;4
76;0;19;1;2;1;3;1;2;2;3;0;1;4;4;4;4;4;4;4;4;3;1;3;2;2;3;1;2;1;2;2;2;2;1;3;3;3;3;4;4;3;3;5;5;5;5
84;1;19;1;4;1;1;1;1;5;3;3;2;4;5;5;5;4;5;5;5;2;1;3;1;2;1;2;2;1;3;1;2;1;2;5;5;5;5;5;5;5;5;5;5;5;5
161;0;19;1;1;2;3;2;2;2;3;2;3;4;5;5;3;4;5;5;3;2;1;5;1;3;1;1;2;1;3;1;3;2;2;4;4;5;5;4;4;4;5;5;5;5;5
163;0;19;1;3;2;4;2;3;2;3;1;3;4;5;4;4;4;5;5;5;1;1;3;2;2;4;2;1;1;2;2;2;4;1;3;3;3;3;3;3;3;3;5;5;5;5
176;0;19;1;3;4;4;3;5;0;1;0;1;4;4;4;3;4;4;4;4;2;1;3;2;1;1;2;1;1;2;1;2;1;2;4;4;4;4;5;5;5;5;5;5;5;5
178;1;19;1;2;2;2;2;2;0;5;3;3;4;4;3;4;4;4;3;4;2;2;2;2;2;2;2;1;2;1;1;1;1;1;3;3;3;3;3;3;3;3;4;4;5;5
244;1;19;1;3;3;4;2;3;3;1;3;0;4;4;4;4;4;4;4;4;2;1;3;2;3;1;2;2;1;3;2;3;1;2;4;4;4;4;5;4;4;4;5;5;5;5
282;1;19;1;5;2;4;3;3;0;1;1;1;4;4;5;4;4;4;4;4;1;2;3;3;2;3;2;2;2;3;3;2;2;2;4;4;4;4;4;4;4;4;5;5;5;5
298;1;19;1;2;4;5;5;5;5;2;1;0;4;4;5;4;4;4;4;4;1;2;1;3;1;1;1;2;1;1;1;1;1;1;3;3;3;3;3;3;3;3;4;4;5;5
403;1;19;1;4;2;1;1;4;2;0;1;0;4;5;3;4;5;5;3;4;2;1;2;1;1;3;1;2;1;2;2;1;3;1;4;4;4;5;4;4;4;4;5;5;5;5
449;1;19;1;2;1;2;1;3;1;3;0;0;4;4;4;4;-99;-99;-99;-99;3;2;2;2;3;1;2;-99;-99;-99;-99;-99;-99;-99;5;5;5;3;-99;-99;-99;-99;-99;-99;-99;-99
483;1;19;1;2;2;2;1;2;4;2;2;0;4;5;5;5;4;4;4;4;2;1;2;1;1;3;1;1;1;2;1;1;3;1;4;4;4;4;4;4;4;4;5;5;5;5
533;1;19;1;5;1;2;2;2;5;2;3;1;4;5;5;5;5;5;4;4;2;2;3;2;4;3;3;2;2;2;2;3;3;2;5;5;5;5;5;5;5;5;4;4;5;5
535;1;19;1;4;3;3;1;4;1;3;1;2;4;4;4;4;4;4;4;3;1;2;2;4;1;1;3;2;1;3;1;1;1;3;3;3;3;3;3;3;3;3;4;3;4;5
596;1;19;1;5;1;3;2;1;0;0;0;0;4;4;5;4;5;5;5;4;1;1;2;2;2;1;2;1;1;1;2;1;1;1;5;4;5;4;5;5;4;5;5;5;5;3
810;1;19;1;6;2;5;3;3;3;4;0;2;4;5;4;3;4;5;3;4;1;1;2;2;2;2;3;1;1;2;2;2;2;3;3;3;3;3;3;3;3;3;4;5;5;5
819;0;19;1;1;2;4;2;3;1;0;0;0;4;4;4;4;4;4;4;4;2;1;2;1;1;2;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
861;0;19;1;1;1;3;1;1;5;5;1;2;4;5;5;4;4;5;5;5;2;1;3;1;2;1;1;2;1;3;1;2;1;1;3;4;3;3;3;4;3;3;5;5;5;5
901;0;19;1;5;3;4;3;4;0;0;0;0;4;4;3;4;4;4;3;4;2;2;3;3;3;2;2;2;1;3;3;2;2;2;3;3;3;3;3;3;3;3;4;1;2;3
911;0;19;1;2;2;3;4;2;2;2;2;0;4;4;4;4;5;5;5;5;2;1;2;1;1;1;1;3;2;3;2;2;2;1;3;3;3;3;3;3;3;3;4;4;5;5
914;0;19;3;4;4;4;2;3;2;3;1;2;4;4;4;3;4;4;4;3;3;2;3;3;4;2;3;3;2;3;3;4;2;1;4;3;4;4;4;3;4;4;3;2;5;5
918;1;19;1;1;2;2;1;3;0;0;0;0;4;4;3;4;4;4;4;4;1;1;2;3;3;3;3;1;2;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4
925;0;19;1;2;3;2;2;4;0;2;0;1;4;4;4;3;4;4;4;3;3;1;2;2;3;2;4;2;1;3;2;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4
32;0;18;1;1;3;4;2;4;1;0;0;0;4;5;4;4;5;5;4;5;3;1;3;1;1;3;3;1;1;1;1;1;3;1;3;3;3;3;3;3;3;3;5;5;5;5
33;1;18;1;4;2;2;4;3;4;2;4;0;4;5;4;4;4;4;4;4;3;1;3;2;2;2;3;3;2;3;2;2;2;3;4;3;4;4;4;3;3;3;5;5;4;4
119;0;18;1;1;1;4;2;3;0;3;0;0;4;4;4;4;4;4;4;4;1;1;2;2;2;2;2;2;1;3;2;2;2;2;4;4;4;4;4;4;4;4;5;5;5;5
171;1;18;1;6;1;1;1;3;4;8;0;3;4;5;4;5;4;5;4;5;3;2;5;3;4;2;4;2;2;5;3;4;2;3;5;4;4;4;5;4;4;4;4;2;4;3
214;1;18;1;4;2;1;2;3;6;4;0;1;4;5;3;4;4;4;4;4;3;1;2;4;3;4;5;4;1;4;4;2;4;5;4;4;5;5;4;4;5;5;3;4;4;5
232;1;18;1;5;1;2;2;1;2;3;1;1;4;5;4;3;4;5;4;4;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;5;4;5;5
248;1;18;1;6;2;4;4;4;1;0;1;0;4;5;4;4;4;4;3;3;1;2;4;4;3;1;3;2;3;4;4;4;1;4;4;4;4;5;4;4;4;4;4;4;4;4
364;1;18;1;3;2;4;1;1;2;1;2;0;4;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;5;1;3;2;1;1;5;4;4;3;4;4;4;3;4;4;5;5
399;1;18;1;2;3;4;2;2;3;2;3;0;4;4;4;4;4;4;3;3;3;1;3;3;4;3;2;2;2;3;2;3;4;2;4;4;4;4;3;3;3;3;4;4;5;5
406;1;18;1;7;5;3;2;5;6;3;1;0;4;5;5;3;4;5;5;3;1;1;3;2;4;2;4;1;1;3;1;3;2;4;3;3;4;4;3;3;4;4;3;4;5;5
412;1;18;1;1;3;4;1;3;2;7;0;0;4;4;4;3;4;5;3;3;4;2;3;2;2;4;3;2;2;3;2;2;4;3;3;3;3;2;3;3;3;2;5;2;4;4
422;1;18;1;1;2;4;1;2;2;6;1;3;4;4;4;4;5;5;5;5;2;1;2;2;2;2;2;2;1;3;2;2;1;1;4;4;4;4;4;4;5;5;5;5;5;5
472;1;18;1;5;1;1;1;1;1;1;0;0;4;5;5;5;4;5;5;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;4;4;4;4;5;5;5;5
562;1;18;4;4;3;2;2;3;1;0;0;0;4;3;3;4;3;4;3;4;2;2;4;2;2;3;3;2;2;4;2;3;2;3;3;3;3;3;3;3;3;3;4;4;4;4
593;1;18;1;6;3;4;4;5;4;7;6;0;4;4;4;4;5;5;5;5;3;1;5;2;3;3;4;3;1;1;1;4;3;1;4;4;4;4;5;5;5;5;4;5;4;5
845;1;18;1;5;2;2;1;3;3;3;2;2;4;4;4;4;4;4;4;4;2;2;3;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;3;3;4;4
924;0;18;1;1;2;2;1;1;1;0;1;0;4;5;4;4;4;4;4;4;4;2;4;1;3;5;4;5;2;5;2;5;5;5;3;3;4;4;3;3;4;4;4;4;5;4
937;0;18;1;4;4;3;3;5;1;2;0;0;4;4;4;4;4;4;4;4;3;2;3;3;2;2;3;2;2;3;2;3;2;3;3;3;3;4;4;4;3;4;4;4;4;4
365;0;18;1;2;4;4;1;5;2;0;2;-99;5;5;5;5;5;5;5;5;1;1;1;1;1;2;1;1;1;1;1;1;2;1;5;3;5;5;5;3;5;5;5;5;5;5
344;1;25;1;7;5;5;5;5;0;2;5;0;5;5;5;5;5;5;5;3;5;1;4;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;3;3;4;5;5;5;5;5
358;1;24;1;5;1;4;3;2;-99;3;2;2;5;5;5;5;5;5;5;5;1;1;4;5;2;3;4;1;1;3;4;5;3;3;5;5;5;5;3;3;4;4;5;5;5;5
165;1;18;1;1;1;1;1;1;5;3;5;3;5;5;5;5;5;5;5;5;1;1;1;1;1;3;1;1;1;1;1;1;3;1;5;5;5;5;5;5;5;5;5;5;5;5
49;0;25;1;3;1;1;1;1;0;7;3;3;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
377;1;24;3;1;3;2;3;2;2;4;2;3;5;5;5;5;5;5;5;5;1;1;1;4;2;3;5;1;1;1;1;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4
453;1;21;1;5;1;1;1;1;0;5;7;2;5;5;5;5;5;5;4;4;1;1;3;1;1;1;1;-99;-99;3;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
805;1;25;1;4;1;3;1;1;1;1;1;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;3;1;2;1;1;5;5;5;-99;5;5;5;5;5;5;5;5
714;0;25;1;4;3;1;2;3;0;3;0;0;5;5;5;4;5;5;5;4;3;1;5;4;5;2;4;4;1;5;5;5;2;4;-99;3;3;3;3;3;3;3;4;3;3;3
118;0;23;3;5;3;4;3;3;3;2;5;7;5;5;4;4;4;4;4;4;4;4;5;5;5;3;5;2;3;5;2;5;3;5;3;3;3;5;3;3;3;5;2;2;3;3
203;1;23;3;4;4;1;1;1;0;5;0;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;5;1;1;1;1;5;5;5;5;5;5;5;5;1;1;1;1
267;1;23;1;1;1;4;1;1;5;2;4;2;5;5;5;5;5;5;-99;5;3;1;3;1;1;1;1;2;1;1;1;2;1;1;5;5;5;5;5;5;5;5;5;5;5;5
320;1;23;2;1;1;1;1;1;3;1;4;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;-99;5;5;5;5;5
590;1;23;4;5;3;2;3;4;5;3;3;3;5;5;5;5;5;5;5;4;1;1;1;1;1;1;1;2;1;2;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
613;1;23;1;5;1;1;1;1;4;1;4;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;-99;5;5;5;5;5;5
130;1;22;1;5;5;5;1;2;4;0;0;0;5;5;5;5;4;5;4;4;1;1;1;1;1;-99;1;1;1;1;1;1;1;1;5;4;4;5;4;2;4;4;5;5;5;5
222;1;22;1;3;1;3;2;1;0;5;3;0;5;5;3;3;4;5;3;3;3;1;2;2;2;1;1;2;1;3;2;3;2;2;3;3;4;3;3;3;3;3;5;5;5;4
299;1;22;1;2;1;3;2;1;0;5;8;5;5;5;5;5;5;5;5;-99;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
87;0;21;1;1;1;1;1;1;2;0;0;0;5;5;3;4;5;5;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
143;1;21;1;1;1;1;4;1;5;3;2;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;4
152;1;21;1;1;3;3;2;4;7;3;5;0;5;5;5;5;5;5;5;5;3;1;4;1;4;3;2;2;1;3;1;3;1;2;3;3;4;4;3;3;4;4;5;5;5;5
305;1;21;1;5;1;3;1;1;4;6;3;6;5;5;5;5;5;5;5;-99;2;1;2;2;2;2;3;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4
325;1;21;1;6;2;2;2;4;3;1;2;1;5;5;5;5;5;5;5;5;3;2;2;2;4;4;2;3;1;2;2;3;4;1;5;5;5;5;5;5;5;5;2;2;5;5
393;1;21;1;1;1;2;1;1;6;4;5;3;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;-99;1;3;3;3;4;3;3;3;4;5;5;5;5
563;1;21;1;1;2;4;3;3;2;1;2;0;5;5;5;5;5;5;5;5;2;1;4;2;1;1;1;2;1;3;2;1;1;1;5;5;5;5;5;5;5;-99;5;5;5;5
74;1;20;4;5;1;3;1;3;4;3;0;1;5;5;5;5;-99;-99;-99;-99;1;1;4;1;2;1;4;-99;-99;-99;-99;-99;-99;-99;3;3;3;3;-99;-99;-99;-99;-99;-99;-99;-99
331;0;20;3;3;2;3;3;2;0;0;5;7;5;5;5;5;5;5;5;5;1;1;4;2;3;2;3;1;1;3;1;-99;2;3;5;5;5;5;5;5;5;5;5;5;5;5
367;1;20;1;6;2;2;1;3;4;2;1;0;5;5;5;5;5;5;4;4;3;1;4;4;3;4;4;3;1;5;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5;5
667;1;20;1;2;1;2;1;1;6;0;3;0;5;5;5;5;3;5;3;3;2;1;2;2;3;4;3;3;1;2;3;3;4;3;3;3;3;3;4;4;3;3;5;4;5;5
48;1;19;1;1;1;2;1;1;4;6;4;6;5;5;5;5;4;-99;4;4;1;1;5;1;1;1;1;1;1;1;1;1;2;1;4;4;4;4;4;4;4;4;5;5;5;5
154;1;19;1;1;1;1;1;1;4;2;2;1;5;5;5;-99;5;5;5;5;2;1;3;2;2;2;2;1;1;1;2;3;3;2;5;5;5;5;5;5;5;5;5;5;5;5
207;1;19;1;1;1;1;1;1;2;1;1;1;5;5;5;5;5;5;5;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;-99;5;5;5;5
397;1;19;1;1;1;1;1;1;7;4;7;3;5;5;5;5;5;5;5;5;2;1;1;5;1;1;1;1;1;1;1;-99;1;1;5;5;5;5;5;5;5;5;5;5;5;5
423;1;19;1;2;3;4;2;4;4;3;2;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;2;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
501;1;19;1;3;2;-99;3;5;5;8;1;0;5;5;3;5;5;5;4;5;1;1;2;3;1;1;1;1;1;1;2;1;1;3;5;4;4;5;5;4;4;5;5;5;5;5
506;1;18;1;5;2;3;2;3;3;0;3;0;5;5;5;5;4;5;5;5;2;2;3;4;2;3;3;2;2;3;4;3;2;3;4;3;3;4;4;4;4;4;4;4;4;4
66;1;25;1;5;1;1;1;5;5;4;5;4;5;5;5;5;5;5;5;5;1;1;2;2;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
35;1;25;3;5;1;1;1;1;2;1;2;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;5;5;5;5
188;1;25;1;4;1;3;2;1;5;2;2;1;5;5;5;5;5;5;5;5;1;1;3;1;1;1;1;1;1;3;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
201;1;25;1;3;2;3;2;1;7;1;7;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
224;1;25;1;3;2;3;2;3;0;2;2;0;5;5;5;5;5;5;5;5;3;1;3;2;2;1;1;2;1;1;1;1;1;1;4;4;4;5;4;4;4;5;5;5;5;5
396;1;25;3;2;3;4;4;2;1;1;2;1;5;5;5;5;5;5;5;5;4;4;4;2;4;3;4;4;2;4;2;4;3;4;3;3;3;3;3;3;3;3;5;4;5;5
417;0;25;1;3;2;4;2;2;1;1;2;0;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;4;1;1;1;1;1;1;4;4;4;4;5;5;5;5;5;4;5;5
426;1;25;2;1;5;2;2;5;0;0;0;0;5;5;5;5;5;5;5;5;1;1;1;5;1;1;1;2;1;1;5;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
468;1;25;1;4;2;3;2;2;0;1;0;1;5;5;4;3;5;5;4;4;1;5;2;2;2;2;3;1;5;1;1;4;4;1;3;3;3;3;3;3;3;3;3;1;1;5
583;1;25;3;3;1;1;1;1;0;4;2;4;5;5;3;4;4;5;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;3;3;3;4;3;3;5;5;5;5
821;0;25;1;3;4;2;4;5;1;2;0;2;5;4;4;4;5;4;4;4;3;2;3;3;3;2;3;3;2;4;3;3;2;2;3;3;3;3;3;3;3;3;4;3;4;4
889;0;25;2;1;1;4;1;1;5;5;5;5;5;5;5;4;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;4;4;4;4;4;4;5;5;5;5
196;1;24;1;6;1;1;2;1;8;7;6;2;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;5;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
197;1;24;4;2;4;3;2;3;8;3;7;0;5;5;5;5;5;5;5;5;1;1;1;2;2;1;1;1;1;1;2;2;2;1;3;3;3;3;3;3;3;3;5;5;5;5
198;1;24;1;7;5;4;3;5;3;1;0;0;5;5;3;3;5;5;3;3;4;1;5;1;4;4;3;2;1;5;1;4;5;2;3;2;3;2;2;2;3;2;1;1;4;4
220;1;24;3;1;1;1;1;1;4;3;3;1;5;5;5;5;5;5;5;5;1;1;1;1;1;2;1;1;1;1;1;1;2;1;3;3;5;5;3;3;5;5;5;5;5;5
286;1;24;1;1;1;3;1;1;8;6;5;2;5;5;3;4;5;5;3;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
316;0;24;1;1;3;4;1;3;4;4;0;0;5;5;5;5;5;5;5;5;1;1;1;1;1;3;1;1;2;1;1;1;3;1;3;3;3;3;3;3;3;3;3;5;5;3
353;1;24;3;1;2;3;2;2;1;4;1;1;5;5;5;5;5;5;5;5;1;1;1;2;1;2;1;2;1;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5
386;1;24;1;1;1;1;1;1;0;0;5;4;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;5;5;5;5
440;1;24;1;2;1;3;1;1;4;3;2;2;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
551;1;24;1;1;1;1;1;1;0;0;0;0;5;5;5;5;4;4;4;4;1;1;1;1;1;2;2;1;1;2;2;2;2;3;4;4;4;4;3;3;3;3;5;5;5;5
555;1;24;1;4;2;2;2;2;5;3;6;3;5;5;5;5;4;4;4;4;2;1;2;5;2;2;2;2;4;2;2;2;2;2;5;5;5;5;4;4;4;4;4;4;4;4
623;0;24;1;2;4;2;3;4;2;2;1;4;5;5;5;4;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;3;4;4;3;4;4;4;5;5;5;5
683;0;24;1;1;3;3;2;3;3;5;3;5;5;5;5;5;5;5;5;5;2;1;1;1;1;3;1;2;1;1;1;1;3;1;5;5;5;5;5;5;5;5;5;5;5;5
696;1;24;1;3;2;1;1;1;5;4;6;4;5;5;5;5;5;5;3;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;3;3;3;3;3;3;3;5;5;5;5
701;1;24;1;2;1;3;1;1;4;2;2;1;5;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5
60;1;23;1;1;1;1;1;1;1;1;0;0;5;5;5;5;5;5;5;5;2;1;3;3;2;2;2;1;1;2;3;2;2;2;4;4;3;3;4;4;3;3;5;5;5;5
