ge1,ge2,ge3,ge4,ge5,ge6,ses,edu,civ_level,cty
2,1,1,4,3,4,1.87,tertiary,level 1,DOM
1,1,1,4,4,4,0,none-tertiary,level 2,DOM
1,1,1,4,4,4,1.63,none-tertiary,level 3,DOM
2,1,1,4,3,3,0.52,none-tertiary,level 1,DOM
1,1,1,4,4,4,-0.67,none-tertiary,level 1,DOM
1,1,1,4,3,4,0.44,none-tertiary,level 2,DOM
1,1,1,3,3,2,-0.27,none-tertiary,level 1,DOM
1,1,1,4,1,3,1.02,none-tertiary,level 0,DOM
1,1,1,4,3,3,2.79,tertiary,level 0,DOM
2,1,1,3,3,3,1.34,tertiary,level 1,DOM
1,1,1,4,4,2,1.86,none-tertiary,level 2,DOM
1,1,1,3,3,1,1.87,tertiary,level 1,DOM
1,1,1,3,3,3,1.45,tertiary,level 1,DOM
1,1,2,3,1,3,1.07,none-tertiary,level 0,DOM
1,1,1,4,4,4,1.72,tertiary,level 2,DOM
1,1,1,3,4,3,2.37,tertiary,level 2,DOM
1,1,1,4,2,2,1.08,tertiary,level 1,DOM
1,1,1,3,3,3,1.52,none-tertiary,level 0,DOM
2,1,1,4,2,4,-0.9,none-tertiary,level 1,DOM
1,1,1,3,4,2,-0.19,none-tertiary,level 1,DOM
2,2,3,2,3,2,0.77,none-tertiary,level 1,DOM
1,1,2,1,1,1,1.97,tertiary,level 0,DOM
1,1,1,3,3,3,-0.17,none-tertiary,level 1,DOM
1,1,1,1,1,1,1.97,tertiary,level 1,DOM
2,2,2,2,2,1,-0.96,none-tertiary,level 0,DOM
2,1,1,3,4,2,0.39,none-tertiary,level 1,DOM
2,1,2,4,3,3,0.95,none-tertiary,level 0,DOM
1,1,1,3,3,3,-0.41,none-tertiary,level 0,DOM
2,2,2,2,2,2,-0.75,none-tertiary,level 0,DOM
2,1,1,4,4,4,1.69,tertiary,level 1,DOM
1,1,1,4,1,1,-0.49,none-tertiary,level 0,DOM
2,3,2,2,3,4,1.18,tertiary,level 0,DOM
2,1,3,3,3,3,-0.06,none-tertiary,level 0,DOM
1,1,1,1,1,1,-0.37,none-tertiary,level 0,DOM
2,1,3,3,3,2,-0.4,none-tertiary,level 1,DOM
2,2,2,4,3,2,0.36,none-tertiary,level 1,DOM
1,1,2,3,3,3,-0.22,none-tertiary,level 0,DOM
1,1,1,1,1,2,-1.01,none-tertiary,level 0,DOM
1,1,1,4,2,3,-1.35,none-tertiary,level 2,DOM
1,1,1,4,4,4,-0.16,none-tertiary,level 0,DOM
2,2,3,2,3,1,0.01,none-tertiary,level 0,DOM
1,2,1,3,3,1,-1.2,none-tertiary,level 0,DOM
1,1,1,2,1,1,-1.31,none-tertiary,level 0,DOM
1,1,1,4,4,4,-0.06,none-tertiary,level 2,DOM
1,1,1,3,3,2,-0.4,none-tertiary,level 0,DOM
1,1,1,3,1,1,-1.35,none-tertiary,level 0,DOM
1,1,1,3,3,3,2.08,tertiary,level 2,DOM
2,2,2,3,2,3,-0.5,none-tertiary,level 0,DOM
1,1,1,1,1,1,-1.07,none-tertiary,level 1,DOM
2,1,1,3,1,3,-0.35,none-tertiary,level 2,DOM
2,1,1,3,2,2,-0.95,none-tertiary,level 0,DOM
1,1,2,3,3,3,0.37,none-tertiary,level 1,DOM
1,2,2,3,1,1,-0.57,none-tertiary,level 0,DOM
4,2,1,1,3,3,-1.06,none-tertiary,level 0,DOM
1,1,1,3,3,3,-0.17,none-tertiary,level 1,DOM
1,2,1,3,3,1,0.25,none-tertiary,level 1,DOM
2,3,2,3,2,2,0.57,none-tertiary,level 0,DOM
1,1,1,3,3,3,-1.35,none-tertiary,level 3,DOM
1,1,1,1,2,1,0.72,tertiary,level 0,DOM
2,2,2,3,3,3,1.61,tertiary,level 0,DOM
1,1,1,1,1,1,1.14,tertiary,level 0,DOM
1,1,1,4,4,4,0.95,tertiary,level 2,DOM
1,1,1,3,1,1,-0.28,none-tertiary,level 1,DOM
2,2,1,2,1,2,-1.29,none-tertiary,level 1,DOM
1,1,1,1,1,2,1.35,tertiary,level 0,DOM
1,1,1,4,4,4,0.57,none-tertiary,level 1,DOM
2,2,1,1,2,1,1.69,none-tertiary,level 0,DOM
1,1,1,3,2,3,-0.32,none-tertiary,level 0,DOM
1,1,1,1,1,1,0.28,none-tertiary,level 0,DOM
1,2,1,3,2,2,0.17,none-tertiary,level 1,DOM
1,1,1,3,3,1,-0.64,none-tertiary,level 1,DOM
2,1,1,3,2,3,2.48,tertiary,level 0,DOM
1,1,1,4,3,3,-0.38,none-tertiary,level 0,DOM
3,1,4,2,3,1,0.09,none-tertiary,level 0,DOM
1,1,1,2,2,1,-0.9,none-tertiary,level 0,DOM
2,1,1,3,3,3,0.85,tertiary,level 0,DOM
1,1,1,1,1,1,-0.32,none-tertiary,level 0,DOM
4,1,2,3,1,3,-0.72,none-tertiary,level 0,DOM
1,1,2,2,1,1,0.23,none-tertiary,level 0,DOM
1,1,1,1,1,1,0.17,none-tertiary,level 0,DOM
2,2,2,2,3,2,-1.35,none-tertiary,level 0,DOM
1,1,1,3,3,3,0.53,tertiary,level 1,DOM
1,2,1,3,4,3,-1.41,none-tertiary,level 1,DOM
3,2,2,2,3,3,0.17,none-tertiary,level 0,DOM
2,2,2,3,3,2,-0.9,none-tertiary,level 0,DOM
1,2,3,1,2,1,-1.56,none-tertiary,level 0,DOM
1,1,1,4,4,2,0.93,tertiary,level 0,DOM
1,1,1,3,4,2,-1.25,none-tertiary,level 1,DOM
1,2,1,3,4,3,-0.82,none-tertiary,level 1,DOM
2,2,2,2,2,2,0.44,none-tertiary,level 0,DOM
1,1,1,2,2,1,-1.19,none-tertiary,level 1,DOM
1,1,1,3,2,2,-0.67,none-tertiary,level 0,DOM
1,2,2,2,3,3,-0.48,none-tertiary,level 1,DOM
1,1,1,3,3,3,-1.3,none-tertiary,level 0,DOM
2,2,2,2,2,2,-1.3,none-tertiary,level 0,DOM
2,2,3,3,3,2,-0.32,none-tertiary,level 0,DOM
1,1,1,3,2,3,-1.49,none-tertiary,level 1,DOM
1,1,1,3,1,3,-0.96,none-tertiary,level 1,DOM
1,1,1,3,3,3,-0.69,none-tertiary,level 1,DOM
1,1,4,4,4,4,0.87,tertiary,level 0,DOM
1,1,1,4,4,4,0.53,none-tertiary,level 3,DOM
1,2,1,3,4,3,0,none-tertiary,level 1,DOM
2,2,2,2,2,2,-0.56,none-tertiary,level 1,DOM
1,2,1,2,2,2,-0.14,none-tertiary,level 0,DOM
1,1,1,1,1,1,-0.06,none-tertiary,level 0,DOM
1,1,1,3,3,2,-0.27,none-tertiary,level 1,DOM
1,1,1,4,4,4,1.87,tertiary,level 2,DOM
1,1,1,4,4,2,-0.45,none-tertiary,level 1,DOM
2,1,2,3,3,2,0.05,none-tertiary,level 0,DOM
1,3,2,1,1,1,-0.38,none-tertiary,level 0,DOM
1,1,1,4,4,1,-0.38,none-tertiary,level 0,DOM
2,2,2,3,3,4,-0.51,none-tertiary,level 1,DOM
1,2,2,3,1,4,-1.17,none-tertiary,level 0,DOM
2,2,2,2,2,3,-0.32,none-tertiary,level 0,DOM
1,1,1,1,3,3,0.08,none-tertiary,level 0,DOM
2,1,2,4,3,3,1.23,none-tertiary,level 0,DOM
1,4,3,3,1,3,-0.43,none-tertiary,level 0,DOM
1,1,1,3,2,3,1.79,tertiary,level 1,DOM
1,1,1,4,4,2,0.1,none-tertiary,level 2,DOM
1,1,1,3,1,1,-0.45,none-tertiary,level 0,DOM
1,1,1,1,1,3,-0.74,none-tertiary,level 0,DOM
1,2,1,4,4,4,0.05,none-tertiary,level 1,DOM
1,1,1,4,3,3,-0.09,none-tertiary,level 1,DOM
1,2,1,3,2,2,-0.17,none-tertiary,level 0,DOM
1,1,1,3,3,3,0.45,tertiary,level 0,DOM
1,1,3,1,1,3,-0.29,none-tertiary,level 0,DOM
1,2,2,3,3,2,0.28,none-tertiary,level 0,DOM
1,1,1,3,3,3,1.42,tertiary,level 1,DOM
1,1,1,4,4,4,0.95,tertiary,level 2,DOM
1,2,3,2,1,3,0.38,none-tertiary,level 0,DOM
1,3,1,4,1,1,-0.56,none-tertiary,level 1,DOM
1,2,4,1,3,4,-0.22,none-tertiary,level 0,DOM
2,2,2,3,2,2,-1.01,none-tertiary,level 0,DOM
1,1,1,1,1,1,-0.61,none-tertiary,level 0,DOM
2,2,2,2,3,2,-0.72,none-tertiary,level 0,DOM
2,2,2,2,2,2,-0.32,none-tertiary,level 0,DOM
1,1,1,2,1,1,-1.15,none-tertiary,level 0,DOM
4,3,4,2,2,2,2.06,tertiary,level 0,DOM
2,2,2,3,3,2,-0.51,none-tertiary,level 0,DOM
1,1,1,1,1,1,-0.8,none-tertiary,level 0,DOM
1,1,1,3,3,3,-0.51,none-tertiary,level 0,DOM
2,2,1,2,2,3,0.45,tertiary,level 0,DOM
1,1,1,3,1,3,-0.35,none-tertiary,level 1,DOM
1,1,1,3,1,1,0.5,none-tertiary,level 0,DOM
1,1,1,3,3,3,-1.12,none-tertiary,level 0,DOM
1,1,1,3,1,2,-0.32,none-tertiary,level 1,DOM
1,1,1,3,1,1,-1.75,none-tertiary,level 1,DOM
1,1,1,3,3,3,0.66,none-tertiary,level 1,DOM
1,1,1,3,1,2,0.57,none-tertiary,level 1,DOM
1,2,2,4,3,2,-0.27,none-tertiary,level 1,DOM
1,1,1,3,1,1,0.25,none-tertiary,level 0,DOM
1,2,1,4,2,2,2.53,tertiary,level 0,DOM
1,1,1,3,3,3,-1.75,none-tertiary,level 1,DOM
1,1,1,4,4,3,-0.85,none-tertiary,level 0,DOM
1,1,1,3,1,1,-0.51,none-tertiary,level 0,DOM
2,1,2,3,1,3,-0.29,none-tertiary,level 0,DOM
1,1,1,3,1,2,1.35,tertiary,level 0,DOM
1,1,2,2,1,4,-0.31,none-tertiary,level 0,DOM
1,1,1,1,1,1,1.35,tertiary,level 0,DOM
1,2,1,1,2,2,0.74,tertiary,level 1,DOM
1,1,1,3,4,4,-1.3,none-tertiary,level 1,DOM
1,1,1,1,1,1,-1.3,none-tertiary,level 0,DOM
1,1,1,1,3,1,0.12,none-tertiary,level 1,DOM
1,2,2,2,2,2,-0.77,none-tertiary,level 0,DOM
1,3,1,4,3,2,0.74,tertiary,level 1,DOM
1,2,2,3,4,4,-0.16,none-tertiary,level 2,DOM
1,1,1,4,4,3,-0.27,none-tertiary,level 2,DOM
1,2,2,3,3,3,0.29,tertiary,level 1,DOM
2,4,4,2,3,2,1.35,tertiary,level 1,DOM
1,1,2,3,1,1,-0.45,none-tertiary,level 0,DOM
1,1,3,1,1,1,-0.35,none-tertiary,level 0,DOM
2,2,2,3,1,1,-1.29,none-tertiary,level 0,DOM
1,1,1,3,1,1,0.65,none-tertiary,level 0,DOM
1,3,2,3,3,1,-0.32,none-tertiary,level 1,DOM
1,3,1,3,2,2,-0.72,none-tertiary,level 1,DOM
1,1,1,2,1,1,-0.85,none-tertiary,level 0,DOM
1,1,2,4,3,3,-0.03,none-tertiary,level 2,DOM
1,1,1,3,3,1,-0.66,none-tertiary,level 0,DOM
1,1,4,2,4,2,0.44,none-tertiary,level 0,DOM
3,2,2,2,2,2,-1.35,none-tertiary,level 0,DOM
1,1,1,4,1,2,-1.75,none-tertiary,level 0,DOM
1,2,2,2,1,2,-0.61,none-tertiary,level 0,DOM
3,3,3,2,3,2,-1.14,none-tertiary,level 0,DOM
2,2,2,3,2,2,-0.88,none-tertiary,level 1,DOM
1,1,1,4,4,4,0.69,tertiary,level 2,DOM
1,2,2,2,2,3,-1.07,none-tertiary,level 0,DOM
3,3,3,3,3,3,-1.5,none-tertiary,level 0,DOM
1,1,1,1,1,1,1.58,tertiary,level 0,DOM
3,1,1,2,1,3,-0.38,none-tertiary,level 0,DOM
2,3,2,3,2,2,-0.8,none-tertiary,level 0,DOM
1,1,1,2,4,4,0.42,none-tertiary,level 0,DOM
1,1,1,1,1,1,0.7,none-tertiary,level 0,DOM
1,2,3,3,1,4,0.85,tertiary,level 0,DOM
1,1,1,3,1,1,-0.53,none-tertiary,level 0,DOM
1,1,1,3,4,3,-0.96,none-tertiary,level 1,DOM
1,2,3,3,1,2,-1.56,none-tertiary,level 0,DOM
1,1,1,3,1,1,-0.71,none-tertiary,level 0,DOM
2,2,2,3,3,3,0.85,tertiary,level 0,DOM
1,1,1,3,1,1,0.53,none-tertiary,level 0,DOM
2,2,2,2,2,2,0.87,tertiary,level 0,DOM
1,1,1,4,4,4,0.6,tertiary,level 2,DOM
2,1,2,2,1,1,-0.74,none-tertiary,level 1,DOM
1,1,2,3,2,3,-1.35,none-tertiary,level 0,DOM
2,1,1,3,3,3,-0.22,none-tertiary,level 1,DOM
1,1,1,1,1,1,0.5,tertiary,level 0,DOM
1,1,1,3,3,3,0.45,tertiary,level 0,DOM
2,2,2,3,3,3,-0.16,none-tertiary,level 0,DOM
2,1,2,3,4,4,-0.29,none-tertiary,level 0,DOM
1,1,1,3,1,1,-0.61,none-tertiary,level 0,DOM
1,1,1,3,1,1,0.33,none-tertiary,level 1,DOM
2,2,1,1,2,2,-0.39,none-tertiary,level 0,DOM
1,2,1,3,2,3,-0.35,none-tertiary,level 1,DOM
1,1,1,1,1,1,-1.05,none-tertiary,level 0,DOM
1,1,1,3,3,4,-0.51,none-tertiary,level 0,DOM
1,1,1,4,4,4,-1.43,none-tertiary,level 0,DOM
2,1,1,3,3,3,-0.77,none-tertiary,level 0,DOM
2,2,2,3,1,2,1.79,tertiary,level 0,DOM
1,2,1,1,1,2,-0.11,none-tertiary,level 0,DOM
1,1,1,1,1,1,-1.54,none-tertiary,level 0,DOM
1,2,2,3,2,1,-1.54,none-tertiary,level 1,DOM
1,1,2,3,3,3,-0.27,none-tertiary,level 1,DOM
1,1,1,3,4,4,0.2,none-tertiary,level 1,DOM
1,1,1,3,4,1,-1.75,none-tertiary,level 0,DOM
1,1,1,3,2,2,-0.71,none-tertiary,level 0,DOM
1,1,2,3,3,2,-1.25,none-tertiary,level 0,DOM
1,1,1,3,3,1,-1.54,none-tertiary,level 0,DOM
1,1,3,4,1,2,1.34,tertiary,level 1,DOM
1,1,1,2,4,3,-0.72,none-tertiary,level 2,DOM
2,2,2,4,4,3,-0.67,none-tertiary,level 1,DOM
2,3,2,2,1,1,0.23,none-tertiary,level 0,DOM
2,1,2,2,1,2,1.26,none-tertiary,level 0,DOM
1,2,3,4,2,4,0.64,tertiary,level 0,DOM
1,1,1,1,1,1,0.81,tertiary,level 0,DOM
1,1,1,2,2,2,2.53,tertiary,level 2,DOM
2,1,1,3,1,2,-0.11,none-tertiary,level 0,DOM
2,2,2,2,2,2,1.48,tertiary,level 1,DOM
1,2,3,4,4,2,-0.43,none-tertiary,level 2,DOM
1,1,1,4,4,1,-0.59,none-tertiary,level 1,DOM
1,1,1,3,2,2,2.33,tertiary,level 2,DOM
3,2,4,1,1,2,-0.96,none-tertiary,level 0,DOM
2,1,1,3,4,3,1.82,tertiary,level 2,DOM
2,2,1,3,1,1,1.09,none-tertiary,level 0,DOM
1,2,2,3,1,2,0.53,none-tertiary,level 0,DOM
1,1,1,3,1,1,1.34,none-tertiary,level 0,DOM
1,1,1,3,1,3,-1.15,none-tertiary,level 1,DOM
1,1,1,2,3,3,0.95,tertiary,level 0,DOM
1,1,1,4,4,4,-0.16,none-tertiary,level 2,DOM
2,3,2,3,2,2,-0.59,none-tertiary,level 1,DOM
1,1,1,3,4,4,1.49,none-tertiary,level 2,DOM
1,1,1,3,3,3,0.83,none-tertiary,level 0,DOM
2,1,1,2,1,1,-0.9,none-tertiary,level 0,DOM
1,2,1,3,3,3,1.58,tertiary,level 0,DOM
1,1,1,4,1,4,-0.04,none-tertiary,level 0,DOM
1,1,2,4,2,4,-1.01,none-tertiary,level 1,DOM
2,1,2,3,3,3,1.48,tertiary,level 2,DOM
1,2,1,3,3,1,-0.12,none-tertiary,level 0,DOM
1,1,1,4,4,4,-0.35,none-tertiary,level 2,DOM
3,3,1,3,1,2,-0.09,none-tertiary,level 0,DOM
2,2,1,3,2,2,-0.04,none-tertiary,level 0,DOM
1,1,1,1,3,3,0.82,none-tertiary,level 0,DOM
1,1,1,3,3,3,2.53,tertiary,level 2,DOM
2,2,1,3,2,3,1.58,tertiary,level 0,DOM
2,2,2,3,3,3,-1.46,none-tertiary,level 0,DOM
1,1,1,4,4,4,2.3,tertiary,level 2,DOM
1,1,1,1,1,1,0.4,none-tertiary,level 1,MEX
1,1,1,3,3,3,0.24,none-tertiary,level 3,MEX
1,1,1,1,4,4,-0.66,none-tertiary,level 3,MEX
2,2,2,2,3,3,-0.37,none-tertiary,level 3,MEX
1,1,1,1,3,3,-0.02,none-tertiary,level 3,MEX
1,1,1,1,4,4,0.4,none-tertiary,level 2,MEX
1,1,1,3,3,3,-0.47,none-tertiary,level 1,MEX
1,1,1,1,3,3,-0.22,none-tertiary,level 2,MEX
1,1,1,4,2,3,0.09,none-tertiary,level 3,MEX
1,1,1,3,4,4,1.97,tertiary,level 3,MEX
1,1,1,1,1,2,-0.23,none-tertiary,level 1,MEX
1,1,1,3,4,3,-0.01,none-tertiary,level 2,MEX
1,1,1,3,3,2,0.19,none-tertiary,level 2,MEX
2,1,1,2,3,3,1.83,tertiary,level 2,MEX
1,1,1,3,3,3,1.31,tertiary,level 2,MEX
1,1,1,1,4,4,1.18,tertiary,level 2,MEX
1,1,2,2,2,2,-0.62,none-tertiary,level 2,MEX
1,2,1,2,2,3,-0.01,none-tertiary,level 1,MEX
1,1,3,1,4,4,-0.05,none-tertiary,level 2,MEX
1,1,2,2,3,2,1.57,tertiary,level 1,MEX
1,1,1,2,4,4,-0.67,none-tertiary,level 2,MEX
1,1,1,4,4,4,0.32,none-tertiary,level 3,MEX
1,1,1,3,3,3,-0.21,none-tertiary,level 1,MEX
1,1,1,1,3,4,1.33,none-tertiary,level 3,MEX
1,1,3,1,1,3,0.33,none-tertiary,level 1,MEX
1,1,1,1,4,4,-0.52,none-tertiary,level 3,MEX
1,1,1,1,1,1,2.74,tertiary,level 0,MEX
1,1,1,3,3,3,-0.03,none-tertiary,level 1,MEX
1,1,1,3,3,4,0.78,tertiary,level 3,MEX
1,1,1,2,1,3,0.1,none-tertiary,level 1,MEX
1,2,1,1,1,2,1.02,none-tertiary,level 1,MEX
1,1,2,1,2,1,0.29,none-tertiary,level 1,MEX
1,1,1,2,4,3,1.98,tertiary,level 2,MEX
1,1,1,2,4,4,1.43,tertiary,level 3,MEX
1,1,1,1,4,4,1.77,tertiary,level 3,MEX
1,1,1,2,2,4,0.13,none-tertiary,level 2,MEX
2,2,1,2,2,4,-0.52,none-tertiary,level 1,MEX
2,1,1,2,1,3,-0.43,none-tertiary,level 2,MEX
1,1,1,2,2,3,1.24,tertiary,level 2,MEX
1,1,1,2,3,3,0.71,none-tertiary,level 3,MEX
1,1,1,2,4,4,0.82,tertiary,level 3,MEX
2,2,2,2,3,3,-1.1,none-tertiary,level 0,MEX
1,1,1,2,4,4,0.25,none-tertiary,level 3,MEX
1,1,1,1,3,4,-0.75,none-tertiary,level 2,MEX
1,1,1,2,3,3,-0.1,tertiary,level 2,MEX
1,1,1,3,4,4,1.64,tertiary,level 3,MEX
1,1,1,2,2,2,-1.07,none-tertiary,level 1,MEX
2,2,3,2,3,3,-0.02,none-tertiary,level 0,MEX
1,1,1,2,3,3,-0.69,none-tertiary,level 2,MEX
2,2,2,2,3,3,2.19,tertiary,level 1,MEX
2,2,1,2,2,2,-1.04,none-tertiary,level 0,MEX
1,1,1,3,3,4,-0.84,none-tertiary,level 1,MEX
1,1,1,4,4,4,-1.07,none-tertiary,level 1,MEX
1,1,2,2,1,1,-0.54,none-tertiary,level 1,MEX
1,1,1,4,4,4,-0.8,none-tertiary,level 3,MEX
1,1,1,1,4,1,-0.34,none-tertiary,level 1,MEX
1,2,1,3,2,2,-1.4,none-tertiary,level 0,MEX
3,2,1,4,3,2,-1.07,none-tertiary,level 0,MEX
1,1,1,2,2,2,1.34,tertiary,level 1,MEX
1,1,1,4,4,4,-0.89,none-tertiary,level 0,MEX
1,2,1,1,2,2,-1.07,none-tertiary,level 0,MEX
1,1,1,1,2,2,-1.07,none-tertiary,level 0,MEX
1,1,1,1,3,4,-1.07,none-tertiary,level 2,MEX
1,1,1,3,3,4,-0.73,none-tertiary,level 2,MEX
2,1,1,2,4,4,-1.35,none-tertiary,level 1,MEX
2,2,2,2,3,3,1.64,tertiary,level 1,MEX
1,1,1,3,4,3,-0.8,none-tertiary,level 2,MEX
1,1,1,2,1,1,-0.52,none-tertiary,level 2,MEX
1,1,1,3,3,3,-0.52,none-tertiary,level 2,MEX
1,1,1,1,1,4,-0.72,none-tertiary,level 2,MEX
1,3,3,2,2,2,0.19,none-tertiary,level 2,MEX
1,1,1,3,3,3,0.21,none-tertiary,level 2,MEX
2,2,1,2,2,3,-0.06,none-tertiary,level 0,MEX
1,1,1,3,3,3,-0.8,none-tertiary,level 2,MEX
3,2,3,4,1,1,0.73,none-tertiary,level 1,MEX
1,1,1,2,4,4,-1.24,none-tertiary,level 2,MEX
1,1,2,3,4,4,-1.24,none-tertiary,level 2,MEX
1,1,1,2,3,3,1.26,none-tertiary,level 2,MEX
1,1,1,1,1,1,0.48,none-tertiary,level 1,MEX
2,2,2,3,2,3,-1.16,none-tertiary,level 1,MEX
1,1,1,3,3,3,-0.97,none-tertiary,level 2,MEX
1,1,1,2,2,3,-0.9,none-tertiary,level 2,MEX
3,3,3,3,3,3,-1.02,none-tertiary,level 0,MEX
1,1,1,3,1,2,-0.8,none-tertiary,level 1,MEX
1,1,1,4,4,4,0.85,tertiary,level 2,MEX
1,1,1,2,1,4,0.36,none-tertiary,level 0,MEX
1,1,1,2,3,4,0.35,none-tertiary,level 2,MEX
1,1,1,1,2,2,0.4,none-tertiary,level 2,MEX
1,1,1,2,2,2,-0.28,none-tertiary,level 1,MEX
1,1,1,2,4,4,1.32,tertiary,level 1,MEX
1,1,1,3,3,3,-0.54,none-tertiary,level 1,MEX
2,2,3,2,2,3,-0.73,none-tertiary,level 0,MEX
1,1,1,2,1,2,-1.16,none-tertiary,level 2,MEX
1,1,1,2,3,3,-0.44,none-tertiary,level 2,MEX
1,1,1,1,4,4,-0.39,none-tertiary,level 2,MEX
2,2,1,2,3,3,0.86,tertiary,level 1,MEX
1,1,1,1,1,2,0.1,none-tertiary,level 0,MEX
1,1,1,2,3,3,1.19,tertiary,level 3,MEX
1,1,1,4,4,4,0.29,none-tertiary,level 1,MEX
2,2,2,2,3,3,-0.17,none-tertiary,level 1,MEX
1,1,1,2,4,4,-0.96,none-tertiary,level 3,MEX
1,1,1,4,4,4,-0.39,none-tertiary,level 3,MEX
1,1,1,2,1,1,0.05,none-tertiary,level 2,MEX
1,1,1,3,2,4,-0.41,none-tertiary,level 0,MEX
1,1,1,3,3,3,-0.16,none-tertiary,level 2,MEX
1,1,1,2,3,3,1.16,tertiary,level 2,MEX
1,1,1,3,3,3,1.07,tertiary,level 2,MEX
1,1,1,2,3,4,0.96,tertiary,level 3,MEX
2,2,2,1,1,2,0.77,none-tertiary,level 1,MEX
1,1,1,2,3,3,-0.52,none-tertiary,level 3,MEX
1,1,1,2,4,2,-1.38,none-tertiary,level 1,MEX
1,1,1,2,4,4,2.25,tertiary,level 2,MEX
1,1,1,3,3,3,-0.18,none-tertiary,level 2,MEX
2,1,1,3,2,3,-0.97,none-tertiary,level 0,MEX
1,1,1,1,1,1,-1.35,none-tertiary,level 0,MEX
2,3,3,1,2,1,2.63,tertiary,level 1,MEX
1,1,1,3,3,3,-0.52,none-tertiary,level 1,MEX
2,2,1,2,2,1,-0.58,none-tertiary,level 1,MEX
2,2,2,2,2,2,1.3,tertiary,level 1,MEX
2,2,2,2,2,2,-0.91,none-tertiary,level 0,MEX
1,1,1,2,4,4,-1.16,none-tertiary,level 1,MEX
2,1,1,2,4,4,1.57,tertiary,level 2,MEX
1,1,1,3,3,3,-0.23,none-tertiary,level 2,MEX
1,1,1,2,4,4,-0.47,none-tertiary,level 2,MEX
1,1,1,2,1,3,-0.09,none-tertiary,level 1,MEX
1,1,2,2,1,2,-1.23,none-tertiary,level 1,MEX
1,1,1,2,3,4,0.29,none-tertiary,level 2,MEX
1,1,1,3,4,4,-1.24,none-tertiary,level 2,MEX
1,2,2,3,3,3,1.11,tertiary,level 1,MEX
1,1,1,2,2,4,-0.11,none-tertiary,level 1,MEX
1,1,1,2,4,4,0.24,none-tertiary,level 3,MEX
1,1,1,1,1,4,0.26,none-tertiary,level 2,MEX
1,1,1,4,4,4,-0.18,none-tertiary,level 3,MEX
1,1,1,3,4,4,-0.38,none-tertiary,level 2,MEX
1,1,1,3,4,4,-0.4,none-tertiary,level 2,MEX
1,2,3,1,3,1,-0.85,none-tertiary,level 1,MEX
1,1,1,1,3,3,-0.73,none-tertiary,level 3,MEX
1,1,1,1,1,1,0.17,tertiary,level 0,MEX
1,1,1,1,4,4,-0.52,none-tertiary,level 2,MEX
1,1,1,1,3,4,-0.86,none-tertiary,level 2,MEX
1,1,1,1,3,3,-0.21,none-tertiary,level 2,MEX
1,2,1,2,1,2,-1.16,none-tertiary,level 0,MEX
1,1,1,1,4,4,0.28,none-tertiary,level 2,MEX
1,1,1,1,3,3,-0.23,none-tertiary,level 2,MEX
1,2,1,3,2,1,0.16,none-tertiary,level 0,MEX
2,1,2,3,1,1,-0.82,none-tertiary,level 1,MEX
1,2,1,1,2,4,0.71,none-tertiary,level 2,MEX
1,1,1,2,3,3,-0.06,none-tertiary,level 2,MEX
1,1,1,2,2,1,0.68,tertiary,level 0,MEX
1,1,1,1,1,1,0.7,none-tertiary,level 1,MEX
2,2,2,2,4,4,0.09,none-tertiary,level 1,MEX
1,1,2,1,3,3,1.71,tertiary,level 1,MEX
2,2,2,2,3,2,0.15,none-tertiary,level 0,MEX
1,2,1,1,2,4,0.71,none-tertiary,level 2,MEX
1,1,1,1,1,1,-0.58,none-tertiary,level 0,MEX
1,1,2,2,2,2,-0.96,none-tertiary,level 1,MEX
1,1,1,1,4,4,0.97,tertiary,level 3,MEX
1,2,2,2,3,2,0.81,none-tertiary,level 1,MEX
1,1,1,1,4,3,0.43,none-tertiary,level 1,MEX
1,1,1,1,3,3,-1.23,none-tertiary,level 1,MEX
1,1,1,1,3,4,0.66,none-tertiary,level 1,MEX
2,2,2,2,2,2,1.65,tertiary,level 0,MEX
1,1,1,2,4,4,-1,none-tertiary,level 2,MEX
1,1,1,3,4,4,0.48,none-tertiary,level 2,MEX
1,1,1,1,1,2,1.44,tertiary,level 0,MEX
1,1,1,2,3,3,1.38,none-tertiary,level 1,MEX
2,1,1,2,2,2,-1.25,none-tertiary,level 1,MEX
1,1,2,2,1,3,-0.14,none-tertiary,level 1,MEX
1,1,1,2,4,4,0.1,none-tertiary,level 2,MEX
1,1,1,1,1,1,-0.32,none-tertiary,level 0,MEX
1,1,1,1,4,4,-0.66,none-tertiary,level 2,MEX
1,1,1,1,4,4,0.04,none-tertiary,level 3,MEX
1,1,1,1,4,4,-0.39,none-tertiary,level 2,MEX
1,1,1,1,4,4,-0.34,none-tertiary,level 2,MEX
1,1,2,1,2,3,-0.34,none-tertiary,level 1,MEX
1,1,1,2,4,4,0.32,none-tertiary,level 3,MEX
1,1,1,2,3,3,0.09,none-tertiary,level 2,MEX
1,1,1,2,1,3,-0.75,none-tertiary,level 1,MEX
1,1,1,1,4,4,-0.47,none-tertiary,level 3,MEX
1,1,1,2,1,4,0.36,none-tertiary,level 2,MEX
1,1,1,1,1,4,0.86,tertiary,level 1,MEX
1,1,3,2,3,3,0.86,tertiary,level 2,MEX
1,1,1,3,2,3,-0.52,none-tertiary,level 1,MEX
1,1,1,1,4,4,0,none-tertiary,level 2,MEX
