ge1,ge2,ge3,ge4,ge5,ge6,ses,edu,civ_level,cty
1,3,1,2,2,2,-0.04,tertiary,level 0,COL
1,1,1,4,2,3,0.87,tertiary,level 1,COL
1,1,2,4,3,2,-1.79,none-tertiary,level 0,COL
1,1,2,4,3,3,-1.32,none-tertiary,level 0,COL
2,1,1,3,2,2,-1.28,none-tertiary,level 2,COL
1,2,3,3,3,3,-1.61,none-tertiary,level 1,COL
1,1,1,3,3,1,-1.69,none-tertiary,level 0,COL
1,1,1,4,3,3,-1.3,none-tertiary,level 2,COL
1,1,1,3,1,3,0.75,none-tertiary,level 1,COL
1,1,1,3,1,3,-0.89,none-tertiary,level 1,COL
1,2,2,3,3,3,0.23,none-tertiary,level 1,COL
1,1,1,4,4,3,2.22,tertiary,level 2,COL
1,1,1,4,4,4,1.55,tertiary,level 3,COL
1,1,1,3,3,3,-1.15,none-tertiary,level 0,COL
1,1,1,4,4,4,1.14,tertiary,level 2,COL
1,1,1,3,3,3,0.08,none-tertiary,level 2,COL
1,1,2,4,4,4,1.95,tertiary,level 3,COL
1,1,1,4,1,4,-0.99,none-tertiary,level 3,COL
1,1,1,4,4,4,0.21,none-tertiary,level 3,COL
1,1,1,4,4,4,1.03,none-tertiary,level 3,COL
2,1,1,1,1,1,-0.6,none-tertiary,level 0,COL
2,2,2,4,4,3,1.81,tertiary,level 1,COL
1,1,1,4,1,3,1.41,tertiary,level 1,COL
1,1,1,4,3,3,1.41,tertiary,level 3,COL
1,1,1,4,3,3,0.61,none-tertiary,level 2,COL
1,1,1,4,4,4,-0.59,none-tertiary,level 3,COL
1,2,2,3,2,1,1.68,tertiary,level 2,COL
3,3,3,2,3,3,-0.55,none-tertiary,level 0,COL
1,2,2,4,3,3,1,tertiary,level 1,COL
1,1,1,4,4,4,0.52,none-tertiary,level 2,COL
1,1,1,4,4,4,2.22,tertiary,level 2,COL
1,2,1,1,3,4,0.83,none-tertiary,level 1,COL
1,1,1,4,4,4,1.89,tertiary,level 2,COL
1,1,1,4,4,4,1.63,tertiary,level 2,COL
1,1,1,1,1,1,-0.16,none-tertiary,level 0,COL
1,1,1,3,3,2,-1.18,none-tertiary,level 2,COL
1,1,2,3,2,2,0.22,tertiary,level 1,COL
1,1,1,3,2,3,-1.01,none-tertiary,level 3,COL
1,1,1,3,3,4,0.79,tertiary,level 2,COL
3,1,1,2,2,2,0.09,none-tertiary,level 0,COL
2,3,3,4,3,2,0.95,tertiary,level 1,COL
2,2,2,2,3,2,-1.18,none-tertiary,level 0,COL
1,1,1,4,4,4,-1.61,none-tertiary,level 2,COL
1,1,1,3,3,3,-0.79,none-tertiary,level 3,COL
1,1,1,3,3,1,-0.69,none-tertiary,level 2,COL
2,2,3,3,2,2,-0.77,none-tertiary,level 1,COL
2,2,3,1,1,2,1.43,none-tertiary,level 0,COL
1,3,1,3,3,4,0.23,tertiary,level 1,COL
1,1,1,4,2,2,1.16,none-tertiary,level 2,COL
3,2,4,2,1,2,0.62,none-tertiary,level 1,COL
1,1,1,4,2,4,-0.71,none-tertiary,level 1,COL
1,2,1,3,3,3,-0.36,none-tertiary,level 1,COL
1,1,1,4,2,3,-0.8,none-tertiary,level 1,COL
1,2,1,1,2,1,-1.39,none-tertiary,level 1,COL
1,1,1,4,3,1,-0.56,none-tertiary,level 2,COL
1,2,1,4,4,3,-1.06,none-tertiary,level 1,COL
1,1,2,2,1,2,-1.21,none-tertiary,level 1,COL
1,2,2,3,2,3,-1.39,none-tertiary,level 1,COL
2,2,2,3,3,3,-1.01,none-tertiary,level 1,COL
1,1,1,4,4,4,1.12,tertiary,level 3,COL
1,1,1,4,4,4,1.39,tertiary,level 2,COL
1,1,1,4,4,4,-0.6,none-tertiary,level 2,COL
1,1,1,4,4,3,0.19,none-tertiary,level 2,COL
1,1,1,4,4,3,-0.28,none-tertiary,level 3,COL
1,1,1,4,4,4,2.22,tertiary,level 3,COL
2,1,1,4,3,3,-0.16,none-tertiary,level 2,COL
1,1,1,4,4,4,0.5,tertiary,level 2,COL
1,1,1,4,3,3,1.66,tertiary,level 3,COL
1,1,1,4,4,4,1.41,tertiary,level 2,COL
1,1,2,3,1,1,0.64,none-tertiary,level 1,COL
1,1,3,4,4,4,1.01,none-tertiary,level 2,COL
1,1,1,4,4,2,2.19,tertiary,level 2,COL
1,1,1,4,4,4,0.6,none-tertiary,level 3,COL
1,1,1,4,4,4,0.13,none-tertiary,level 3,COL
1,1,1,4,4,3,1.01,tertiary,level 2,COL
1,1,2,3,3,3,1.82,tertiary,level 2,COL
3,2,2,2,3,2,2.6,tertiary,level 2,COL
2,2,2,3,3,3,1.29,none-tertiary,level 3,COL
1,1,1,3,4,4,2.19,tertiary,level 2,COL
1,1,3,4,3,4,0.23,none-tertiary,level 3,COL
1,1,3,4,3,2,0.64,none-tertiary,level 1,COL
1,1,1,3,4,3,1.68,tertiary,level 2,COL
1,1,1,3,3,3,0.98,tertiary,level 3,COL
1,1,1,4,4,4,-1.26,none-tertiary,level 2,COL
2,2,1,3,3,4,-1.35,none-tertiary,level 0,COL
2,1,2,3,3,2,-0.9,none-tertiary,level 2,COL
1,2,2,3,2,3,0.4,none-tertiary,level 2,COL
1,1,1,4,3,4,-0.69,none-tertiary,level 1,COL
1,1,1,3,3,3,-1.42,none-tertiary,level 0,COL
1,1,1,4,4,4,-0.6,none-tertiary,level 3,COL
2,1,2,2,3,3,-1.1,none-tertiary,level 0,COL
1,1,2,3,2,3,-0.35,none-tertiary,level 0,COL
1,1,1,4,4,4,-0.93,none-tertiary,level 1,COL
1,1,1,4,2,3,-0.38,none-tertiary,level 1,COL
2,2,2,2,1,2,-1.34,none-tertiary,level 1,COL
1,1,2,1,2,1,0.87,tertiary,level 1,COL
1,2,3,3,2,4,-1.15,none-tertiary,level 1,COL
2,3,1,2,3,3,0.52,tertiary,level 0,COL
1,1,1,3,3,2,-0.72,none-tertiary,level 1,COL
1,2,1,3,3,3,-0.14,none-tertiary,level 1,COL
1,1,1,3,3,3,-0.64,none-tertiary,level 2,COL
2,2,1,3,3,3,-1.58,none-tertiary,level 0,COL
1,1,1,4,4,4,-0.71,none-tertiary,level 1,COL
1,1,1,3,3,4,-0.37,tertiary,level 2,COL
1,1,1,4,3,4,-1.45,none-tertiary,level 2,COL
1,1,1,3,3,3,-1.63,none-tertiary,level 0,COL
1,1,1,4,4,4,0.26,none-tertiary,level 3,COL
1,1,1,4,4,3,1.81,none-tertiary,level 3,COL
1,1,1,4,4,4,1.79,tertiary,level 2,COL
1,2,1,4,3,3,2.19,tertiary,level 2,COL
1,1,1,4,4,4,1.44,tertiary,level 3,COL
1,1,1,4,4,4,2.6,tertiary,level 3,COL
1,1,1,4,4,4,1.79,tertiary,level 2,COL
2,2,2,2,2,2,1.27,tertiary,level 1,COL
1,1,1,4,4,4,2.22,tertiary,level 3,COL
1,2,2,1,2,1,1.76,tertiary,level 2,COL
1,1,2,3,4,4,2.35,tertiary,level 3,COL
1,1,1,4,4,4,1.25,tertiary,level 2,COL
1,1,1,4,4,3,0.62,none-tertiary,level 2,COL
1,1,1,4,4,4,1.38,tertiary,level 3,COL
1,1,1,4,4,4,2.3,tertiary,level 3,COL
1,1,1,4,4,4,1.41,tertiary,level 3,COL
1,1,1,4,4,3,2.43,tertiary,level 2,COL
1,1,1,4,4,3,0.62,none-tertiary,level 2,COL
1,2,2,4,4,4,0.64,none-tertiary,level 3,COL
1,1,1,4,4,4,1.89,tertiary,level 3,COL
1,1,1,4,4,4,1.79,tertiary,level 3,COL
1,1,1,4,4,4,-0.18,none-tertiary,level 2,COL
1,1,1,2,1,3,1.38,tertiary,level 2,COL
1,1,1,4,4,4,1.03,tertiary,level 1,COL
1,1,1,4,4,3,1.71,tertiary,level 1,COL
1,1,1,4,4,4,2.3,tertiary,level 2,COL
1,1,1,4,4,4,1.92,tertiary,level 3,COL
1,1,1,4,1,4,2.7,tertiary,level 2,COL
2,2,2,3,3,3,1.9,tertiary,level 3,COL
1,1,1,3,4,4,-0.25,none-tertiary,level 2,COL
1,1,1,4,4,4,-0.16,none-tertiary,level 3,COL
1,1,1,4,3,3,2.33,tertiary,level 2,COL
1,1,1,3,3,3,-0.87,none-tertiary,level 2,COL
1,1,1,4,4,4,-0.56,none-tertiary,level 3,COL
1,1,1,3,3,3,1.01,tertiary,level 3,COL
1,1,1,3,4,4,-1.13,none-tertiary,level 3,COL
1,1,1,4,4,4,2.6,tertiary,level 3,COL
2,3,3,3,3,3,1.17,tertiary,level 2,COL
1,1,1,4,4,4,1.82,tertiary,level 3,COL
1,1,1,3,3,3,-0.18,none-tertiary,level 2,COL
1,1,1,4,4,4,0.87,tertiary,level 3,COL
1,1,1,4,4,4,-0.3,none-tertiary,level 3,COL
1,2,1,3,4,3,-0.72,none-tertiary,level 1,COL
2,1,1,4,3,4,1.41,tertiary,level 2,COL
1,1,1,4,4,4,0.34,none-tertiary,level 2,COL
2,2,2,3,3,3,-0.74,none-tertiary,level 1,COL
1,1,1,4,4,4,-0.19,none-tertiary,level 2,COL
3,3,2,3,3,3,0.11,none-tertiary,level 0,COL
2,1,2,2,2,2,0.17,none-tertiary,level 0,COL
1,1,1,2,3,3,0.02,none-tertiary,level 0,COL
1,2,1,4,4,4,1.95,tertiary,level 2,COL
1,1,1,4,4,4,1.41,tertiary,level 3,COL
1,1,1,3,3,3,-0.87,none-tertiary,level 1,COL
1,1,1,4,4,4,0.85,tertiary,level 1,COL
1,1,1,4,4,3,-0.23,tertiary,level 2,COL
1,1,1,4,4,4,0.24,none-tertiary,level 3,COL
1,1,2,3,3,3,-0.3,none-tertiary,level 2,COL
2,1,1,4,4,4,-0.56,none-tertiary,level 1,COL
1,1,3,3,2,1,-0.66,none-tertiary,level 1,COL
1,1,4,4,4,4,-0.8,none-tertiary,level 2,COL
1,1,1,4,4,4,0.95,tertiary,level 2,COL
1,1,1,3,3,4,0.46,none-tertiary,level 2,COL
2,1,2,3,3,3,1.14,tertiary,level 1,COL
2,1,1,3,3,3,1.03,none-tertiary,level 2,COL
1,1,1,4,4,4,0.64,none-tertiary,level 2,COL
2,3,2,3,3,3,-0.73,none-tertiary,level 0,COL
2,1,1,4,4,3,-1.05,none-tertiary,level 1,COL
1,1,3,4,3,2,1.03,none-tertiary,level 2,COL
1,1,1,4,4,4,0.34,none-tertiary,level 3,COL
1,1,1,4,4,4,-0.18,none-tertiary,level 2,COL
1,1,1,3,3,3,0.56,none-tertiary,level 2,COL
1,1,1,1,3,3,0.87,tertiary,level 1,COL
2,2,2,3,2,3,0.5,tertiary,level 1,COL
3,2,3,4,1,2,-1.1,none-tertiary,level 1,COL
2,2,2,3,3,2,2.6,tertiary,level 1,COL
2,2,3,3,4,3,0.92,tertiary,level 2,COL
1,1,1,4,4,3,-1.34,none-tertiary,level 1,COL
1,1,1,4,4,4,-0.19,none-tertiary,level 1,COL
2,1,1,4,1,2,-0.58,none-tertiary,level 1,COL
1,1,1,4,4,4,0.82,none-tertiary,level 3,COL
2,2,1,3,3,3,-0.56,none-tertiary,level 2,COL
1,1,1,4,4,4,0.25,none-tertiary,level 2,COL
1,1,1,4,4,4,0.87,tertiary,level 2,COL
2,2,2,3,2,1,-0.58,none-tertiary,level 2,COL
1,1,3,3,3,3,0.4,none-tertiary,level 2,COL
2,2,2,4,4,4,0.62,none-tertiary,level 1,COL
1,1,1,4,4,4,0.02,none-tertiary,level 2,COL
1,1,1,4,4,4,0.04,none-tertiary,level 2,COL
1,1,1,1,1,1,-0.25,none-tertiary,level 0,COL
1,1,1,3,3,3,-0.39,none-tertiary,level 2,COL
1,1,1,3,3,3,1.14,tertiary,level 2,COL
1,1,1,4,4,4,-0.69,none-tertiary,level 3,COL
1,1,1,4,4,4,-0.9,none-tertiary,level 2,COL
1,1,1,4,4,4,-0.9,none-tertiary,level 2,COL
1,1,1,3,4,4,0.48,none-tertiary,level 3,COL
2,2,1,3,2,2,-0.91,none-tertiary,level 0,COL
1,2,1,3,1,2,0.95,tertiary,level 3,COL
1,1,1,4,4,4,0.79,tertiary,level 3,COL
1,1,1,2,1,1,-0.04,tertiary,level 0,COL
2,2,2,3,3,3,-1.15,none-tertiary,level 1,COL
1,1,1,4,4,3,-0.18,none-tertiary,level 2,COL
1,1,1,3,2,1,0.25,none-tertiary,level 2,COL
1,1,1,4,1,4,1.7,none-tertiary,level 2,COL
2,2,1,3,1,3,-0.16,none-tertiary,level 0,COL
1,1,1,4,3,4,-0.99,none-tertiary,level 1,COL
1,1,1,4,3,3,-0.18,none-tertiary,level 2,COL
1,1,2,3,3,2,0.18,tertiary,level 2,COL
1,1,1,4,4,3,1.55,tertiary,level 2,COL
1,1,1,4,4,4,0.23,none-tertiary,level 1,COL
1,2,1,3,4,3,-0.18,none-tertiary,level 1,COL
1,1,2,3,2,3,0.23,none-tertiary,level 2,COL
1,1,1,3,4,4,1.11,none-tertiary,level 2,COL
2,1,1,3,3,3,-0.79,none-tertiary,level 1,COL
1,1,1,4,3,3,-0.39,none-tertiary,level 1,COL
1,1,2,3,3,3,0.63,tertiary,level 1,COL
2,1,1,4,4,2,0.71,none-tertiary,level 1,COL
1,2,1,1,2,2,1.38,tertiary,level 1,COL
1,1,2,3,4,2,0.25,none-tertiary,level 2,COL
2,2,2,3,3,3,-0.18,none-tertiary,level 1,COL
1,1,2,4,3,3,0.58,tertiary,level 2,COL
1,1,1,4,1,4,0.44,tertiary,level 1,COL
1,1,1,3,3,3,-0.28,none-tertiary,level 0,COL
1,2,1,3,4,4,0.25,none-tertiary,level 3,COL
2,2,2,3,3,3,0.62,none-tertiary,level 2,COL
3,3,2,3,2,3,0.52,tertiary,level 0,COL
1,1,4,4,4,4,0,none-tertiary,level 2,COL
1,1,1,4,4,4,1.41,tertiary,level 2,COL
1,1,3,3,3,3,-1.15,none-tertiary,level 2,COL
1,1,1,4,3,4,-1.22,none-tertiary,level 2,COL
1,1,1,3,3,4,-1.29,none-tertiary,level 2,COL
1,2,1,4,4,4,-0.18,none-tertiary,level 2,COL
1,1,2,4,4,3,0.98,tertiary,level 3,COL
1,1,2,3,2,3,-0.71,none-tertiary,level 3,COL
1,1,1,2,1,1,0.19,none-tertiary,level 2,COL
2,2,1,3,3,3,-0.25,none-tertiary,level 2,COL
1,1,1,3,4,4,0.23,none-tertiary,level 1,COL
1,1,1,4,4,4,1.81,tertiary,level 2,COL
1,1,1,4,4,4,-0.82,none-tertiary,level 1,COL
1,1,1,4,4,4,1.73,tertiary,level 2,COL
1,1,1,4,4,4,1.36,tertiary,level 2,COL
1,1,1,3,3,3,-0.53,none-tertiary,level 2,COL
1,1,1,3,4,4,-1.04,none-tertiary,level 2,COL
1,1,1,4,4,2,1.37,tertiary,level 3,COL
1,1,1,3,4,4,-0.75,none-tertiary,level 2,COL
1,1,1,4,4,4,0.12,none-tertiary,level 3,COL
2,2,2,4,4,3,-0.3,none-tertiary,level 2,COL
2,1,1,3,3,3,-1.41,none-tertiary,level 2,COL
1,1,1,4,4,4,-0.71,none-tertiary,level 3,COL
2,3,2,3,3,3,-0.08,none-tertiary,level 1,COL
2,3,2,3,3,3,0.52,tertiary,level 2,COL
2,2,3,3,2,2,0.91,none-tertiary,level 0,COL
1,1,1,3,3,3,-0.62,none-tertiary,level 2,COL
1,1,1,4,4,4,-0.08,none-tertiary,level 2,COL
1,1,1,4,4,4,0.6,none-tertiary,level 3,COL
1,1,1,4,4,4,0.49,none-tertiary,level 2,COL
2,2,2,3,3,3,-0.17,none-tertiary,level 2,COL
1,1,1,4,4,4,1.03,none-tertiary,level 3,COL
1,1,1,3,3,3,-0.09,none-tertiary,level 3,COL
2,2,2,3,2,3,-0.68,none-tertiary,level 1,COL
3,3,1,2,2,3,-0.58,none-tertiary,level 1,COL
1,2,1,3,4,3,-0.68,none-tertiary,level 2,COL
1,1,1,4,3,2,0.51,none-tertiary,level 3,COL
1,1,1,4,1,4,-0.39,none-tertiary,level 2,COL
1,1,3,2,4,3,0.92,tertiary,level 2,COL
2,1,1,3,1,4,0.68,none-tertiary,level 0,COL
1,1,1,3,4,4,0.52,none-tertiary,level 2,COL
1,2,1,3,3,3,0.18,none-tertiary,level 2,COL
1,1,1,4,4,4,1.38,tertiary,level 1,COL
2,3,2,3,3,3,-0.68,none-tertiary,level 0,COL
1,1,1,4,2,3,1.01,tertiary,level 2,COL
1,1,1,3,3,3,0.98,tertiary,level 2,COL
1,1,1,3,4,2,-0.95,none-tertiary,level 1,COL
2,2,1,4,3,4,0.64,none-tertiary,level 2,COL
2,2,2,1,3,2,0.1,none-tertiary,level 2,COL
2,1,1,3,3,4,-0.47,none-tertiary,level 1,COL
1,2,3,3,4,2,0.22,tertiary,level 1,COL
1,1,1,3,3,3,0.16,none-tertiary,level 2,COL
1,1,1,4,4,4,0.64,none-tertiary,level 3,COL
1,1,1,4,1,4,-0.55,none-tertiary,level 3,COL
1,1,1,4,3,4,0.78,none-tertiary,level 2,COL
1,1,1,4,1,2,0.23,none-tertiary,level 1,COL
1,2,1,2,2,4,0.2,none-tertiary,level 2,COL
1,1,1,4,3,4,-0.6,none-tertiary,level 2,COL
1,1,1,4,4,3,0.21,none-tertiary,level 3,COL
2,1,1,4,2,2,0.78,none-tertiary,level 3,COL
1,1,1,4,4,4,-0.78,none-tertiary,level 3,COL
1,3,1,4,3,3,-0.2,none-tertiary,level 2,COL
1,1,1,4,4,4,0.24,none-tertiary,level 3,COL
2,1,2,3,3,2,0.64,none-tertiary,level 1,COL
1,1,2,3,3,2,1.03,tertiary,level 2,COL
1,1,1,4,3,3,1.1,none-tertiary,level 2,COL
1,1,2,2,3,3,0.23,none-tertiary,level 1,COL
1,2,1,3,3,3,-0.19,none-tertiary,level 3,COL
1,1,1,4,4,4,-0.18,none-tertiary,level 2,COL
2,2,1,2,1,1,-0.06,none-tertiary,level 1,COL
2,2,2,3,3,2,-0.71,none-tertiary,level 1,COL
2,3,2,3,3,3,0.98,tertiary,level 0,COL
2,2,2,3,3,3,1.01,tertiary,level 2,COL
1,1,1,4,3,4,1.38,none-tertiary,level 3,COL
1,1,2,3,3,3,0.01,none-tertiary,level 3,COL
1,1,1,3,3,3,0.96,tertiary,level 1,COL
1,1,1,4,4,3,-0.22,none-tertiary,level 2,COL
1,1,1,4,4,4,0.23,none-tertiary,level 2,COL
1,1,1,4,4,4,1.12,tertiary,level 3,COL
1,1,1,3,4,4,1.01,tertiary,level 2,COL
1,2,2,3,3,3,-1.03,none-tertiary,level 2,COL
1,2,2,4,4,3,-0.16,none-tertiary,level 2,COL
2,1,1,4,4,3,0.2,tertiary,level 2,COL
1,2,1,4,4,4,1.27,tertiary,level 1,COL
1,1,1,3,2,3,0.22,tertiary,level 0,COL
1,1,1,4,4,4,0.89,none-tertiary,level 3,COL
1,1,2,4,1,1,1.89,tertiary,level 3,COL
1,1,1,4,4,4,1.03,none-tertiary,level 3,COL
1,1,1,4,3,3,0.53,tertiary,level 2,COL
2,1,1,4,4,4,1.27,tertiary,level 1,COL
1,1,1,4,4,4,1.78,tertiary,level 2,COL
1,1,1,4,4,4,1.45,none-tertiary,level 2,COL
2,1,1,4,4,4,1.44,tertiary,level 2,COL
1,1,1,4,3,3,0.01,none-tertiary,level 3,COL
1,1,1,4,3,3,0.98,tertiary,level 3,COL
1,2,2,4,3,4,1.42,tertiary,level 3,COL
3,1,1,4,3,3,-0.25,none-tertiary,level 2,COL
1,1,1,4,3,4,2.33,tertiary,level 2,COL
2,2,2,3,3,1,-0.38,none-tertiary,level 2,COL
1,1,1,4,3,3,-0.72,none-tertiary,level 2,COL
1,1,1,3,2,2,1.27,tertiary,level 1,COL
1,1,1,4,4,4,-0.41,none-tertiary,level 2,COL
2,2,2,2,2,2,1.77,tertiary,level 1,COL
1,1,1,4,4,4,-0.22,none-tertiary,level 2,COL
2,1,1,1,1,1,1.33,tertiary,level 2,COL
1,1,1,4,2,3,1.33,tertiary,level 2,COL
2,1,3,4,4,3,0.03,none-tertiary,level 3,COL
1,1,1,4,4,4,0.48,none-tertiary,level 3,COL
1,1,1,4,3,3,-0.18,none-tertiary,level 2,COL
1,1,1,4,4,4,0.08,none-tertiary,level 3,COL
1,1,1,4,4,3,-0.56,none-tertiary,level 2,COL
1,2,1,4,4,4,0.49,none-tertiary,level 2,COL
1,1,1,4,4,4,1.27,tertiary,level 3,COL
1,1,1,4,4,4,1.54,tertiary,level 1,COL
2,2,2,4,3,3,1.02,none-tertiary,level 2,COL
1,1,1,4,4,3,-1.09,none-tertiary,level 2,COL
1,2,1,3,3,4,0.56,none-tertiary,level 2,COL
1,1,1,4,4,4,1.11,tertiary,level 3,COL
2,2,1,4,4,4,2.35,tertiary,level 3,COL
1,1,1,3,3,3,0.11,none-tertiary,level 2,COL
1,1,1,3,3,3,0.23,tertiary,level 2,COL
1,1,1,4,4,4,0.64,none-tertiary,level 3,COL
1,1,1,4,4,4,1.7,none-tertiary,level 3,COL
1,1,1,4,4,4,0.6,none-tertiary,level 3,COL
1,1,1,4,4,4,2.22,tertiary,level 3,COL
2,1,2,3,4,3,-0.02,none-tertiary,level 2,COL
1,1,1,4,3,4,0.54,none-tertiary,level 3,COL
1,1,1,4,4,4,-0.02,none-tertiary,level 2,COL
1,1,1,4,4,1,-0.95,none-tertiary,level 2,COL
1,1,1,4,4,4,0.16,none-tertiary,level 2,COL
1,1,1,4,4,3,2.6,tertiary,level 2,COL
1,2,1,3,3,2,0.61,none-tertiary,level 1,COL
1,1,1,4,4,4,0.97,none-tertiary,level 2,COL
1,1,1,4,4,4,0.23,none-tertiary,level 2,COL
1,1,1,4,4,4,1.55,tertiary,level 3,COL
1,1,1,4,4,4,0.89,none-tertiary,level 3,COL
1,1,1,4,4,4,1.68,tertiary,level 3,COL
1,2,2,4,3,3,0.93,tertiary,level 2,COL
1,1,1,3,3,3,0.6,none-tertiary,level 1,COL
1,1,1,4,4,4,0.54,tertiary,level 3,COL
2,2,1,3,3,3,0.5,none-tertiary,level 3,COL
1,1,2,3,4,3,0.1,none-tertiary,level 3,COL
1,1,1,4,4,4,-0.19,none-tertiary,level 3,COL
1,1,3,4,4,4,1.68,tertiary,level 3,COL
2,1,2,3,3,3,1.76,tertiary,level 2,COL
1,1,1,4,4,4,1.22,tertiary,level 2,COL
1,1,1,4,4,4,0.73,none-tertiary,level 3,COL
1,1,2,3,3,3,0.59,none-tertiary,level 2,COL
1,1,1,4,4,4,2.25,tertiary,level 3,COL
1,1,1,4,4,3,0.6,none-tertiary,level 3,COL
1,1,1,3,3,3,0.03,none-tertiary,level 3,COL
1,1,1,4,4,3,0.98,tertiary,level 3,COL
1,2,1,4,4,2,2.19,tertiary,level 3,COL
1,1,1,4,4,4,-0.24,none-tertiary,level 2,COL
2,1,1,4,4,2,0.14,none-tertiary,level 2,COL
1,1,2,4,4,3,1.68,tertiary,level 3,COL
1,1,2,3,4,3,0.86,none-tertiary,level 2,COL
1,1,1,4,4,4,-0.99,none-tertiary,level 2,COL
1,1,1,3,3,3,0.98,tertiary,level 3,COL
1,3,1,4,4,1,0.11,none-tertiary,level 2,COL
1,2,2,3,3,3,-0.5,none-tertiary,level 1,COL
1,1,1,3,4,1,0.64,none-tertiary,level 3,COL
2,2,2,3,3,3,1.92,tertiary,level 3,COL
1,1,1,4,4,3,1.44,tertiary,level 3,COL
1,1,1,4,3,2,-1.21,none-tertiary,level 2,COL
1,1,1,2,1,1,0.09,none-tertiary,level 2,COL
2,2,2,3,3,3,1.21,none-tertiary,level 3,COL
1,1,1,3,3,3,0.21,none-tertiary,level 2,COL
1,3,1,4,4,4,0.25,none-tertiary,level 2,COL
1,2,1,4,3,2,0.26,none-tertiary,level 3,COL
1,1,1,3,3,3,1.43,none-tertiary,level 3,COL
1,1,1,2,2,4,2.28,tertiary,level 3,COL
1,1,1,4,3,4,0.87,none-tertiary,level 3,COL
1,1,1,3,3,3,0.36,none-tertiary,level 0,COL
1,1,1,3,3,3,-1.25,none-tertiary,level 1,COL
1,3,1,4,4,3,1,tertiary,level 1,COL
2,1,1,4,1,1,1,tertiary,level 0,COL
1,1,1,3,3,3,-0.33,none-tertiary,level 2,COL
1,1,1,1,1,1,-1.12,none-tertiary,level 0,COL
1,1,2,4,4,3,0.69,tertiary,level 2,COL
1,2,2,2,1,1,0.02,none-tertiary,level 0,COL
1,1,1,4,4,4,0.85,tertiary,level 2,COL
2,2,1,4,2,3,-0.44,none-tertiary,level 1,COL
1,1,1,2,3,3,-0.55,none-tertiary,level 2,COL
1,2,2,2,3,2,-0.8,none-tertiary,level 0,COL
1,2,1,3,3,3,-0.54,none-tertiary,level 1,COL
1,2,1,3,3,2,0.64,none-tertiary,level 2,COL
1,1,1,4,4,4,0.24,none-tertiary,level 2,COL
1,1,1,4,4,3,-0.8,none-tertiary,level 2,COL
1,2,2,3,3,2,-1.21,none-tertiary,level 1,COL
2,2,2,3,3,3,0.12,tertiary,level 1,COL
1,1,1,3,2,2,0.18,none-tertiary,level 0,COL
1,2,2,4,1,3,-0.47,none-tertiary,level 0,COL
1,1,1,2,1,2,-0.41,none-tertiary,level 0,COL
1,1,1,1,2,2,-1.1,none-tertiary,level 2,COL
2,2,2,3,2,3,0.4,none-tertiary,level 0,COL
1,1,1,4,4,2,-0.66,none-tertiary,level 2,COL
1,2,2,4,4,3,-0.71,none-tertiary,level 0,COL
1,1,1,3,2,1,-0.8,none-tertiary,level 0,COL
2,3,1,3,4,3,1.19,none-tertiary,level 1,COL
2,1,3,3,2,2,-0.79,none-tertiary,level 1,COL
1,1,1,4,4,4,-0.18,none-tertiary,level 3,COL
2,3,4,2,1,1,0.54,none-tertiary,level 1,COL
1,2,2,3,3,3,-1.01,none-tertiary,level 2,COL
2,1,2,3,4,3,-0.58,none-tertiary,level 2,COL
1,1,1,4,4,4,0.73,none-tertiary,level 1,COL
1,1,1,4,4,1,0.22,none-tertiary,level 2,COL
1,2,2,2,3,3,-0.09,none-tertiary,level 1,COL
1,1,1,3,4,4,0.81,none-tertiary,level 2,COL
1,1,1,4,4,4,0.21,none-tertiary,level 2,COL
1,1,1,4,4,4,-1.21,none-tertiary,level 0,COL
2,1,3,3,3,2,0.71,tertiary,level 2,COL
2,3,2,3,3,3,-0.85,none-tertiary,level 0,COL
1,1,1,3,3,4,-0.02,none-tertiary,level 2,COL
2,2,2,3,2,3,-0.44,none-tertiary,level 0,COL
1,1,1,4,4,4,0.62,none-tertiary,level 3,COL
1,1,1,3,3,3,0.9,tertiary,level 1,COL
1,1,1,3,4,3,0.19,none-tertiary,level 3,COL
1,1,1,4,4,2,-0.68,none-tertiary,level 2,COL
2,2,2,3,2,3,-1.65,none-tertiary,level 0,COL
1,1,1,3,3,3,0.6,tertiary,level 2,COL
1,1,1,4,4,3,-0.28,none-tertiary,level 2,COL
1,1,4,4,4,4,0.99,none-tertiary,level 1,COL
2,3,1,3,1,2,0.71,tertiary,level 2,COL
1,1,1,3,3,4,0.68,none-tertiary,level 1,COL
1,1,2,4,3,4,-0.17,none-tertiary,level 2,COL
1,1,1,4,4,4,0.25,none-tertiary,level 2,COL
1,1,2,3,3,3,-0.18,none-tertiary,level 1,COL
1,1,1,4,4,4,-1.1,none-tertiary,level 2,COL
1,1,1,4,3,2,1.27,tertiary,level 2,COL
1,1,1,4,4,4,0.57,tertiary,level 1,COL
2,1,2,4,3,4,0.95,tertiary,level 2,COL
1,1,1,3,4,4,1.35,tertiary,level 1,COL
1,1,1,4,4,4,1.27,tertiary,level 3,COL
2,2,1,3,3,3,0.64,none-tertiary,level 2,COL
1,1,2,4,4,3,-0.46,none-tertiary,level 2,COL
1,2,1,3,4,3,1.47,tertiary,level 3,COL
1,1,1,4,4,3,0.17,tertiary,level 3,COL
2,2,2,3,4,3,-0.19,none-tertiary,level 1,COL
