id,idcntry,mat,len,cie,dep,rur,sex,age,edm,edp,s01,s02,s03,s04,s05,s06,s07,b01,b02,b03,b04,b05,b06,b07,b08,bok,am1,am2,am3,as1,as2,as3,re1,re2,re3,re4,re5,re6,re7,ma1,ma2,ma3,ma4,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,rep,v01,v02,v03,v04,v05,v06
15261610126,152,792.771434186544,726.647172503127,833.543125254815,1,0,0,12,2,3,1,1,1,1,1,1,NA,3,2,1,1,2,1,3,0,6,2,3,2,1,1,1,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,3,1,0,0,0,0,0,0
15261860101,152,712.447327036874,583.677750516308,690.561387243772,1,1,1,14,2,2,1,1,0,0,0,0,0,2,2,1,1,1,3,0,1,1,2,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
15260220223,152,839.160701696823,784.97010668571,900.930870374094,0,0,0,12,NA,NA,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1,6,2,2,2,2,1,1,2,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,2,1,1,0,0,0,0,0,0
15260170103,152,727.47378480176906,726.518530377495,704.846201206376,0,0,1,12,NA,NA,1,1,0,0,1,0,1,1,2,1,1,1,0,3,0,6,3,2,3,1,2,1,3,2,2,1,1,1,2,3,3,2,3,2,1,1,2,1,2,2,2,2,2,1,3,1,0,0,0,0,1,0
15261120233,152,809.125587361668,757.601364788394,833.543125254815,1,0,1,12,5,5,1,1,1,1,1,1,1,3,2,3,2,1,0,3,3,5,2,2,1,1,1,1,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,2,3,2,1,3,3,3,2,1,0,0,0,0,1,0
15260120111,152,686.740441175146,754.584712947235,774.09406277467,0,0,0,12,6,6,1,1,1,1,1,1,1,3,2,2,1,1,1,3,1,5,2,2,2,1,1,2,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,1,0,0,0,0,0,0
15260950213,152,932.503930562214,972.404916702324,885.241263817585,1,0,0,12,4,5,1,1,1,1,1,1,1,3,2,3,1,1,1,2,0,6,3,2,2,1,1,1,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,0,0,1,1,0,0
15261240113,152,916.031434716938,824.283531453676,846.947584308789,1,0,0,12,3,5,1,1,1,1,1,1,0,3,2,3,1,1,0,3,3,5,2,3,1,1,1,1,3,3,2,2,3,3,2,3,2,3,1,3,2,1,2,3,2,2,1,2,1,2,2,1,0,0,0,0,0,0
15261130221,152,922.818645504263,863.450270478581,899.109955495348,1,0,1,12,5,5,1,1,1,1,1,1,1,2,3,3,2,1,3,1,1,5,3,2,1,1,1,1,2,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,1,3,3,1,3,3,1,0,0,0,0,0,0
15261880123,152,736.928548663219,861.259759448302,774.09406277467,1,1,1,12,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,3,2,2,1,2,2,3,3,2,3,2,3,3,3,1,3,2,2,2,2,3,2,2,1,2,2,3,1,0,0,0,0,0,0
15260200131,152,723.520659555658,652.099564035197,765.811031204051,0,0,1,13,NA,NA,1,1,1,0,1,1,1,3,2,1,3,1,1,2,1,4,3,2,2,2,3,1,2,2,3,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,3,2,3,3,0,0,0,1,0,0
15241230408,152,904.320183852272,885.855040893083,795.69693553946,1,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15261670204,152,763.303074123821,655.045898360038,668.982344976937,1,0,0,12,NA,NA,1,1,1,0,1,1,1,3,1,3,1,1,2,3,3,5,3,2,2,1,1,1,1,2,3,1,2,1,1,2,2,1,2,3,1,3,1,2,1,3,2,1,3,2,3,3,0,0,0,0,0,0
15261200227,152,984.587215282946,861.259759448302,900.930870374094,1,0,0,12,5,5,1,1,1,1,1,1,1,3,2,2,1,1,0,3,2,6,3,2,2,1,1,1,3,3,2,2,3,3,3,3,3,3,2,2,2,2,3,2,2,1,1,1,1,3,3,1,0,0,0,0,0,0
15261640104,152,984.587215282946,863.450270478581,1026.00723369426,1,0,0,12,NA,NA,1,1,1,0,1,1,1,2,2,3,1,1,0,3,2,6,2,2,2,2,1,1,2,3,3,3,3,2,2,2,2,3,1,2,2,3,2,3,2,3,1,3,2,3,3,1,0,0,0,0,0,0
15260080111,152,676.921933592745,740.260577341231,744.345111642711,0,0,1,14,2,6,1,1,1,1,1,0,0,3,0,0,0,0,3,1,0,2,2,2,3,1,1,1,2,3,2,2,2,2,3,3,3,2,2,2,1,3,3,2,2,2,2,2,2,1,1,2,0,0,0,1,0,0
15260040141,152,867.962186666611,754.46955187973,826.489401061913,1,0,0,12,4,3,1,1,1,0,1,1,1,3,1,2,1,1,3,3,2,6,3,2,2,1,1,1,2,3,3,2,1,3,2,3,3,3,2,2,1,2,2,2,NA,1,2,3,1,2,2,1,0,0,0,0,0,0
15260360228,152,754.693126603347,763.331321493914,641.190245977511,0,0,0,12,3,4,1,1,1,1,1,1,0,3,1,2,1,1,1,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1
15260890122,152,932.503930562214,921.2830252568,1008.11637909858,1,0,0,12,NA,NA,1,1,1,1,1,1,1,3,3,3,2,1,0,3,2,6,3,3,2,1,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,1,0,0,0,0,0,0
15261780135,152,658.060683075617,726.349200536683,663.723741187988,1,0,1,12,5,6,1,1,1,1,1,1,1,3,2,1,1,1,0,3,1,1,3,2,2,2,1,1,2,2,3,1,2,3,3,3,3,3,3,1,2,2,3,3,1,1,3,2,3,2,1,1,0,0,0,0,0,0
15260060140,152,707.255707631048,667.945625270161,748.248414978727,0,0,1,12,NA,NA,1,1,1,0,1,1,1,2,1,1,1,1,1,1,0,2,3,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0
15260260119,152,621.545134680542,833.132483220304,743.800042847179,0,0,1,12,6,6,1,NA,1,NA,NA,1,1,3,2,3,1,1,1,2,0,6,3,2,3,1,2,1,1,3,3,2,2,3,3,3,3,3,3,3,1,3,2,3,2,2,2,3,1,3,3,1,0,0,0,0,0,0
15241040115,152,879.536648597864,834.710937142608,865.169380489376,1,0,0,12,3,3,1,1,1,1,1,1,1,3,1,1,1,1,0,2,1,3,2,2,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15260180219,152,678.080195869449,763.331321493914,753.317023249181,0,0,0,13,6,6,1,1,1,0,0,1,1,1,1,1,3,NA,0,2,0,3,2,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,1,2,2,3,2,2,3,2,0,0,0,0,0,0
15260790105,152,695.410281742729,655.045898360038,668.982344976937,0,1,0,12,2,3,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,2,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,NA,1,NA,3,3,3,1,0,0,0,0,0,0
15230010117,152,712.812180507236,655.485962920017,732.934290711769,0,0,1,12,2,2,1,1,1,1,1,1,1,3,1,0,2,1,1,2,0,2,2,2,2,1,1,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15261550106,152,1049.05736941551,886.147151392184,871.251165904074,1,0,1,11,4,5,1,1,1,1,1,1,1,2,1,3,1,1,2,3,1,6,3,2,1,NA,2,1,3,3,3,3,3,3,3,2,2,2,3,1,1,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0
15261570118,152,835.480741482186,840.254449590615,927.950888810507,1,0,1,12,2,3,1,1,1,0,0,0,1,2,0,0,1,1,1,1,0,3,3,2,2,1,1,1,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,2,1,3,3,2,3,3,2,1,0,0,0,0,0,0
15260790115,152,568.580688040239,577.573780878712,664.221162044796,0,1,0,12,1,3,1,1,0,0,1,0,0,2,1,0,1,1,2,2,1,2,3,2,2,1,1,1,3,2,3,2,3,2,3,3,3,3,2,2,1,2,2,3,3,2,3,3,2,2,3,1,0,0,0,0,0,1
15260200126,152,836.438130653331,795.952932222907,668.982344976937,0,0,0,12,6,6,1,1,1,1,1,1,1,3,2,2,2,1,0,3,1,3,2,2,2,1,1,1,3,3,3,3,2,2,2,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15260800103,152,658.060683075617,631.258813119674,763.468318954096,0,1,0,14,3,6,1,1,0,0,1,0,0,2,2,0,1,1,3,0,1,2,2,2,2,1,1,1,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,3,0,0,0,0,0,0
15261780130,152,878.379768151988,771.440359779417,813.446773133039,1,0,1,12,4,3,1,1,1,1,1,1,1,3,2,1,1,1,2,1,1,6,3,2,3,2,1,2,2,2,1,1,2,3,3,3,3,2,3,2,3,2,3,3,2,1,2,1,2,2,3,1,0,0,0,0,0,0
15261220132,152,819.87905389442,682.652865440504,744.345111642711,1,0,0,12,NA,NA,1,1,1,1,1,1,1,3,3,2,1,1,0,3,2,6,2,2,2,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,3,3,3,2,2,3,2,3,2,1,1,0,1,1,1,0
15260090134,152,675.366686315516,811.726714003948,743.800042847179,0,0,0,13,NA,2,1,1,1,1,0,0,1,3,2,2,1,1,0,3,0,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
15261370124,152,868.7581507888,757.601364788394,684.35538453142,1,0,0,12,3,3,1,1,1,1,1,1,1,3,2,2,1,1,0,1,3,4,2,2,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,NA,2,2,2,1,2,2,1,0,0,0,0,0,0
15261430137,152,922.152892158028,833.132483220304,851.931828079107,1,0,0,12,3,3,1,1,1,0,1,1,1,3,1,2,1,1,0,2,1,3,2,3,2,1,1,1,3,3,2,2,2,3,3,3,2,3,2,2,2,1,2,1,1,2,2,3,2,1,1,1,0,0,0,0,0,0
15261390110,152,707.255707631048,612.323549169251,713.512552266962,1,0,0,12,4,4,1,1,1,1,1,1,1,3,3,3,1,1,0,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15260260114,152,651.300084529039,669.566631010833,696.076945443166,0,0,1,13,5,5,1,1,1,1,1,0,0,3,1,1,2,2,3,0,1,6,3,2,3,1,1,2,2,2,3,2,2,3,3,3,3,3,2,3,2,2,3,2,3,3,2,2,2,3,3,3,0,0,0,0,0,0
15260330202,152,769.844731858955,779.08528795854,937.980165219589,0,0,1,13,6,6,1,1,1,1,1,1,0,3,1,2,2,1,1,3,0,6,3,2,2,1,1,1,2,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,2,2,2,2,3,3,3,1,1,1,1,1,0,0
15261630238,152,916.031434716938,897.252014371893,824.852634341359,1,0,0,12,5,4,1,1,1,1,1,1,1,3,3,3,2,2,0,3,3,6,3,1,2,1,2,1,3,3,3,2,1,3,2,3,2,1,3,3,2,3,1,2,2,3,1,3,3,2,3,1,0,0,0,0,0,1
15261050114,152,736.928548663219,819.979720118117,774.09406277467,1,0,1,12,5,5,1,1,1,1,1,1,1,3,3,3,2,3,1,3,3,5,3,2,2,2,2,1,1,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,3,3,2,1,2,1,0,0,0,0,0,0
15261220125,152,769.889329752686,863.450270478581,987.441902528933,1,0,1,12,5,5,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,6,3,3,3,2,2,1,2,2,2,1,2,2,1,2,2,1,3,2,1,1,2,2,1,2,2,2,1,3,2,1,0,0,0,1,1,1
15260060132,152,753.380562454932,673.866863289994,793.59660449715,0,0,0,13,2,2,1,1,1,0,0,1,1,2,2,1,1,1,0,1,1,3,3,1,2,1,1,1,2,2,3,2,3,3,2,3,2,3,3,3,2,3,3,3,2,2,2,3,2,2,2,2,0,0,0,0,0,0
15260790136,152,776.677265733399,712.603133311372,608.201086989035,0,1,0,12,2,2,1,1,1,0,0,0,0,2,0,0,1,1,1,0,1,2,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,2,2,2,2,1,1,0,1,0,1,1,1
15260800117,152,568.580688040239,771.440359779417,684.780553438712,0,1,1,14,6,6,1,1,1,0,1,0,1,3,1,2,2,1,NA,0,0,3,2,2,1,1,1,1,1,2,2,2,2,2,3,3,3,3,2,2,1,2,3,2,2,2,1,2,1,2,1,2,0,0,0,0,0,0
15241140113,152,786.576629165057,977.367632899844,955.021655012284,1,0,1,12,6,6,1,1,1,1,1,1,1,3,2,3,1,1,0,3,1,5,2,2,1,1,1,1,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,1,2,2,2,2,3,2,1,0,0,0,0,1,0
15261560223,152,810.211148626261,669.240310231574,924.026853924325,1,0,0,12,5,5,1,1,1,1,1,1,1,3,2,NA,1,2,0,3,2,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
15261290429,152,825.863996733009,886.147151392184,871.251165904074,1,0,0,11,4,5,1,1,0,1,1,1,0,2,1,3,1,1,1,2,1,4,3,3,2,1,1,1,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,3,3,1,0,0,0,0,0,0
15260060116,152,769.844731858955,748.422701976674,783.707674904887,0,0,0,11,2,2,1,1,1,1,1,0,1,3,3,1,3,2,1,2,1,4,3,2,2,1,1,1,1,2,3,NA,2,2,2,3,2,2,3,3,2,3,3,2,3,3,3,2,2,3,2,1,0,0,0,0,0,0
15261110108,152,792.492246086554,869.013854639774,824.852634341359,1,0,0,13,5,5,1,1,1,1,1,1,1,2,1,1,2,1,1,3,3,6,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,2,1,0,0,0,0,0,0
15261120211,152,769.889329752686,891.123072159254,855.008450839654,1,0,1,12,4,5,1,1,1,1,1,1,1,3,2,3,1,1,0,3,1,6,3,2,2,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,1,0,0,0,0,0,0
15260860221,152,736.928548663219,660.792962513479,754.755959887372,0,1,0,12,3,4,1,1,1,0,1,1,0,3,1,2,1,1,0,3,1,4,3,3,2,2,2,1,3,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,1,0,0,0,0,0,0
15261340106,152,868.7581507888,787.895636127489,783.38611365402,1,0,0,12,3,3,1,1,1,0,1,1,1,3,1,1,1,1,1,2,1,4,3,3,2,1,1,1,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,2,3,3,2,2,1,0,0,0,0,0,0
15260290228,152,810.211148626261,933.044130210279,956.142027903091,0,0,0,11,5,5,1,1,1,0,1,1,1,3,3,1,1,1,3,1,1,6,2,3,1,2,2,2,1,1,1,1,2,2,2,2,2,3,2,2,2,3,1,2,3,2,2,2,1,3,3,1,0,0,0,0,0,0
15261680208,152,879.536648597864,921.2830252568,920.501348268822,1,0,1,12,5,5,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,6,2,3,2,1,2,1,3,3,3,2,3,3,2,3,3,2,2,2,2,2,3,3,2,3,NA,2,3,2,3,1,0,0,0,0,0,0
15261520221,152,662.61459751595,845.207036169785,782.010244112472,1,0,0,12,2,2,1,1,1,0,1,1,0,2,1,1,1,1,0,3,0,6,2,2,2,1,1,1,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0
15261080220,152,711.244424554565,660.792962513479,620.509501329898,1,0,1,12,6,6,1,1,0,1,1,1,1,2,1,3,1,1,1,0,2,4,3,2,2,2,2,1,2,2,3,2,3,2,2,1,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,1,0,0,0,1,0,0
15261000223,152,932.529811718045,852.939585977527,1042.1072331922,1,0,0,12,5,5,1,1,1,0,0,1,1,3,1,NA,2,1,3,1,1,6,3,2,2,1,2,1,2,3,2,2,3,2,3,3,3,3,2,3,2,2,2,3,2,3,2,3,2,1,3,1,0,0,0,0,0,0
15260370214,152,568.580688040239,634.097385591464,570.654690811188,0,0,1,12,NA,NA,1,1,0,0,1,0,0,3,1,2,1,1,3,1,1,1,2,3,3,2,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15261560201,152,727.47378480176906,620.264505839953,826.489401061913,1,0,1,12,3,4,1,1,1,0,0,1,1,3,2,2,2,1,2,2,3,6,3,2,2,1,1,1,3,3,3,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,2,3,2,3,3,1,0,0,0,1,0,0
15260060117,152,678.080195869449,693.829399146748,732.506338614645,0,0,1,12,3,3,1,1,1,1,1,1,1,3,2,2,1,2,0,3,1,2,3,2,2,1,2,1,1,2,2,3,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15261220131,152,878.379768151988,861.259759448302,1075.07549402581,1,0,0,12,4,4,1,1,1,1,1,1,1,3,0,3,1,1,1,2,1,3,2,2,1,2,1,1,2,3,3,2,3,3,2,3,3,3,2,2,2,1,2,1,2,2,2,2,2,2,3,1,0,0,0,0,0,0
15260530109,152,696.479553042866,787.895636127489,765.544228786245,0,1,1,13,2,3,1,1,0,0,1,0,1,2,1,0,1,1,1,2,0,4,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,0,1,0,1,0,0
15261380101,152,744.839526945012,774.412789467286,716.556646935781,1,0,1,12,3,3,1,1,1,1,1,1,0,3,2,3,1,1,1,3,0,6,2,2,2,1,1,1,2,2,3,2,2,3,3,3,3,3,2,3,1,2,3,3,2,3,2,2,2,2,3,1,0,0,0,0,0,0
15261560243,152,885.184388722333,682.652865440504,899.109955495348,1,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15260730113,152,784.854428123014,664.971456102599,841.20973212991,0,1,0,12,NA,NA,1,1,0,1,0,1,1,1,1,2,1,1,2,0,1,5,2,2,2,1,1,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15260200117,152,769.889329752686,686.884228713883,754.755959887372,0,0,1,12,4,5,1,1,0,0,1,0,1,3,2,1,1,1,1,2,1,5,3,2,2,2,1,1,2,3,3,3,3,3,2,2,2,NA,3,3,2,2,3,3,2,2,2,3,3,3,3,1,0,0,0,0,0,0
15260930222,152,858.170757505403,789.787448899724,715.91883067435,1,0,1,12,4,4,NA,NA,NA,0,1,1,NA,2,1,2,1,1,1,2,1,5,2,2,1,2,2,1,2,3,3,2,3,2,2,3,3,3,2,3,2,3,3,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0
15261680215,152,861.1171267635,824.283531453676,891.776101262241,1,0,1,13,3,5,1,1,1,1,1,1,1,3,2,2,1,1,1,3,2,3,3,2,2,1,1,1,2,3,2,2,3,2,3,3,3,3,3,2,1,1,2,2,1,3,2,1,1,1,3,1,0,0,0,0,0,0
15241180108,152,984.587215282946,926.401786267859,955.021655012284,1,0,1,12,5,4,1,1,1,0,1,1,1,3,3,3,1,1,0,3,3,5,3,2,2,2,2,1,2,1,2,1,2,3,3,3,3,3,3,3,3,3,3,2,1,2,3,1,3,3,3,1,0,0,0,0,0,0
15260810102,152,835.480741482186,643.818611034816,620.509501329898,0,1,0,13,6,6,1,1,1,0,0,1,1,2,0,1,1,1,2,0,1,2,2,3,3,1,1,1,2,2,2,3,3,3,3,3,3,3,2,2,1,3,3,3,3,2,2,3,3,3,3,1,0,0,0,0,0,0
15260600104,152,819.87905389442,789.787448899724,784.334728528051,0,1,1,12,4,2,1,1,1,0,1,0,0,1,1,0,1,1,2,0,1,4,3,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,2,3,2,3,3,1,0,0,1,1,0,0
15261470122,152,641.82099337517,693.829399146748,753.317023249181,1,0,1,12,2,2,1,1,1,0,1,0,1,1,1,0,1,1,2,1,1,2,3,2,3,1,1,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,1,0,0,0,0,0,0
15261600204,152,739.289227960425,972.404916702324,783.707674904887,1,0,1,12,3,2,1,1,1,1,1,1,1,3,1,2,1,2,3,1,0,5,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,1,0,0,0,0,0,0
15260370230,152,758.481775739456,726.647172503127,569.511172297042,0,0,0,12,5,5,1,1,0,1,1,1,0,3,1,1,1,NA,1,2,1,3,3,3,3,1,2,1,2,2,2,1,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,NA,3,1,2,1,1,1,1,1,0,0
15261650230,152,825.863996733009,869.013854639774,891.776101262241,1,0,1,12,3,3,1,1,1,0,1,1,1,3,2,3,1,1,1,3,0,6,2,3,2,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,1,1,0,0,0,0,0
15261090212,152,814.844684373191,829.873710286403,802.106017825931,1,0,1,13,4,4,1,1,1,1,1,1,1,3,2,3,1,1,1,3,3,5,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,2,2,2,2,2,3,2,0,0,0,0,0,0
15261900130,152,789.288001701545,647.569660885119,724.630357094242,1,1,0,12,3,3,1,1,1,0,1,1,0,2,1,1,1,1,1,3,0,4,3,2,2,1,1,1,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,0,0
15260220201,152,672.582121199344,791.599892435478,660.069058637759,0,0,0,12,3,3,1,1,1,0,1,1,1,3,2,1,1,1,0,2,0,4,2,2,3,2,1,1,3,3,3,3,3,2,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0
15261560212,152,703.730029578287,926.401786267859,715.91883067435,1,0,1,12,6,6,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,2,2,1,1,1,2,3,3,2,2,3,3,3,2,2,3,2,2,2,3,NA,3,3,2,2,2,2,3,1,0,0,0,1,1,0
15260230230,152,736.928548663219,669.566631010833,696.076945443166,0,0,0,12,2,3,1,1,1,0,1,0,1,2,1,1,1,1,1,0,1,2,2,2,2,1,1,1,1,2,2,2,2,3,3,3,2,3,3,3,1,3,3,3,3,1,3,3,3,3,3,1,0,0,0,0,0,0
15260060108,152,632.500853793072,605.940340639263,608.659300876929,0,0,0,12,NA,NA,1,1,1,1,1,1,0,3,3,2,2,3,2,3,3,6,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,1,1,0,0,0,0,0
15261350128,152,799.820972702492,880.474156220866,802.106017825931,1,0,0,12,NA,2,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,3,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15261920124,152,696.479553042866,757.601364788394,833.543125254815,1,1,1,12,NA,2,1,1,1,1,1,1,1,3,2,2,1,1,0,3,3,3,3,1,3,1,1,1,3,3,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,0,0
15261750322,152,746.248758836519,730.59628546646,541.759563511896,1,0,0,12,4,4,1,1,1,0,1,1,1,3,1,3,2,1,1,2,3,1,3,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,3,3,2,2,1,1,1,3,1,1,1,1,1,1,0,0,0,1,0,0
15261920108,152,769.889329752686,643.818611034816,675.696447191491,1,1,0,12,6,6,1,1,1,1,1,1,0,3,1,2,1,1,0,3,1,2,2,2,3,1,1,1,3,2,3,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,2,2,1,0,0,0,1,1,0
15261910124,152,1020.5022917693,922.415352957761,846.947584308789,1,1,1,12,NA,NA,1,1,1,0,0,1,1,3,1,1,1,1,2,1,1,6,3,2,1,1,1,1,3,3,3,2,2,3,2,3,3,3,2,2,2,2,1,2,3,2,2,2,3,2,2,1,0,0,0,0,0,0
15261460103,152,746.248758836519,693.829399146748,711.655407960354,1,0,0,12,2,3,1,1,1,0,0,0,0,1,1,1,1,1,2,3,1,2,2,2,2,1,1,1,2,2,3,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,1,0,1,1,1,0,0
15261160130,152,868.7581507888,933.044130210279,783.38611365402,1,0,0,13,5,5,1,1,1,1,1,1,1,2,2,3,1,1,0,3,1,4,2,3,1,1,2,1,3,2,3,3,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,2,3,3,1,0,0,0,0,0,0
15261650214,152,769.889329752686,819.979720118117,877.247556556286,1,0,0,13,3,4,1,1,1,1,1,1,NA,3,2,2,1,1,1,2,1,6,3,2,3,2,1,1,2,3,3,3,3,NA,2,2,3,3,2,2,3,2,2,2,1,3,1,2,1,2,2,1,0,0,0,0,0,0
15260970218,152,821.042100412233,840.254449590615,774.09406277467,1,0,0,12,5,5,1,1,0,1,1,1,0,3,1,3,1,1,0,3,1,6,2,2,2,2,2,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,0,0,0,0,0,0
15260330231,152,658.462980198051,590.965274807808,508.74282924907,0,0,0,12,6,6,1,0,0,0,1,1,0,3,2,1,1,0,0,0,0,6,2,3,3,2,2,1,2,2,1,NA,1,2,2,2,2,2,3,2,2,2,1,1,2,2,2,1,2,1,2,1,1,0,1,1,0,0
15261870108,152,922.152892158028,833.132483220304,765.544228786245,1,1,1,12,2,4,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,6,2,2,2,2,1,1,3,3,3,NA,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15260130111,152,728.898184803912,671.774278450193,647.468471386256,0,0,1,12,3,5,0,1,1,0,1,1,1,3,2,1,1,1,1,3,0,2,2,3,2,2,1,1,3,1,1,1,2,2,1,2,3,3,2,2,2,2,3,2,1,2,3,2,1,2,3,1,0,0,0,0,0,0
