id,idcntry,mat,len,cie,dep,rur,sex,age,edm,edp,s01,s02,s03,s04,s05,s06,s07,b01,b02,b03,b04,b05,b06,b07,b08,bok,am1,am2,am3,as1,as2,as3,re1,re2,re3,re4,re5,re6,re7,ma1,ma2,ma3,ma4,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,rep,v01,v02,v03,v04,v05,v06
15261460127,152,579.444931880033,556.945733304789,623.272877631754,1,0,0,12,2,2,1,1,1,0,0,0,1,3,1,1,1,1,1,1,1,6,3,1,3,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,1,0,0
15261540127,152,641.82099337517,921.2830252568,840.774958028732,1,0,1,12,6,6,1,0,1,1,1,1,1,3,3,2,1,1,0,3,1,5,2,2,1,1,1,1,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,3,3,2,2,3,1,0,0,0,0,0,0
15260130114,152,658.462980198051,738.847160220236,620.509501329898,0,0,0,12,NA,NA,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,3,2,2,2,1,1,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,2,2,3,1,0,0,0,0,0,0
15261310223,152,780.661072230014,809.722119866552,774.304924935006,1,1,1,13,5,5,1,1,1,1,1,1,1,3,2,3,3,1,0,3,2,6,3,3,2,2,2,1,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,3,3,2,2,3,3,1,3,1,1,0,0,0,0,0
15241180120,152,924.402929010597,891.123072159254,987.441902528933,1,0,1,12,6,5,1,1,1,1,1,1,1,3,2,3,1,1,2,1,1,6,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,1,0,0,0,0,0,0
15261600224,152,825.863996733009,1088.93500984238,815.871220868558,1,0,1,12,NA,2,1,0,1,0,1,1,0,3,1,1,1,1,3,1,1,4,2,3,2,1,1,1,3,3,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,1,0,0,0,0,0,0
15260780133,152,696.479553042866,805.359816580475,749.224327285214,0,1,0,13,2,2,1,1,1,0,1,1,0,2,2,1,2,2,0,3,2,5,2,3,2,1,2,1,2,3,3,1,2,2,3,3,2,3,2,1,1,2,2,2,1,2,1,2,1,1,3,1,0,0,0,0,0,0
15261290418,152,792.492246086554,683.11426939796,663.723741187988,1,0,0,13,NA,1,1,1,1,1,1,1,1,3,3,3,1,2,0,3,2,5,2,2,2,1,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,1,0,1,0,1,0,0
15261240121,152,967.554371932825,926.401786267859,1120.9339904645,1,0,0,12,5,3,1,1,1,1,1,1,1,3,3,3,1,1,0,3,3,6,2,3,3,1,1,2,3,3,3,1,3,2,3,3,3,3,2,1,2,3,3,2,2,2,3,3,3,2,3,1,1,0,0,1,0,0
15260320213,152,638.814926882892,699.937958042216,724.630357094242,0,0,1,12,3,NA,1,1,0,1,1,1,1,3,2,2,1,1,0,3,1,6,3,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3,3,2,2,3,3,2,3,3,2,2,3,2,1,1,0,0,0,1,0,0
15261630228,152,885.184388722333,861.259759448302,960.826169157637,1,0,1,13,5,5,1,1,1,1,1,1,1,3,2,1,1,1,2,NA,1,5,2,2,1,2,1,1,3,3,3,3,2,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15261930133,152,786.576629165057,771.440359779417,696.076945443166,1,1,1,12,3,6,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,0,4,3,2,2,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,3,3,2,3,3,2,2,2,3,1,1,0,0,0,0,0
15261070315,152,836.438130653331,809.722119866552,891.483958358023,1,0,1,12,3,3,1,1,1,1,1,1,1,3,3,2,NA,1,0,3,2,5,2,2,1,1,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,2,1,2,3,3,1,2,2,1,2,1,0,0,0,0,0,0
15261190411,152,916.031434716938,897.252014371893,924.026853924325,1,0,1,12,5,5,1,1,1,1,1,1,1,3,2,2,2,1,0,3,2,6,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,1,0,0,0,0,0,0
15261470107,152,821.042100412233,789.787448899724,877.247556556286,1,0,1,12,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,4,3,2,3,1,1,1,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,3,1,2,1,1,2,1,0,0,0,0,0,0
15261590210,152,799.820972702492,716.985519714093,802.106017825931,1,0,1,12,3,3,1,1,1,1,1,1,1,3,1,1,1,1,3,0,0,5,3,2,3,1,1,1,2,2,3,2,2,2,2,3,3,3,3,3,1,3,2,2,3,2,1,2,2,3,2,1,0,0,0,0,0,0
15260620104,152,885.184388722333,863.450270478581,899.109955495348,0,1,0,12,3,2,1,1,0,0,1,1,1,2,3,1,1,1,3,0,0,6,3,2,2,1,1,1,2,2,3,2,2,3,3,3,2,3,2,2,2,3,3,2,2,2,2,2,3,3,2,1,0,0,0,0,0,0
15261270301,152,1007.09838415554,869.013854639774,699.967567110936,1,0,0,12,5,5,1,1,1,1,1,1,1,3,3,3,3,2,0,3,2,6,3,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,3,1,1,1,1,2,2,1,2,3,2,3,3,1,0,0,0,0,1,0
15240910103,152,835.480741482186,789.787448899724,826.489401061913,1,0,1,11,4,3,1,1,1,1,1,1,1,3,2,3,2,1,0,3,3,2,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,3,2,2,2,2,3,2,3,1,0,0,0,0,0,0
15261080205,152,644.807148863508,726.349200536683,749.224327285214,1,0,1,12,NA,NA,1,1,1,1,1,1,1,3,1,3,2,1,0,3,3,6,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,2,2,1,3,1,1,1,0,0,0,0,0,0
15260020105,152,803.576182068136,863.450270478581,955.021655012284,0,0,0,12,5,4,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,2,2,2,3,2,1,2,3,3,3,2,3,2,2,3,2,3,1,1,2,2,3,3,2,3,1,2,2,2,3,1,0,0,0,1,0,0
15261430122,152,676.921933592745,738.847160220236,744.345111642711,1,0,0,12,6,6,1,1,1,0,1,1,1,3,2,3,1,3,0,3,3,6,3,2,3,2,2,2,2,1,2,2,1,1,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15261670225,152,703.730029578287,630.976475564132,NA,1,0,1,12,2,6,1,1,1,1,1,1,1,0,0,3,1,1,1,3,1,5,3,2,2,2,2,1,1,1,3,3,2,3,2,3,3,2,3,3,1,3,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1
15261370125,152,900.242963984845,863.450270478581,793.59660449715,1,0,1,12,2,3,1,1,1,1,1,0,1,3,1,0,1,1,3,0,1,6,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15260920109,152,943.995929971295,810.175991931238,960.826169157637,1,0,1,12,5,5,1,1,1,0,1,1,1,3,1,3,2,1,2,2,2,6,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,1,1,1,0,0,0,0,0,0
15260750120,152,720.416838815629,656.650960529419,654.543615895988,0,1,1,14,2,2,1,1,1,0,0,0,0,2,0,0,2,1,0,2,0,4,3,2,2,2,1,3,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,3,0,0,0,0,1,0
15261030109,152,851.457066759533,810.175991931238,849.039821652269,1,0,0,12,5,5,1,1,1,0,1,1,1,3,3,3,2,1,1,3,2,5,3,3,2,2,1,2,2,2,1,1,1,1,2,3,3,3,2,2,1,1,1,1,3,2,2,1,1,2,2,1,0,0,0,0,0,0
15261150223,152,867.962186666611,896.636802850535,764.180669159736,1,0,0,12,6,6,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,3,3,2,1,1,2,1,2,3,3,2,3,3,3,3,3,3,3,1,1,3,3,3,2,3,1,3,2,3,3,1,0,0,0,0,0,0
15261910133,152,877.771630081486,814.312289019227,802.106017825931,1,1,0,12,2,2,1,1,1,0,1,1,1,3,1,1,1,1,0,1,1,3,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,1,0,0,0,0,0,0
15261640138,152,744.839526945012,741.642854517584,815.871220868558,1,0,0,13,2,4,1,1,1,1,1,1,1,3,2,1,1,2,1,3,1,3,2,2,3,2,2,3,2,3,2,2,2,2,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,3,2,0,0,0,0,0,0
15260240103,152,703.730029578287,819.979720118117,735.419712752912,0,0,1,12,5,6,1,1,1,0,1,1,1,3,2,3,1,1,1,3,2,5,3,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0
15261650234,152,845.490045409845,858.040399938525,821.19714889962,1,0,1,12,5,4,1,1,1,1,1,1,1,3,1,3,1,1,0,3,1,6,3,2,2,1,1,1,3,2,3,2,2,3,2,3,3,3,2,3,2,3,3,3,3,2,2,2,2,3,2,1,0,0,0,0,0,0
15261400120,152,675.366686315516,658.336119403428,569.511172297042,1,0,0,12,6,6,1,1,1,0,0,0,0,1,2,0,1,0,0,1,0,4,2,2,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,1,2,2,2,3,2,2,1,1,1,1,1,1,1
15260160109,152,703.730029578287,789.787448899724,696.076945443166,0,0,0,14,3,5,1,1,NA,0,1,1,1,3,1,3,1,1,1,1,0,6,2,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,2,3,2,3,3,2,0,NA,NA,NA,NA,NA
15261560208,152,672.582121199344,748.422701976674,748.248414978727,1,0,0,12,6,6,1,1,1,1,1,1,0,3,3,2,2,1,0,3,3,5,3,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0
15260920121,152,885.184388722333,789.787448899724,724.630357094242,1,0,0,13,5,5,1,1,1,0,0,1,1,3,3,3,3,2,1,2,3,3,2,3,1,2,2,2,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,1,3,2,2,2,1,3,2,0,0,0,0,0,0
15260290201,152,799.820972702492,730.59628546646,783.707674904887,0,0,1,12,2,3,1,1,1,1,1,1,0,3,2,3,2,2,1,3,3,3,2,3,2,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,1,2,3,2,2,2,3,3,1,0,0,0,0,0,0
15260270228,152,754.693126603347,759.400762135943,730.865360950977,0,0,1,12,2,3,1,1,0,1,1,0,0,2,1,0,1,1,0,0,1,5,2,2,1,2,2,1,3,3,3,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,2,1,0,0,0,0,0,0
15261750319,152,1150,977.367632899844,1026.00723369426,1,0,1,12,5,5,1,1,1,0,0,1,1,1,1,2,1,1,3,1,1,6,3,2,2,1,3,1,3,3,3,2,3,3,3,3,2,3,2,3,2,2,3,3,2,3,2,2,2,3,3,1,0,0,0,1,1,0
15261410101,152,774.07309766787,682.652865440504,744.345111642711,1,0,0,12,3,3,1,1,1,1,1,1,1,3,3,2,1,2,0,3,0,4,3,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,2,1,0,0,0,0,0,0
15260180207,152,763.303074123821,763.331321493914,646.65924211913,0,0,1,11,6,3,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,3,3,2,2,2,1,1,1,3,3,2,2,2,3,3,3,2,2,2,3,3,2,3,2,2,2,3,3,2,2,1,0,0,0,1,0,0
15260040143,152,695.410281742729,703.719781387979,646.65924211913,1,0,0,12,NA,NA,1,1,1,1,1,1,0,2,1,1,1,2,3,1,1,2,3,3,3,1,2,1,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,3,2,1,2,2,1,3,2,1,0,1,1,1,0,0
15261390104,152,932.503930562214,921.2830252568,862.43115157821,1,0,1,12,4,4,1,1,1,0,1,1,1,2,1,2,1,1,3,1,2,5,3,2,3,2,2,1,2,2,2,2,2,3,3,3,2,2,2,2,1,3,3,2,1,2,2,1,2,3,3,1,0,0,0,1,0,0
15261270305,152,913.068840194063,858.040399938525,969.911438875634,1,0,0,12,5,5,1,1,1,1,1,1,1,3,3,3,1,1,1,3,3,6,3,2,2,1,2,1,2,2,3,2,2,2,NA,3,2,1,3,2,2,2,1,2,1,1,2,2,3,2,2,1,0,0,0,0,0,0
15260300126,152,825.863996733009,922.415352957761,938.073104651261,0,0,1,11,4,3,1,1,1,1,1,1,1,2,2,1,1,1,1,3,0,6,2,3,2,1,2,1,1,1,2,3,2,2,2,2,3,3,1,3,2,3,3,3,2,3,2,2,2,3,3,1,0,0,0,0,0,0
15261260111,152,851.457066759533,810.175991931238,744.345111642711,1,0,1,12,5,5,1,1,0,1,1,1,1,3,1,3,1,1,0,3,1,6,3,2,2,1,2,1,3,3,3,2,2,2,3,3,3,3,2,3,2,3,3,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0
15261090207,152,966.020818864017,972.404916702324,992.546885614016,1,0,1,12,5,5,1,1,1,1,1,1,1,3,2,3,1,1,0,3,3,6,2,3,1,1,2,1,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,2,3,3,1,0,0,0,0,0,0
15240910114,152,878.379768151988,861.259759448302,877.247556556286,1,0,1,11,5,5,1,1,1,1,1,1,1,2,3,2,1,1,0,3,1,4,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,2,2,1,0,0,0,0,0,0
15260660101,152,867.962186666611,861.259759448302,927.950888810507,0,1,0,12,6,3,1,1,1,0,1,1,1,2,1,1,1,1,2,1,2,5,3,3,3,2,1,1,2,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,2,2,3,2,1,0,0,0,0,0,0
15260230214,152,672.582121199344,639.100754841275,577.738214896836,0,0,1,13,NA,6,1,1,0,0,0,0,0,2,1,1,1,1,2,0,0,1,2,2,2,1,2,1,2,2,2,1,2,1,2,3,3,3,2,2,1,1,2,2,2,3,1,1,2,2,3,2,0,0,0,0,0,0
15261670238,152,789.288001701545,771.440359779417,784.334728528051,1,0,1,12,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,3,3,2,3,2,1,2,2,3,2,2,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,2,2,1,0,0,1,0,0,0
15260210305,152,696.479553042866,811.726714003948,562.462810088592,0,0,0,12,NA,NA,1,1,0,0,1,1,1,2,2,0,1,1,1,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,0,1,1,0
15260780138,152,641.82099337517,642.066948738803,598.407632559453,0,1,0,13,NA,NA,1,1,1,0,1,1,1,2,2,2,1,2,1,2,2,NA,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,NA,1,0,0,1,1,1
15261770325,152,658.462980198051,709.733919479415,744.345111642711,1,0,1,12,6,6,1,1,1,1,1,1,1,3,1,3,1,1,0,3,1,6,3,2,3,2,1,1,2,2,3,2,2,3,3,3,2,3,2,3,2,3,3,3,2,2,3,2,NA,2,1,1,0,0,0,0,0,0
15261700105,152,857.133030510885,791.599892435478,920.501348268822,1,0,1,12,6,6,1,1,1,1,1,1,1,3,2,3,1,2,3,3,3,5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,3,3,1,0,0,0,0,0,0
15241440118,152,839.160701696823,784.97010668571,877.247556556286,1,0,0,12,3,4,1,1,1,1,1,1,1,3,1,1,1,1,3,0,0,4,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,1,0,0,0,0,0,0
15260320235,152,725.406787510287,741.642854517584,684.35538453142,0,0,0,14,4,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,6,2,3,1,2,3,1,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
15261900135,152,703.730029578287,669.566631010833,715.91883067435,1,1,0,15,3,2,1,1,1,0,1,0,1,2,1,1,1,1,2,1,0,2,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,0,0,0,0,0,0
15260280107,152,946.429002528678,845.207036169785,833.543125254815,0,0,0,12,2,3,1,1,0,0,1,1,0,3,1,2,1,1,0,3,0,5,2,2,2,1,1,1,3,3,3,2,3,2,2,3,3,3,2,1,2,2,3,3,2,2,1,3,2,2,2,1,0,0,0,0,0,0
15261680209,152,843.133871845209,641.765195530861,871.251165904074,1,0,0,12,NA,NA,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,3,3,1,1,1,1,3,3,3,2,3,3,2,3,3,2,2,1,3,3,3,3,3,3,2,3,3,3,3,1,0,0,0,0,0,0
15260860204,152,727.47378480176906,682.652865440504,596.614188623103,0,1,0,13,2,2,1,1,1,1,1,1,1,3,1,1,2,1,0,1,1,4,2,2,2,2,2,1,3,2,2,3,2,2,3,3,2,3,2,2,1,2,3,2,2,2,2,3,2,3,2,1,0,0,0,1,0,0
15261760221,152,803.576182068136,1051.81699479446,926.599019887008,1,0,0,12,4,4,1,1,1,0,1,1,1,3,1,2,1,1,2,2,0,6,2,2,1,1,1,1,2,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,2,3,2,1,1,3,1,0,0,0,0,0,0
15261130209,152,885.184388722333,1081.45771121244,960.826169157637,1,0,0,13,4,5,1,1,1,1,1,1,1,3,2,3,1,1,NA,3,2,6,2,3,1,1,1,1,3,2,2,2,3,3,3,3,3,3,2,2,3,2,3,3,2,2,2,2,2,3,3,1,0,0,0,0,0,0
15230040311,152,1036.60858841237,966.412291051298,910.169896640932,1,0,1,12,5,5,1,1,1,1,1,1,1,3,2,3,1,1,0,3,3,6,3,2,1,1,2,1,2,3,3,2,3,2,2,3,3,3,2,2,1,2,3,3,2,3,1,2,3,2,2,1,0,0,0,0,0,0
15261020102,152,739.289227960425,779.08528795854,783.707674904887,1,0,1,12,4,5,1,1,1,NA,1,1,1,3,1,2,1,0,0,2,0,4,3,1,1,1,1,1,2,3,2,1,1,3,2,3,2,2,3,2,3,2,2,2,3,2,1,3,2,1,2,1,0,0,0,0,0,0
15261740306,152,774.07309766787,833.484406570347,805.021852741926,1,0,1,12,3,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,6,2,3,2,2,1,1,2,3,3,3,2,3,3,3,3,3,2,3,1,3,3,3,3,2,2,2,3,3,3,1,0,0,0,0,0,0
15261270337,152,825.863996733009,787.895636127489,732.934290711769,1,0,0,13,NA,NA,1,1,1,1,1,1,1,3,1,3,3,2,0,3,3,6,2,2,2,1,1,1,2,3,3,2,2,2,3,3,3,3,2,3,2,2,2,2,1,2,1,2,2,2,2,1,0,0,0,0,0,0
15260720115,152,775.302359483749,755.975257901342,704.440859011235,0,1,0,12,2,2,1,1,1,0,0,1,1,1,1,0,1,1,2,1,0,2,2,3,3,1,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,3,2,3,3,3,2,2,2,3,2,1,0,0,1,0,0,0
15261940210,152,819.87905389442,840.254449590615,899.109955495348,1,1,0,12,4,5,1,1,1,1,1,1,1,2,3,2,3,2,0,3,1,6,2,2,2,2,1,1,3,3,2,3,2,2,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,3,2,1,0,0,0,0,0,0
15260120124,152,743.275791584459,669.566631010833,684.780553438712,0,0,0,12,3,3,1,1,1,0,1,1,0,3,3,3,1,2,2,3,1,4,2,3,1,1,1,1,1,2,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0
15261420121,152,821.042100412233,1051.81699479446,855.008450839654,1,0,1,12,5,4,1,1,1,NA,1,NA,1,2,1,1,1,1,0,3,1,6,3,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,1,0,0,0,0,0,0
15260110113,152,744.839526945012,792.333010542342,765.544228786245,0,0,0,15,2,2,1,1,1,1,0,0,1,2,1,0,1,1,0,1,1,3,2,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,2,0,0,0,0,0,0
15261620140,152,817.002471806403,759.400762135943,774.304924935006,1,0,1,13,3,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1,1,2,2,2,2,3,3,1,2,2,3,3,3,3,3,3,2,1,3,2,2,2,2,2,2,0,0,0,0,0,0
15260770129,152,579.444931880033,693.829399146748,598.407632559453,0,1,1,11,6,6,1,1,0,1,1,1,1,3,1,2,1,1,3,2,1,3,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,1,3,3,1,0,0,0,0,0,0
15260170119,152,810.211148626261,787.895636127489,619.739405459454,0,0,0,11,3,3,1,1,1,0,1,0,1,2,2,1,1,1,3,0,0,4,3,2,2,2,1,1,1,2,2,1,2,2,1,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15261890127,152,932.503930562214,703.719781387979,765.811031204051,1,1,0,14,2,6,1,1,0,0,1,NA,1,3,3,3,1,1,3,1,1,2,2,2,2,2,1,1,2,3,3,2,2,2,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,2,3,0,0,0,0,1,0
15261270314,152,810.211148626261,685.247661508231,569.511172297042,1,0,0,12,5,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,6,3,1,3,3,3,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,4,0,0,0,0,0,0
15260240124,152,729.34512063229,763.331321493914,732.506338614645,0,0,1,12,NA,NA,1,1,1,1,1,0,1,3,1,2,1,1,3,1,0,6,3,1,3,3,3,3,3,3,3,1,1,2,2,NA,3,3,3,1,3,1,NA,2,2,1,1,2,2,2,2,1,0,0,0,1,NA,NA
15261570121,152,696.479553042866,933.044130210279,716.556646935781,1,0,0,12,6,6,1,1,1,0,1,0,1,2,1,1,1,1,1,2,0,5,2,2,2,1,2,1,2,2,2,3,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,2,3,1,1,3,0,0,0,0,0,0
15261520218,152,727.47378480176906,713.114066464248,899.109955495348,1,0,1,12,3,3,1,1,1,0,1,1,1,3,1,3,1,1,3,3,1,4,3,2,3,2,2,3,1,1,1,1,1,3,2,2,1,1,3,3,3,1,1,2,2,3,2,1,2,2,2,1,1,1,1,1,1,0
15241180116,152,953.681304580454,858.040399938525,910.169896640932,1,0,1,13,6,5,1,1,1,NA,1,1,1,2,2,3,1,1,0,3,2,6,2,2,1,1,1,1,3,3,2,3,2,2,3,3,3,2,2,3,3,2,3,3,2,3,2,3,3,2,2,1,0,0,0,0,0,0
15260090124,152,743.275791584459,647.569660885119,664.221162044796,0,0,1,12,6,6,1,1,0,1,0,0,0,2,1,1,1,1,2,1,1,3,2,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,1,1,2,2,2,1,0,0,1,1,0,0
15240850208,152,707.255707631048,706.976682254375,641.190245977511,0,1,1,12,6,6,1,1,1,0,1,1,1,3,2,2,1,1,1,1,1,2,3,2,3,2,1,1,2,3,2,1,1,3,2,3,2,3,3,3,2,3,2,3,3,2,2,1,2,2,1,1,0,0,0,0,0,0
15230010101,152,632.500853793072,630.976475564132,654.543615895988,0,0,0,13,NA,NA,1,1,1,1,1,0,1,2,1,1,1,1,2,2,2,NA,2,3,2,3,2,1,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,3,NA,0,0,0,0,0,0
15260200138,152,729.34512063229,858.040399938525,598.407632559453,0,0,1,12,5,2,1,1,0,0,0,1,1,3,2,2,2,2,0,3,0,6,2,2,3,2,1,1,2,2,2,1,2,3,3,2,2,3,2,2,3,3,2,2,2,2,2,3,3,2,2,1,0,0,0,0,0,0
15261680224,152,885.184388722333,686.884228713883,873.065067817392,1,0,0,12,5,5,1,1,1,1,1,1,1,3,1,3,1,2,0,3,2,5,3,2,3,2,2,2,3,2,1,1,2,2,1,3,3,2,3,2,3,2,3,3,3,2,2,3,2,2,1,1,0,0,0,0,0,0
15261000229,152,904.320183852272,1076.65800734062,865.169380489376,1,0,0,12,3,3,1,1,1,1,1,1,1,3,3,3,1,1,1,3,0,3,2,3,2,1,1,1,2,2,2,1,3,3,3,3,3,3,2,3,3,1,3,2,3,2,1,3,2,3,3,1,0,0,0,0,0,0
15260120117,152,703.730029578287,673.866863289994,715.91883067435,0,0,1,12,NA,NA,1,1,1,1,1,1,1,3,3,3,2,2,1,2,2,6,3,2,3,1,1,1,NA,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,NA,NA,NA,NA,2,1,1,0,0,0,NA,0
15261220107,152,878.379768151988,896.636802850535,813.446773133039,1,0,1,12,NA,NA,1,1,1,1,1,1,0,2,1,2,1,1,2,1,1,3,2,3,1,2,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,3,1,2,1,0,0,0,0,0,0
15260270218,152,843.133871845209,698.831227300814,699.967567110936,0,0,0,12,3,6,1,1,1,0,1,1,1,1,1,2,1,2,1,3,0,1,2,2,2,2,2,1,3,2,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,0,0,0,0,0,0
15260780128,152,828.651924839791,757.601364788394,803.765730168858,0,1,0,13,2,6,1,1,1,0,1,1,1,1,1,1,1,2,0,3,0,4,3,2,2,1,1,1,2,2,3,2,2,3,3,3,3,3,2,2,1,3,3,3,2,3,2,2,1,2,2,1,0,0,0,1,0,0
15261760209,152,924.402929010597,833.484406570347,793.59660449715,1,0,0,12,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,0,3,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0
15261640117,152,804.520471911497,769.305214794915,642.90440152109,1,0,0,12,6,6,1,1,1,1,1,1,1,3,2,3,1,1,1,3,1,6,2,2,2,1,2,2,2,2,2,3,2,2,3,3,2,3,1,3,2,3,2,3,2,2,2,2,2,3,2,1,0,0,0,0,0,0
15261280321,152,894.930726172746,744.68371254908,765.811031204051,1,0,1,12,5,5,1,1,1,1,1,1,1,2,3,3,1,1,0,3,2,6,2,NA,1,1,2,1,3,2,3,3,3,3,3,2,3,2,2,3,2,3,2,3,2,2,3,2,3,3,3,1,0,0,0,0,0,0
15260840109,152,662.61459751595,644.857616283752,628.433773981081,0,1,1,12,6,6,1,1,1,1,0,1,1,1,2,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,0,1
