FOLIO,IDG1,IDG2,IGD3,IDG4,ID5,SV,ACT1,ACT2,ACT3,ACT4,ACT5,DIS1,DIS2,DIS3,DIS4,DIS5,AM1,AM2,AM3,AM4,AM5,C1,C2,C3,C4,C5,EN1,EN2,EN3,EN4,EN5,EP1,EP2,EP3,EP4,EP5,AC1,AC2,AC3,AC4,AC5,AC6,AC7,AC8,AC9,AC10,AC11,SEXO,EDAD,NIVED,ESTCIV,PP,PO,ING,REL,FREL
1515,3,2,3,3,3,7,1,3,4,4,4,5,5,5,5,5,3,2,2,2,2,2,2,1,1,1, , ,1,1,1, , ,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,30,5,1,8,10,8,1,2
1561,4,4,1,5,5,6,1,5,3,3,3,3,3,1,1,2,3,1,1,1,1,1,2,1,1,1,1, ,1,1,2,4,4,4,4,4,2,2,2,2,2,2,1,2,2,1,2,1,24,8,3,5,10, ,9, 
1562,5,5,1,5,5,5,3,5,5,4,5,5,5,3,1,5,3,3,2,2,1,1,1,1,1,1,1,1,3,1,2,3,4,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,64,9,1,8,10, ,1,2
1563,5,4,1,5,5,8,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,1,58,5,4,7,10,9,1,1
1564,4,4,2,4,4,8,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1, ,1,1,1,1, ,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,40,5,1,5,10, ,1,3
1565,5,3,1,5,5,8,1,3,4,5,5,4,4,5,5,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,47,5,2,6,10, ,1,1
1566,4,4,2,4,4,3,3,4,1,2,3,5,4,5,2,5,1,1,3,1,1,1,1,2,1,1,1,1, ,1,1,5,3, ,2,4,2,2,2,2,2,2,1,2,2,2,2,2,20,5,3,5,10, ,1,3
1567,4,5,5,4,4,9,3,3,2,3,3,5,4,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,5,3,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,48,5,1,7,10, ,1,5
1568,5,5,1,5,4,8,2,4,4,3,3,5,4,3,5,5,3,2,1,2,2,2,1,1,1,1, ,1,1,1,1, , ,9,9,3,1,1,2,2,2,2,2,2,2,2,2,1,18,8,3,6,4, ,8,6
1569,3,2,2,3,3,6,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,2,1,1,1, , ,1,1,1, , ,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,56,5,5,88,10, ,9, 
1571,4,4,2,4,4,10,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1, , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,45,7,1,5,10, ,9, 
1572,4,4,2,4,3,5,3,3,3,4,3,4,4,4,1,2,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,55,4,1,5,10, ,1,4
1573,4,4,1,5,5,9,3,3,1,3,3,4,4,4,5,3,4,4,4,3,5,1,1,1,1,1,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,2,2,2,2,2,2,1,36,9,5,5,10, ,1,3
1574,4,4,2,4,5,8,2,4,4,2,3,4,2,2,1,4,2,1,1,1,1,1,2,1,1,1,2, ,1,3,1,3,9,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,46,9,1,7,10, ,1,3
1575,4,4,2,4,2,7,3,4,3,3,3,5,4,4,3,5,3,3,3,3,3,2,2,1,1,1, , ,1,1,1, , ,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,31,9,1,99,10,9,1,1
1576,4,2,1,5,4,10,4,4,4,4,4,3,5,3,2,5,5,4,4,4,3,1,1,1,1,1,1,1,1,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,23,8,3,4,10, ,1,1
1577,2,4,2,4,4,8,3,4,3,3,3,2,2,2,2,1,2,4,2,2,3,1,1,2,2,1,1,1, , ,1,2,4, , ,3,2,2,2,2,2,2,2,2,2,2,2,1,56,5,1,88,4, ,99, 
1578,3,3,1,3,3,3,4,4,4,2,4,4,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,5,3,5,2,2,2,2,2,2,2,2,2,2,2,1,50,4,6,5,10, ,1,3
1579,2,2,1,4,3,6,3,4,2,4,2,3,3,2,1,4,4,2,2,3,2,2,1,1,1,2, ,1,1,1, , , ,3,9, ,2,2,2,2,2,2,2,2,2,2,2,2,53,5,1,4,10, ,1,2
1586,1,1,5,4,4,7,3,4,3,4,4,2,4,3,3,4,4,4,4,4,4,1,2,1,1,1,1, ,1,1,1,4, ,4,4,4,2,2,2,2,2,2,1,2,2,2,2,1,43,7,1,8,10,9,1,3
1587,5,5,1,5,5,6,4,4,3,4,4,5,5,4,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,1,58,7,1,7,4, ,11, 
1588,4,5,1,4,4,7,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,2,2,1,2,1, , ,1, ,1, , ,4, ,5,2,2,2,2,2,2,2,2,2,2,2,2,41,4,1,5,4, ,1,1
1589,4,5,2,4,4,7,4,4,5,3,4,4,4,4,2,5,2,2,1,4,2,2,2,1,1,1, , ,1,1,1, , ,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,27,7,1,88,10, ,2,3
1591,5,5,2,4,4,10,3,3,3,3,3,4,4,4,2,5,3,3,3,3,3,2,2,1,2,1, , ,1, ,1, , ,3, ,5,2,2,2,2,2,2,2,2,2,2,2,2,40,5,1,99,4, ,1,6
1592,5,5,1,5,5,10,1,4,5,5,4,5,5,5,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,2,1,2,2,2,2,2,2,2,2,2,41,7,1,5,10,9,2,7
1593,3,4,3,3,4,6,4,4,4,3,4,4,4,4,3,4,3,3,3,3,4,2,2,1,1,1, , ,1,1,1, , ,3,3,3,2,2,2,2,2,2,2,1,2,2,2,1,39,7,1,7,10, ,11, 
